#Cont nu	incident	atten	VAR4	VAR5	nu dr	inci dr
9.728000000000000e-4	3.632000000000000e-7	1.328000000000000e-7				
9.680000000000000e-4	3.635000000000000e-7	1.345000000000000e-7				
9.632000000000000e-4	3.638000000000000e-7	1.362000000000000e-7				
9.584000000000000e-4	3.640999999999999e-7	1.380000000000000e-7				
9.536000000000000e-4	3.644000000000000e-7	1.397000000000000e-7				
9.488000000000000e-4	3.646999999999999e-7	1.414000000000000e-7				
9.441000000000000e-4	3.650000000000000e-7	1.432000000000000e-7				
9.394000000000000e-4	3.653000000000000e-7	1.449000000000000e-7				
9.347000000000000e-4	3.656000000000000e-7	1.467000000000000e-7				
9.300000000000000e-4	3.659000000000000e-7	1.484000000000000e-7				
9.254000000000000e-4	3.661999999999999e-7	1.502000000000000e-7				
9.208000000000000e-4	3.665000000000000e-7	1.519000000000000e-7				
9.162000000000000e-4	3.667999999999999e-7	1.537000000000000e-7				
9.116000000000000e-4	3.671000000000000e-7	1.554000000000000e-7				
9.071000000000000e-4	3.674000000000000e-7	1.572000000000000e-7				
9.026000000000000e-4	3.676999999999999e-7	1.589000000000000e-7				
8.981000000000000e-4	3.680000000000000e-7	1.607000000000000e-7				
8.936000000000000e-4	3.682999999999999e-7	1.624000000000000e-7				
8.891000000000000e-4	3.686000000000000e-7	1.642000000000000e-7				
8.847000000000000e-4	3.688999999999999e-7	1.659000000000000e-7				
8.803000000000000e-4	3.692000000000000e-7	1.677000000000000e-7				
8.759000000000000e-4	3.695000000000000e-7	1.694000000000000e-7				
8.715000000000000e-4	3.697999999999999e-7	1.712000000000000e-7				
8.672000000000000e-4	3.701000000000000e-7	1.729000000000000e-7				
8.629000000000000e-4	3.704999999999999e-7	1.747000000000000e-7				
8.586000000000000e-4	3.708000000000000e-7	1.764000000000000e-7				
8.543000000000000e-4	3.710999999999999e-7	1.781000000000000e-7				
8.500000000000000e-4	3.714000000000000e-7	1.799000000000000e-7				
8.458000000000000e-4	3.717000000000000e-7	1.816000000000000e-7				
8.416000000000000e-4	3.720000000000000e-7	1.833000000000000e-7				
8.374000000000000e-4	3.723000000000000e-7	1.850000000000000e-7				
8.332000000000000e-4	3.725999999999999e-7	1.868000000000000e-7				
8.290000000000000e-4	3.729000000000000e-7	1.885000000000000e-7				
8.249000000000000e-4	3.731999999999999e-7	1.902000000000000e-7				
8.208000000000000e-4	3.735000000000000e-7	1.919000000000000e-7				
8.167000000000000e-4	3.738000000000000e-7	1.936000000000000e-7				
8.126000000000000e-4	3.741000000000000e-7	1.953000000000000e-7				
8.086000000000000e-4	3.744000000000000e-7	1.970000000000000e-7				
8.045000000000000e-4	3.748000000000000e-7	1.987000000000000e-7				
8.005000000000000e-4	3.751000000000000e-7	2.004000000000000e-7				
7.965000000000000e-4	3.753999999999999e-7	2.021000000000000e-7				
7.926000000000000e-4	3.757000000000000e-7	2.038000000000000e-7				
7.886000000000000e-4	3.759999999999999e-7	2.055000000000000e-7				
7.847000000000000e-4	3.763000000000000e-7	2.071000000000000e-7				
7.808000000000000e-4	3.766000000000000e-7	2.088000000000000e-7				
7.769000000000000e-4	3.769000000000000e-7	2.105000000000000e-7				
7.730000000000000e-4	3.772000000000000e-7	2.121000000000000e-7				
7.691000000000000e-4	3.774999999999999e-7	2.138000000000000e-7				
7.653000000000000e-4	3.779000000000000e-7	2.154000000000000e-7				
7.615000000000000e-4	3.781999999999999e-7	2.171000000000000e-7				
7.577000000000000e-4	3.785000000000000e-7	2.187000000000000e-7				
7.539000000000000e-4	3.787999999999999e-7	2.204000000000000e-7				
7.501000000000000e-4	3.791000000000000e-7	2.220000000000000e-7				
7.464000000000000e-4	3.794000000000000e-7	2.236000000000000e-7				
7.427000000000000e-4	3.797000000000000e-7	2.252000000000000e-7				
7.390000000000000e-4	3.800000000000000e-7	2.269000000000000e-7				
7.353000000000000e-4	3.803999999999999e-7	2.285000000000000e-7				
7.316000000000000e-4	3.807000000000000e-7	2.301000000000000e-7				
7.280000000000000e-4	3.809999999999999e-7	2.316000000000000e-7				
7.244000000000000e-4	3.813000000000000e-7	2.332000000000000e-7				
7.207000000000000e-4	3.815999999999999e-7	2.348000000000000e-7				
7.171000000000000e-4	3.819000000000000e-7	2.364000000000000e-7				
7.136000000000000e-4	3.822000000000000e-7	2.380000000000000e-7				
7.100000000000000e-4	3.826000000000000e-7	2.395000000000000e-7				
7.065000000000000e-4	3.829000000000000e-7	2.411000000000000e-7				
7.029000000000000e-4	3.831999999999999e-7	2.426000000000000e-7				
6.994000000000000e-4	3.835000000000000e-7	2.442000000000000e-7				
6.960000000000000e-4	3.837999999999999e-7	2.457000000000000e-7				
6.925000000000000e-4	3.841000000000000e-7	2.472000000000000e-7				
6.890000000000001e-4	3.843999999999999e-7	2.488000000000000e-7				
6.856000000000000e-4	3.848000000000000e-7	2.503000000000000e-7				
6.822000000000000e-4	3.850999999999999e-7	2.518000000000000e-7				
6.788000000000000e-4	3.854000000000000e-7	2.533000000000000e-7				
6.754000000000001e-4	3.857000000000000e-7	2.548000000000000e-7				
6.720000000000000e-4	3.859999999999999e-7	2.563000000000000e-7				
6.687000000000001e-4	3.864000000000000e-7	2.578000000000000e-7				
6.653000000000000e-4	3.866999999999999e-7	2.592000000000000e-7				
6.620000000000001e-4	3.870000000000000e-7	2.607000000000000e-7				
6.587000000000000e-4	3.872999999999999e-7	2.622000000000000e-7				
6.554000000000000e-4	3.876000000000000e-7	2.636000000000000e-7				
6.522000000000000e-4	3.879000000000000e-7	2.651000000000000e-7				
6.489000000000000e-4	3.883000000000000e-7	2.665000000000000e-7				
6.457000000000000e-4	3.886000000000000e-7	2.680000000000000e-7				
6.424999999999999e-4	3.889000000000000e-7	2.694000000000000e-7				
6.393000000000000e-4	3.892000000000000e-7	2.708000000000000e-7				
6.361000000000000e-4	3.894999999999999e-7	2.722000000000000e-7				
6.329000000000001e-4	3.899000000000000e-7	2.736000000000000e-7				
6.297000000000000e-4	3.901999999999999e-7	2.750000000000000e-7				
6.266000000000001e-4	3.905000000000000e-7	2.764000000000000e-7				
6.235000000000000e-4	3.907999999999999e-7	2.778000000000000e-7				
6.204000000000000e-4	3.912000000000000e-7	2.792000000000000e-7				
6.173000000000000e-4	3.914999999999999e-7	2.805000000000000e-7				
6.142000000000000e-4	3.918000000000000e-7	2.819000000000000e-7				
6.110999999999999e-4	3.921000000000000e-7	2.833000000000000e-7				
6.081000000000000e-4	3.924000000000000e-7	2.846000000000000e-7				
6.051000000000000e-4	3.928000000000000e-7	2.860000000000000e-7				
6.020000000000000e-4	3.930999999999999e-7	2.873000000000000e-7				
5.990000000000000e-4	3.934000000000000e-7	2.886000000000000e-7				
5.959999999999999e-4	3.936999999999999e-7	2.899000000000000e-7				
5.931000000000001e-4	3.941000000000000e-7	2.912000000000000e-7				
5.901000000000000e-4	3.943999999999999e-7	2.926000000000000e-7				
5.872000000000000e-4	3.947000000000000e-7	2.939000000000000e-7				
5.842000000000000e-4	3.949999999999999e-7	2.951000000000000e-7				
5.813000000000000e-4	3.954000000000000e-7	2.964000000000000e-7				
5.784000000000000e-4	3.956999999999999e-7	2.977000000000000e-7				
5.754999999999999e-4	3.960000000000000e-7	2.990000000000000e-7				
5.727000000000000e-4	3.963000000000000e-7	3.002000000000000e-7				
5.698000000000000e-4	3.967000000000000e-7	3.015000000000000e-7				
5.670000000000000e-4	3.970000000000000e-7	3.028000000000000e-7				
5.642000000000001e-4	3.972999999999999e-7	3.040000000000000e-7				
5.613000000000000e-4	3.977000000000000e-7	3.052000000000000e-7				
5.585000000000000e-4	3.979999999999999e-7	3.065000000000000e-7				
5.557999999999999e-4	3.983000000000000e-7	3.077000000000000e-7				
5.530000000000000e-4	3.985999999999999e-7	3.089000000000000e-7				
5.502000000000000e-4	3.990000000000000e-7	3.101000000000000e-7				
5.475000000000000e-4	3.992999999999999e-7	3.113000000000000e-7				
5.448000000000000e-4	3.996000000000000e-7	3.125000000000000e-7				
5.419999999999999e-4	3.999999999999999e-7	3.137000000000000e-7				
5.393000000000001e-4	4.003000000000000e-7	3.149000000000000e-7				
5.366000000000000e-4	4.005999999999999e-7	3.160000000000000e-7				
5.340000000000000e-4	4.009000000000000e-7	3.172000000000000e-7				
5.312999999999999e-4	4.012999999999999e-7	3.184000000000000e-7				
5.287000000000000e-4	4.016000000000000e-7	3.195000000000000e-7				
5.260000000000000e-4	4.019000000000000e-7	3.207000000000000e-7				
5.234000000000000e-4	4.023000000000000e-7	3.218000000000000e-7				
5.208000000000000e-4	4.026000000000000e-7	3.229000000000000e-7				
5.182000000000000e-4	4.028999999999999e-7	3.241000000000000e-7				
5.155999999999999e-4	4.033000000000000e-7	3.252000000000000e-7				
5.130000000000000e-4	4.035999999999999e-7	3.263000000000000e-7				
5.105000000000000e-4	4.039000000000000e-7	3.274000000000000e-7				
5.079000000000000e-4	4.042999999999999e-7	3.285000000000000e-7				
5.054000000000000e-4	4.046000000000000e-7	3.296000000000000e-7				
5.029000000000000e-4	4.048999999999999e-7	3.307000000000000e-7				
5.004000000000000e-4	4.053000000000000e-7	3.318000000000000e-7				
4.979000000000000e-4	4.055999999999999e-7	3.329000000000000e-7				
4.954000000000000e-4	4.059000000000000e-7	3.339000000000000e-7				
4.929000000000000e-4	4.062999999999999e-7	3.350000000000000e-7				
4.905000000000001e-4	4.066000000000000e-7	3.361000000000000e-7				
4.880000000000000e-4	4.069000000000000e-7	3.371000000000000e-7				
4.856000000000000e-4	4.073000000000000e-7	3.382000000000000e-7				
4.832000000000000e-4	4.076000000000000e-7	3.392000000000000e-7				
4.808000000000000e-4	4.078999999999999e-7	3.402000000000000e-7				
4.784000000000000e-4	4.083000000000000e-7	3.413000000000000e-7				
4.760000000000000e-4	4.085999999999999e-7	3.423000000000000e-7				
4.736000000000000e-4	4.090000000000000e-7	3.433000000000000e-7				
4.712000000000000e-4	4.092999999999999e-7	3.443000000000000e-7				
4.689000000000000e-4	4.096000000000000e-7	3.453000000000000e-7				
4.665000000000000e-4	4.099999999999999e-7	3.463000000000000e-7				
4.642000000000000e-4	4.103000000000000e-7	3.473000000000000e-7				
4.619000000000000e-4	4.105999999999999e-7	3.483000000000000e-7				
4.596000000000000e-4	4.110000000000000e-7	3.493000000000000e-7				
4.573000000000000e-4	4.112999999999999e-7	3.502000000000000e-7				
4.550000000000000e-4	4.117000000000000e-7	3.512000000000000e-7				
4.528000000000000e-4	4.119999999999999e-7	3.522000000000000e-7				
4.505000000000000e-4	4.123000000000000e-7	3.531000000000000e-7				
4.483000000000000e-4	4.126999999999999e-7	3.541000000000000e-7				
4.460000000000000e-4	4.130000000000000e-7	3.550000000000000e-7				
4.438000000000000e-4	4.133999999999999e-7	3.560000000000000e-7				
4.416000000000000e-4	4.137000000000000e-7	3.569000000000000e-7				
4.394000000000000e-4	4.139999999999999e-7	3.578000000000000e-7				
4.372000000000000e-4	4.144000000000000e-7	3.588000000000000e-7				
4.350000000000000e-4	4.146999999999999e-7	3.597000000000000e-7				
4.328000000000000e-4	4.151000000000000e-7	3.605999999999999e-7				
4.307000000000000e-4	4.153999999999999e-7	3.615000000000000e-7				
4.285000000000000e-4	4.158000000000000e-7	3.624000000000000e-7				
4.264000000000000e-4	4.160999999999999e-7	3.632999999999999e-7				
4.243000000000000e-4	4.164000000000000e-7	3.642000000000000e-7				
4.222000000000000e-4	4.168000000000000e-7	3.651000000000000e-7				
4.201000000000000e-4	4.171000000000000e-7	3.660000000000000e-7				
4.180000000000000e-4	4.175000000000000e-7	3.668999999999999e-7				
4.159000000000000e-4	4.178000000000000e-7	3.678000000000000e-7				
4.138000000000000e-4	4.182000000000000e-7	3.686000000000000e-7				
4.117000000000000e-4	4.185000000000000e-7	3.695000000000000e-7				
4.097000000000000e-4	4.188000000000000e-7	3.702999999999999e-7				
4.076000000000000e-4	4.191999999999999e-7	3.711999999999999e-7				
4.056000000000000e-4	4.195000000000000e-7	3.721000000000000e-7				
4.036000000000000e-4	4.198999999999999e-7	3.729000000000000e-7				
4.016000000000000e-4	4.202000000000000e-7	3.737000000000000e-7				
3.996000000000000e-4	4.205999999999999e-7	3.745999999999999e-7				
3.976000000000000e-4	4.209000000000000e-7	3.753999999999999e-7				
3.956000000000000e-4	4.212999999999999e-7	3.762000000000000e-7				
3.936000000000000e-4	4.216000000000000e-7	3.771000000000000e-7				
3.917000000000000e-4	4.219999999999999e-7	3.779000000000000e-7				
3.897000000000000e-4	4.223000000000000e-7	3.787000000000000e-7				
3.878000000000000e-4	4.226999999999999e-7	3.794999999999999e-7				
3.858000000000000e-4	4.230000000000000e-7	3.802999999999999e-7				
3.839000000000000e-4	4.233999999999999e-7	3.810999999999999e-7				
3.820000000000000e-4	4.237000000000000e-7	3.819000000000000e-7				
3.801000000000000e-4	4.240999999999999e-7	3.827000000000000e-7				
3.782000000000000e-4	4.244000000000000e-7	3.835000000000000e-7				
3.763000000000000e-4	4.247999999999999e-7	3.843000000000000e-7				
3.744000000000000e-4	4.251000000000000e-7	3.850999999999999e-7				
3.726000000000000e-4	4.254999999999999e-7	3.858999999999999e-7				
3.707000000000000e-4	4.258000000000000e-7	3.865999999999999e-7				
3.689000000000000e-4	4.261999999999999e-7	3.873999999999999e-7				
3.670000000000000e-4	4.265000000000000e-7	3.882000000000000e-7				
3.652000000000000e-4	4.268999999999999e-7	3.889000000000000e-7				
3.634000000000000e-4	4.272000000000000e-7	3.897000000000000e-7				
3.616000000000000e-4	4.275999999999999e-7	3.904000000000000e-7				
3.598000000000000e-4	4.279000000000000e-7	3.912000000000000e-7				
3.580000000000000e-4	4.282999999999999e-7	3.919000000000000e-7				
3.562000000000000e-4	4.286000000000000e-7	3.927000000000000e-7				
3.544000000000000e-4	4.289999999999999e-7	3.934000000000000e-7				
3.526000000000000e-4	4.293000000000000e-7	3.942000000000000e-7				
3.509000000000000e-4	4.296999999999999e-7	3.949000000000000e-7				
3.491000000000000e-4	4.300000000000000e-7	3.956000000000000e-7				
3.474000000000000e-4	4.303999999999999e-7	3.963000000000000e-7				
3.456000000000000e-4	4.307000000000000e-7	3.970999999999999e-7				
3.439000000000000e-4	4.310999999999999e-7	3.977999999999999e-7				
3.422000000000000e-4	4.315000000000000e-7	3.984999999999999e-7				
3.405000000000000e-4	4.317999999999999e-7	3.991999999999999e-7				
3.388000000000000e-4	4.322000000000000e-7	3.998999999999999e-7				
3.371000000000000e-4	4.324999999999999e-7	4.005999999999999e-7				
3.354000000000000e-4	4.329000000000000e-7	4.012999999999999e-7				
3.338000000000000e-4	4.331999999999999e-7	4.020000000000000e-7				
3.321000000000000e-4	4.336000000000000e-7	4.027000000000000e-7				
3.304000000000000e-4	4.339999999999999e-7	4.034000000000000e-7				
3.288000000000000e-4	4.343000000000000e-7	4.041000000000000e-7				
3.272000000000000e-4	4.346999999999999e-7	4.048000000000000e-7				
3.255000000000000e-4	4.350000000000000e-7	4.055000000000000e-7				
3.239000000000000e-4	4.353999999999999e-7	4.061000000000000e-7				
3.223000000000000e-4	4.357000000000000e-7	4.068000000000000e-7				
3.207000000000000e-4	4.360999999999999e-7	4.075000000000000e-7				
3.191000000000000e-4	4.365000000000000e-7	4.082000000000000e-7				
3.175000000000000e-4	4.367999999999999e-7	4.088000000000000e-7				
3.159000000000000e-4	4.372000000000000e-7	4.095000000000000e-7				
3.143000000000000e-4	4.374999999999999e-7	4.102000000000000e-7				
3.128000000000000e-4	4.379000000000000e-7	4.108000000000000e-7				
3.112000000000000e-4	4.383000000000000e-7	4.115000000000000e-7				
3.096000000000000e-4	4.386000000000000e-7	4.120999999999999e-7				
3.081000000000000e-4	4.390000000000000e-7	4.127999999999999e-7				
3.066000000000000e-4	4.393999999999999e-7	4.133999999999999e-7				
3.050000000000000e-4	4.397000000000000e-7	4.140999999999999e-7				
3.035000000000000e-4	4.400999999999999e-7	4.146999999999999e-7				
3.020000000000000e-4	4.404000000000000e-7	4.153000000000000e-7				
3.005000000000000e-4	4.407999999999999e-7	4.160000000000000e-7				
2.990000000000000e-4	4.398000000000000e-7	4.153000000000000e-7				
2.975000000000000e-4	4.376000000000000e-7	4.134999999999999e-7				
2.960000000000000e-4	4.353999999999999e-7	4.118000000000000e-7				
2.946000000000000e-4	4.332999999999999e-7	4.099999999999999e-7				
2.931000000000000e-4	4.310999999999999e-7	4.082000000000000e-7				
2.916000000000000e-4	4.288999999999999e-7	4.063999999999999e-7				
2.902000000000000e-4	4.267999999999999e-7	4.047000000000000e-7				
2.887000000000000e-4	4.246999999999999e-7	4.028999999999999e-7				
2.873000000000000e-4	4.225999999999999e-7	4.012000000000000e-7				
2.858000000000000e-4	4.204999999999999e-7	3.993999999999999e-7				
2.844000000000000e-4	4.183999999999999e-7	3.977000000000000e-7				
2.830000000000000e-4	4.162999999999999e-7	3.958999999999999e-7				
2.816000000000000e-4	4.141999999999999e-7	3.942000000000000e-7				
2.802000000000000e-4	4.120999999999999e-7	3.925000000000000e-7				
2.788000000000000e-4	4.101000000000000e-7	3.907000000000000e-7				
2.774000000000000e-4	4.080000000000000e-7	3.890000000000000e-7				
2.760000000000000e-4	4.060000000000000e-7	3.872999999999999e-7				
2.746000000000000e-4	4.040000000000000e-7	3.856000000000000e-7				
2.733000000000000e-4	4.020000000000000e-7	3.838999999999999e-7				
2.719000000000000e-4	3.999999999999999e-7	3.822000000000000e-7				
2.706000000000000e-4	3.979999999999999e-7	3.805000000000000e-7				
2.692000000000000e-4	3.960000000000000e-7	3.787999999999999e-7				
2.679000000000000e-4	3.940000000000000e-7	3.771000000000000e-7				
2.665000000000000e-4	3.920000000000000e-7	3.753999999999999e-7				
2.652000000000000e-4	3.900999999999999e-7	3.737000000000000e-7				
2.639000000000000e-4	3.880999999999999e-7	3.721000000000000e-7				
2.626000000000000e-4	3.862000000000000e-7	3.703999999999999e-7				
2.612000000000000e-4	3.843000000000000e-7	3.687000000000000e-7				
2.599000000000000e-4	3.823999999999999e-7	3.671000000000000e-7				
2.586000000000000e-4	3.805000000000000e-7	3.653999999999999e-7				
2.574000000000000e-4	3.786000000000000e-7	3.638000000000000e-7				
2.561000000000000e-4	3.766999999999999e-7	3.622000000000000e-7				
2.548000000000000e-4	3.748000000000000e-7	3.604999999999999e-7				
2.535000000000000e-4	3.729000000000000e-7	3.589000000000000e-7				
2.523000000000000e-4	3.710999999999999e-7	3.573000000000000e-7				
2.510000000000000e-4	3.692000000000000e-7	3.556000000000000e-7				
2.498000000000000e-4	3.674000000000000e-7	3.540000000000000e-7				
2.485000000000000e-4	3.654999999999999e-7	3.524000000000000e-7				
2.473000000000000e-4	3.637000000000000e-7	3.508000000000000e-7				
2.460000000000000e-4	3.618999999999999e-7	3.492000000000000e-7				
2.448000000000000e-4	3.601000000000000e-7	3.476000000000000e-7				
2.436000000000000e-4	3.583000000000000e-7	3.460000000000000e-7				
2.424000000000000e-4	3.565000000000000e-7	3.445000000000000e-7				
2.412000000000000e-4	3.547000000000000e-7	3.429000000000000e-7				
2.400000000000000e-4	3.530000000000000e-7	3.413000000000000e-7				
2.388000000000000e-4	3.512000000000000e-7	3.398000000000000e-7				
2.376000000000000e-4	3.495000000000000e-7	3.382000000000000e-7				
2.364000000000000e-4	3.477000000000000e-7	3.366000000000000e-7				
2.352000000000000e-4	3.460000000000000e-7	3.351000000000000e-7				
2.340000000000000e-4	3.443000000000000e-7	3.336000000000000e-7				
2.329000000000000e-4	3.425000000000000e-7	3.320000000000000e-7				
2.317000000000000e-4	3.408000000000000e-7	3.305000000000000e-7				
2.306000000000000e-4	3.391000000000000e-7	3.290000000000000e-7				
2.294000000000000e-4	3.374000000000000e-7	3.274000000000000e-7				
2.283000000000000e-4	3.358000000000000e-7	3.259000000000000e-7				
2.271000000000000e-4	3.341000000000000e-7	3.244000000000000e-7				
2.260000000000000e-4	3.324000000000000e-7	3.229000000000000e-7				
2.249000000000000e-4	3.308000000000000e-7	3.214000000000000e-7				
2.237000000000000e-4	3.291000000000000e-7	3.199000000000000e-7				
2.226000000000000e-4	3.275000000000000e-7	3.184000000000000e-7				
2.215000000000000e-4	3.258000000000000e-7	3.170000000000000e-7				
2.204000000000000e-4	3.242000000000000e-7	3.155000000000000e-7				
2.193000000000000e-4	3.226000000000000e-7	3.140000000000000e-7				
2.182000000000000e-4	3.210000000000000e-7	3.125000000000000e-7				
2.171000000000000e-4	3.194000000000000e-7	3.111000000000000e-7				
2.160000000000000e-4	3.178000000000000e-7	3.096000000000000e-7				
2.150000000000000e-4	3.162000000000000e-7	3.082000000000000e-7				
2.139000000000000e-4	3.146000000000000e-7	3.067000000000000e-7				
2.128000000000000e-4	3.131000000000000e-7	3.053000000000000e-7				
2.118000000000000e-4	3.115000000000000e-7	3.039000000000000e-7				
2.107000000000000e-4	3.099000000000000e-7	3.025000000000000e-7				
2.097000000000000e-4	3.084000000000000e-7	3.010000000000000e-7				
2.086000000000000e-4	3.069000000000000e-7	2.996000000000000e-7				
2.076000000000000e-4	3.053000000000000e-7	2.982000000000000e-7				
2.065000000000000e-4	3.038000000000000e-7	2.968000000000000e-7				
2.055000000000000e-4	3.023000000000000e-7	2.954000000000000e-7				
2.045000000000000e-4	3.008000000000000e-7	2.940000000000000e-7				
2.035000000000000e-4	2.993000000000000e-7	2.926000000000000e-7				
2.025000000000000e-4	2.978000000000000e-7	2.913000000000000e-7				
2.014000000000000e-4	2.963000000000000e-7	2.899000000000000e-7				
2.004000000000000e-4	2.948000000000000e-7	2.885000000000000e-7				
1.994000000000000e-4	2.934000000000000e-7	2.872000000000000e-7				
1.984000000000000e-4	2.919000000000000e-7	2.858000000000000e-7				
1.975000000000000e-4	2.904000000000000e-7	2.844000000000000e-7				
1.965000000000000e-4	2.890000000000000e-7	2.831000000000000e-7				
1.955000000000000e-4	2.876000000000000e-7	2.818000000000000e-7				
1.945000000000000e-4	2.861000000000000e-7	2.804000000000000e-7				
1.935000000000000e-4	2.847000000000000e-7	2.791000000000000e-7				
1.926000000000000e-4	2.833000000000000e-7	2.778000000000000e-7				
1.916000000000000e-4	2.819000000000000e-7	2.764000000000000e-7				
1.907000000000000e-4	2.805000000000000e-7	2.751000000000000e-7				
1.897000000000000e-4	2.791000000000000e-7	2.738000000000000e-7				
1.888000000000000e-4	2.777000000000000e-7	2.725000000000000e-7				
1.878000000000000e-4	2.763000000000000e-7	2.712000000000000e-7				
1.869000000000000e-4	2.749000000000000e-7	2.699000000000000e-7				
1.860000000000000e-4	2.735000000000000e-7	2.686000000000000e-7				
1.850000000000000e-4	2.722000000000000e-7	2.674000000000000e-7				
1.841000000000000e-4	2.708000000000000e-7	2.661000000000000e-7				
1.832000000000000e-4	2.695000000000000e-7	2.648000000000000e-7				
1.823000000000000e-4	2.681000000000000e-7	2.635000000000000e-7				
1.814000000000000e-4	2.668000000000000e-7	2.623000000000000e-7				
1.805000000000000e-4	2.654000000000000e-7	2.610000000000000e-7				
1.796000000000000e-4	2.641000000000000e-7	2.598000000000000e-7				
1.787000000000000e-4	2.628000000000000e-7	2.585000000000000e-7				
1.778000000000000e-4	2.615000000000000e-7	2.573000000000000e-7				
1.769000000000000e-4	2.602000000000000e-7	2.561000000000000e-7				
1.760000000000000e-4	2.589000000000000e-7	2.548000000000000e-7				
1.751000000000000e-4	2.576000000000000e-7	2.536000000000000e-7				
1.743000000000000e-4	2.563000000000000e-7	2.524000000000000e-7				
1.734000000000000e-4	2.550000000000000e-7	2.512000000000000e-7				
1.725000000000000e-4	2.538000000000000e-7	2.500000000000000e-7				
1.717000000000000e-4	2.525000000000000e-7	2.488000000000000e-7				
1.708000000000000e-4	2.512000000000000e-7	2.476000000000000e-7				
1.700000000000000e-4	2.500000000000000e-7	2.464000000000000e-7				
1.691000000000000e-4	2.487000000000000e-7	2.452000000000000e-7				
1.683000000000000e-4	2.475000000000000e-7	2.440000000000000e-7				
1.674000000000000e-4	2.463000000000000e-7	2.429000000000000e-7				
1.666000000000000e-4	2.450000000000000e-7	2.417000000000000e-7				
1.658000000000000e-4	2.438000000000000e-7	2.405000000000000e-7				
1.649000000000000e-4	2.426000000000000e-7	2.394000000000000e-7				
1.641000000000000e-4	2.414000000000000e-7	2.382000000000000e-7				
1.633000000000000e-4	2.402000000000000e-7	2.371000000000000e-7				
1.625000000000000e-4	2.390000000000000e-7	2.359000000000000e-7				
1.617000000000000e-4	2.378000000000000e-7	2.348000000000000e-7				
1.609000000000000e-4	2.366000000000000e-7	2.336000000000000e-7				
1.601000000000000e-4	2.354000000000000e-7	2.325000000000000e-7				
1.593000000000000e-4	2.343000000000000e-7	2.314000000000000e-7				
1.585000000000000e-4	2.331000000000000e-7	2.303000000000000e-7				
1.577000000000000e-4	2.319000000000000e-7	2.291000000000000e-7				
1.569000000000000e-4	2.308000000000000e-7	2.280000000000000e-7				
1.561000000000000e-4	2.296000000000000e-7	2.269000000000000e-7				
1.553000000000000e-4	2.285000000000000e-7	2.258000000000000e-7				
1.546000000000000e-4	2.273000000000000e-7	2.247000000000000e-7				
1.538000000000000e-4	2.262000000000000e-7	2.236000000000000e-7				
1.530000000000000e-4	2.251000000000000e-7	2.226000000000000e-7				
1.523000000000000e-4	2.240000000000000e-7	2.215000000000000e-7				
1.496000000000000e-4	2.201000000000000e-7	2.178000000000000e-7				
1.452000000000000e-4	2.136000000000000e-7	2.115000000000000e-7				
1.409000000000000e-4	2.073000000000000e-7	2.054000000000000e-7				
1.367000000000000e-4	2.012000000000000e-7	1.995000000000000e-7				
1.327000000000000e-4	1.952000000000000e-7	1.937000000000000e-7				
1.288000000000000e-4	1.895000000000000e-7	1.881000000000000e-7				
1.250000000000000e-4	1.839000000000000e-7	1.826000000000000e-7				
1.213000000000000e-4	1.785000000000000e-7	1.773000000000000e-7				
1.177000000000000e-4	1.732000000000000e-7	1.722000000000000e-7				
1.142000000000000e-4	1.681000000000000e-7	1.671000000000000e-7				
1.109000000000000e-4	1.631000000000000e-7	1.623000000000000e-7				
1.076000000000000e-4	1.583000000000000e-7	1.575000000000000e-7				
1.044000000000000e-4	1.536000000000000e-7	1.529000000000000e-7				
1.013000000000000e-4	1.491000000000000e-7	1.485000000000000e-7				
9.833000000000000e-5	1.447000000000000e-7	1.441000000000000e-7				
9.543000000000000e-5	1.404000000000000e-7	1.399000000000000e-7				
9.261000000000000e-5	1.363000000000000e-7	1.358000000000000e-7				
8.988000000000000e-5	1.322000000000000e-7	1.318000000000000e-7				
8.722000000000000e-5	1.283000000000000e-7	1.280000000000000e-7				
8.464000000000000e-5	1.245000000000000e-7	1.242000000000000e-7				
8.214000000000000e-5	1.209000000000000e-7	1.206000000000000e-7				
7.972000000000000e-5	1.173000000000000e-7	1.170000000000000e-7				
7.736000000000000e-5	1.138000000000000e-7	1.136000000000000e-7				
7.508000000000000e-5	1.105000000000000e-7	1.102000000000000e-7				
7.286000000000000e-5	1.072000000000000e-7	1.070000000000000e-7				
7.071000000000001e-5	1.040000000000000e-7	1.039000000000000e-7				
6.862000000000000e-5	1.010000000000000e-7	1.008000000000000e-7				
6.659000000000000e-5	9.798000000000000e-8	9.783000000000000e-8				
6.463000000000000e-5	9.508000000000000e-8	9.495000000000000e-8				
6.271999999999999e-5	9.227000000000000e-8	9.215000000000000e-8				
6.087000000000000e-5	8.955000000000000e-8	8.944000000000000e-8				
5.907000000000000e-5	8.690000000000000e-8	8.681000000000000e-8				
5.732000000000000e-5	8.434000000000000e-8	8.425000000000000e-8				
5.563000000000000e-5	8.185000000000000e-8	8.177000000000000e-8				
5.399000000000000e-5	7.943000000000000e-8	7.936000000000000e-8				
5.239000000000000e-5	7.708000000000000e-8	7.702000000000000e-8				
5.085000000000000e-5	7.481000000000000e-8	7.475000000000000e-8				
4.934000000000000e-5	7.260000000000000e-8	7.254000000000000e-8				
