#Cont nu	incident	atten	VAR4	VAR5	nu dr	inci dr
4.104000000000000e+2	2.068000000000000e-4	2.068000000000000e-4				
4.084000000000000e+2	2.092000000000000e-4	2.092000000000000e-4				
4.064000000000000e+2	2.116000000000000e-4	2.116000000000000e-4				
4.043000000000000e+2	2.140000000000000e-4	2.140000000000000e-4				
4.023000000000000e+2	2.165000000000000e-4	2.165000000000000e-4				
4.003000000000000e+2	2.190000000000000e-4	2.190000000000000e-4				
3.983000000000000e+2	2.215000000000000e-4	2.215000000000000e-4				
3.963000000000000e+2	2.241000000000000e-4	2.241000000000000e-4				
3.944000000000000e+2	2.266000000000000e-4	2.266000000000000e-4				
3.924000000000000e+2	2.293000000000000e-4	2.293000000000000e-4				
3.904000000000000e+2	2.319000000000000e-4	2.319000000000000e-4				
3.885000000000000e+2	2.346000000000000e-4	2.346000000000000e-4				
3.865000000000000e+2	2.373000000000000e-4	2.373000000000000e-4				
3.846000000000000e+2	2.400000000000000e-4	2.400000000000000e-4				
3.827000000000000e+2	2.428000000000000e-4	2.428000000000000e-4				
3.808000000000000e+2	2.456000000000000e-4	2.456000000000000e-4				
3.789000000000000e+2	2.484000000000000e-4	2.484000000000000e-4				
3.770000000000000e+2	2.513000000000000e-4	2.513000000000000e-4				
3.751000000000000e+2	2.542000000000000e-4	2.542000000000000e-4				
3.733000000000000e+2	2.571000000000000e-4	2.571000000000000e-4				
3.714000000000000e+2	2.601000000000000e-4	2.601000000000000e-4				
3.695000000000000e+2	2.631000000000000e-4	2.631000000000000e-4				
3.677000000000000e+2	2.661000000000000e-4	2.661000000000000e-4				
3.659000000000000e+2	2.692000000000000e-4	2.692000000000000e-4				
3.640000000000000e+2	2.723000000000000e-4	2.723000000000000e-4				
3.622000000000000e+2	2.754000000000000e-4	2.754000000000000e-4				
3.604000000000000e+2	2.786000000000000e-4	2.786000000000000e-4				
3.586000000000000e+2	2.818000000000000e-4	2.818000000000000e-4				
3.568000000000000e+2	2.850000000000000e-4	2.850000000000000e-4				
3.551000000000000e+2	2.883000000000000e-4	2.883000000000000e-4				
3.533000000000000e+2	2.916000000000000e-4	2.916000000000000e-4				
3.515000000000000e+2	2.950000000000000e-4	2.950000000000000e-4				
3.498000000000000e+2	2.984000000000000e-4	2.984000000000000e-4				
3.480000000000000e+2	3.019000000000000e-4	3.019000000000000e-4				
3.463000000000000e+2	3.053000000000000e-4	3.053000000000000e-4				
3.446000000000000e+2	3.088000000000000e-4	3.088000000000000e-4				
3.428000000000000e+2	3.124000000000000e-4	3.124000000000000e-4				
3.411000000000000e+2	3.160000000000000e-4	3.160000000000000e-4				
3.394000000000000e+2	3.197000000000000e-4	3.197000000000000e-4				
3.377000000000000e+2	3.233000000000000e-4	3.233000000000000e-4				
3.361000000000000e+2	3.271000000000000e-4	3.271000000000000e-4				
3.344000000000000e+2	3.308000000000000e-4	3.308000000000000e-4				
3.327000000000000e+2	3.346000000000000e-4	3.346000000000000e-4				
3.311000000000000e+2	3.385000000000000e-4	3.385000000000000e-4				
3.294000000000000e+2	3.424000000000000e-4	3.424000000000000e-4				
3.278000000000000e+2	3.464000000000000e-4	3.464000000000000e-4				
3.261000000000000e+2	3.503000000000000e-4	3.503000000000000e-4				
3.245000000000000e+2	3.544000000000000e-4	3.544000000000000e-4				
3.229000000000000e+2	3.585000000000000e-4	3.585000000000000e-4				
3.213000000000000e+2	3.626000000000000e-4	3.626000000000000e-4				
3.197000000000000e+2	3.668000000000000e-4	3.668000000000000e-4				
3.181000000000000e+2	3.710000000000000e-4	3.710000000000000e-4				
3.165000000000000e+2	3.753000000000000e-4	3.753000000000000e-4				
3.149000000000000e+2	3.796000000000000e-4	3.796000000000000e-4				
3.133000000000000e+2	3.840000000000000e-4	3.840000000000000e-4				
3.118000000000000e+2	3.884000000000000e-4	3.884000000000000e-4				
3.102000000000000e+2	3.929000000000000e-4	3.929000000000000e-4				
3.087000000000000e+2	3.974000000000000e-4	3.974000000000000e-4				
3.071000000000000e+2	4.020000000000000e-4	4.020000000000000e-4				
3.056000000000000e+2	4.066000000000000e-4	4.066000000000000e-4				
3.041000000000000e+2	4.113000000000000e-4	4.113000000000000e-4				
3.026000000000000e+2	4.161000000000000e-4	4.161000000000000e-4				
3.011000000000000e+2	4.209000000000000e-4	4.209000000000000e-4				
2.996000000000000e+2	4.257000000000000e-4	4.257000000000000e-4				
2.981000000000000e+2	4.306000000000000e-4	4.306000000000000e-4				
2.966000000000000e+2	4.356000000000000e-4	4.356000000000000e-4				
2.951000000000000e+2	4.406000000000000e-4	4.406000000000000e-4				
2.936000000000000e+2	4.457000000000000e-4	4.457000000000000e-4				
2.922000000000000e+2	4.508000000000000e-4	4.508000000000000e-4				
2.907000000000000e+2	4.560000000000000e-4	4.560000000000000e-4				
2.893000000000000e+2	4.613000000000000e-4	4.613000000000000e-4				
2.878000000000000e+2	4.666000000000000e-4	4.666000000000000e-4				
2.864000000000000e+2	4.720000000000000e-4	4.720000000000000e-4				
2.849000000000000e+2	4.774000000000000e-4	4.774000000000000e-4				
2.835000000000000e+2	4.829000000000000e-4	4.829000000000000e-4				
2.821000000000000e+2	4.885000000000000e-4	4.885000000000000e-4				
2.807000000000000e+2	4.941000000000000e-4	4.941000000000000e-4				
2.793000000000000e+2	4.998000000000000e-4	4.998000000000000e-4				
2.779000000000000e+2	5.056000000000000e-4	5.056000000000000e-4				
2.765000000000000e+2	5.114000000000000e-4	5.114000000000000e-4				
2.751000000000000e+2	5.173000000000001e-4	5.173000000000001e-4				
2.738000000000000e+2	5.233000000000000e-4	5.233000000000000e-4				
2.724000000000000e+2	5.293000000000000e-4	5.293000000000000e-4				
2.711000000000000e+2	5.354000000000000e-4	5.354000000000000e-4				
2.697000000000000e+2	5.416000000000001e-4	5.416000000000001e-4				
2.684000000000000e+2	5.478000000000000e-4	5.478000000000000e-4				
2.670000000000000e+2	5.541000000000000e-4	5.541000000000000e-4				
2.657000000000000e+2	5.605000000000000e-4	5.605000000000000e-4				
2.644000000000000e+2	5.670000000000000e-4	5.670000000000000e-4				
2.630000000000000e+2	5.735000000000000e-4	5.735000000000000e-4				
2.617000000000000e+2	5.800999999999999e-4	5.800999999999999e-4				
2.604000000000000e+2	5.867999999999999e-4	5.867999999999999e-4				
2.591000000000000e+2	5.936000000000000e-4	5.936000000000000e-4				
2.578000000000000e+2	6.003999999999999e-4	6.003999999999999e-4				
2.566000000000000e+2	6.073000000000000e-4	6.073000000000000e-4				
2.553000000000000e+2	6.143000000000000e-4	6.143000000000000e-4				
2.540000000000000e+2	6.214000000000000e-4	6.214000000000000e-4				
2.527000000000000e+2	6.286000000000000e-4	6.286000000000000e-4				
2.515000000000000e+2	6.357999999999999e-4	6.357999999999999e-4				
2.502000000000000e+2	6.431000000000000e-4	6.431000000000000e-4				
2.490000000000000e+2	6.506000000000000e-4	6.506000000000000e-4				
2.477000000000000e+2	6.581000000000000e-4	6.581000000000000e-4				
2.465000000000000e+2	6.656000000000000e-4	6.656000000000000e-4				
2.453000000000000e+2	6.733000000000001e-4	6.733000000000001e-4				
2.440000000000000e+2	6.811000000000000e-4	6.811000000000000e-4				
2.428000000000000e+2	6.889000000000000e-4	6.889000000000000e-4				
2.416000000000000e+2	6.969000000000000e-4	6.969000000000000e-4				
2.404000000000000e+2	7.048999999999999e-4	7.048999999999999e-4				
2.392000000000000e+2	7.130000000000000e-4	7.130000000000000e-4				
2.380000000000000e+2	7.212000000000000e-4	7.212000000000000e-4				
2.368000000000000e+2	7.296000000000000e-4	7.296000000000000e-4				
2.356000000000000e+2	7.380000000000000e-4	7.380000000000000e-4				
2.345000000000000e+2	7.465000000000000e-4	7.465000000000000e-4				
2.333000000000000e+2	7.551000000000000e-4	7.551000000000000e-4				
2.321000000000000e+2	7.638000000000000e-4	7.638000000000000e-4				
2.310000000000000e+2	7.726000000000000e-4	7.726000000000000e-4				
2.298000000000000e+2	7.815000000000000e-4	7.815000000000000e-4				
2.287000000000000e+2	7.905000000000000e-4	7.905000000000000e-4				
2.275000000000000e+2	7.996000000000000e-4	7.996000000000000e-4				
2.264000000000000e+2	8.088000000000000e-4	8.088000000000000e-4				
2.253000000000000e+2	8.182000000000000e-4	8.182000000000000e-4				
2.242000000000000e+2	8.276000000000000e-4	8.276000000000000e-4				
2.230000000000000e+2	8.371000000000000e-4	8.371000000000000e-4				
2.219000000000000e+2	8.468000000000000e-4	8.468000000000000e-4				
2.208000000000000e+2	8.565000000000000e-4	8.565000000000000e-4				
2.197000000000000e+2	8.664000000000000e-4	8.664000000000000e-4				
2.186000000000000e+2	8.764000000000000e-4	8.764000000000000e-4				
2.175000000000000e+2	8.865000000000000e-4	8.865000000000000e-4				
2.164000000000000e+2	8.967000000000000e-4	8.967000000000000e-4				
2.154000000000000e+2	9.071000000000000e-4	9.071000000000000e-4				
2.143000000000000e+2	9.175000000000000e-4	9.175000000000000e-4				
2.132000000000000e+2	9.281000000000000e-4	9.281000000000000e-4				
2.122000000000000e+2	9.388000000000000e-4	9.388000000000000e-4				
2.111000000000000e+2	9.496000000000000e-4	9.496000000000000e-4				
2.101000000000000e+2	9.606000000000000e-4	9.606000000000000e-4				
2.090000000000000e+2	9.716000000000000e-4	9.716000000000000e-4				
2.080000000000000e+2	9.828000000000000e-4	9.828000000000000e-4				
2.069000000000000e+2	9.942000000000000e-4	9.942000000000000e-4				
2.059000000000000e+2	1.006000000000000e-3	1.006000000000000e-3				
2.049000000000000e+2	1.017000000000000e-3	1.017000000000000e-3				
2.038000000000000e+2	1.029000000000000e-3	1.029000000000000e-3				
2.028000000000000e+2	1.041000000000000e-3	1.041000000000000e-3				
2.018000000000000e+2	1.053000000000000e-3	1.053000000000000e-3				
2.008000000000000e+2	1.065000000000000e-3	1.065000000000000e-3				
1.998000000000000e+2	1.077000000000000e-3	1.077000000000000e-3				
1.988000000000000e+2	1.090000000000000e-3	1.090000000000000e-3				
1.978000000000000e+2	1.102000000000000e-3	1.102000000000000e-3				
1.968000000000000e+2	1.115000000000000e-3	1.115000000000000e-3				
1.959000000000000e+2	1.128000000000000e-3	1.128000000000000e-3				
1.949000000000000e+2	1.141000000000000e-3	1.141000000000000e-3				
1.939000000000000e+2	1.154000000000000e-3	1.154000000000000e-3				
1.929000000000000e+2	1.167000000000000e-3	1.167000000000000e-3				
1.920000000000000e+2	1.181000000000000e-3	1.181000000000000e-3				
1.910000000000000e+2	1.194000000000000e-3	1.194000000000000e-3				
1.901000000000000e+2	1.208000000000000e-3	1.208000000000000e-3				
1.891000000000000e+2	1.222000000000000e-3	1.222000000000000e-3				
1.882000000000000e+2	1.236000000000000e-3	1.236000000000000e-3				
1.872000000000000e+2	1.250000000000000e-3	1.250000000000000e-3				
1.863000000000000e+2	1.265000000000000e-3	1.265000000000000e-3				
1.854000000000000e+2	1.279000000000000e-3	1.279000000000000e-3				
1.845000000000000e+2	1.294000000000000e-3	1.294000000000000e-3				
1.835000000000000e+2	1.309000000000000e-3	1.309000000000000e-3				
1.826000000000000e+2	1.324000000000000e-3	1.324000000000000e-3				
1.817000000000000e+2	1.339000000000000e-3	1.339000000000000e-3				
1.808000000000000e+2	1.355000000000000e-3	1.355000000000000e-3				
1.799000000000000e+2	1.370000000000000e-3	1.370000000000000e-3				
1.790000000000000e+2	1.386000000000000e-3	1.386000000000000e-3				
1.781000000000000e+2	1.402000000000000e-3	1.402000000000000e-3				
1.772000000000000e+2	1.418000000000000e-3	1.418000000000000e-3				
1.763000000000000e+2	1.435000000000000e-3	1.435000000000000e-3				
1.755000000000000e+2	1.451000000000000e-3	1.451000000000000e-3				
1.746000000000000e+2	1.468000000000000e-3	1.468000000000000e-3				
1.737000000000000e+2	1.485000000000000e-3	1.485000000000000e-3				
1.728000000000000e+2	1.502000000000000e-3	1.502000000000000e-3				
1.720000000000000e+2	1.519000000000000e-3	1.519000000000000e-3				
1.711000000000000e+2	1.537000000000000e-3	1.537000000000000e-3				
1.703000000000000e+2	1.554000000000000e-3	1.554000000000000e-3				
1.694000000000000e+2	1.572000000000000e-3	1.572000000000000e-3				
1.686000000000000e+2	1.591000000000000e-3	1.591000000000000e-3				
1.677000000000000e+2	1.609000000000000e-3	1.609000000000000e-3				
1.669000000000000e+2	1.627000000000000e-3	1.627000000000000e-3				
1.661000000000000e+2	1.646000000000000e-3	1.646000000000000e-3				
1.652000000000000e+2	1.665000000000000e-3	1.665000000000000e-3				
1.644000000000000e+2	1.680000000000000e-3	1.680000000000000e-3				
1.636000000000000e+2	1.688000000000000e-3	1.688000000000000e-3				
1.628000000000000e+2	1.696000000000000e-3	1.696000000000000e-3				
1.620000000000000e+2	1.704000000000000e-3	1.704000000000000e-3				
1.612000000000000e+2	1.713000000000000e-3	1.713000000000000e-3				
1.604000000000000e+2	1.721000000000000e-3	1.721000000000000e-3				
1.596000000000000e+2	1.729000000000000e-3	1.729000000000000e-3				
1.588000000000000e+2	1.737000000000000e-3	1.737000000000000e-3				
1.580000000000000e+2	1.746000000000000e-3	1.746000000000000e-3				
1.572000000000000e+2	1.754000000000000e-3	1.754000000000000e-3				
1.564000000000000e+2	1.763000000000000e-3	1.763000000000000e-3				
1.556000000000000e+2	1.771000000000000e-3	1.771000000000000e-3				
1.548000000000000e+2	1.780000000000000e-3	1.780000000000000e-3				
1.541000000000000e+2	1.788000000000000e-3	1.788000000000000e-3				
1.533000000000000e+2	1.797000000000000e-3	1.797000000000000e-3				
1.525000000000000e+2	1.806000000000000e-3	1.806000000000000e-3				
1.518000000000000e+2	1.814000000000000e-3	1.814000000000000e-3				
1.510000000000000e+2	1.823000000000000e-3	1.823000000000000e-3				
1.503000000000000e+2	1.832000000000000e-3	1.832000000000000e-3				
1.495000000000000e+2	1.841000000000000e-3	1.841000000000000e-3				
1.488000000000000e+2	1.850000000000000e-3	1.850000000000000e-3				
1.480000000000000e+2	1.859000000000000e-3	1.859000000000000e-3				
1.473000000000000e+2	1.868000000000000e-3	1.868000000000000e-3				
1.466000000000000e+2	1.877000000000000e-3	1.877000000000000e-3				
1.458000000000000e+2	1.886000000000000e-3	1.886000000000000e-3				
1.451000000000000e+2	1.895000000000000e-3	1.895000000000000e-3				
1.444000000000000e+2	1.904000000000000e-3	1.904000000000000e-3				
1.437000000000000e+2	1.913000000000000e-3	1.913000000000000e-3				
1.429000000000000e+2	1.923000000000000e-3	1.923000000000000e-3				
1.422000000000000e+2	1.932000000000000e-3	1.932000000000000e-3				
1.415000000000000e+2	1.941000000000000e-3	1.941000000000000e-3				
1.408000000000000e+2	1.951000000000000e-3	1.951000000000000e-3				
1.401000000000000e+2	1.960000000000000e-3	1.960000000000000e-3				
1.394000000000000e+2	1.969000000000000e-3	1.969000000000000e-3				
1.387000000000000e+2	1.979000000000000e-3	1.979000000000000e-3				
1.380000000000000e+2	1.989000000000000e-3	1.989000000000000e-3				
1.373000000000000e+2	1.998000000000000e-3	1.998000000000000e-3				
1.367000000000000e+2	2.008000000000000e-3	2.008000000000000e-3				
1.360000000000000e+2	2.017000000000000e-3	2.017000000000000e-3				
1.353000000000000e+2	2.027000000000000e-3	2.027000000000000e-3				
1.346000000000000e+2	2.037000000000000e-3	2.037000000000000e-3				
1.339000000000000e+2	2.047000000000000e-3	2.047000000000000e-3				
1.333000000000000e+2	2.057000000000000e-3	2.057000000000000e-3				
1.326000000000000e+2	2.067000000000000e-3	2.067000000000000e-3				
1.320000000000000e+2	2.077000000000000e-3	2.077000000000000e-3				
1.313000000000000e+2	2.087000000000000e-3	2.087000000000000e-3				
1.306000000000000e+2	2.097000000000000e-3	2.097000000000000e-3				
1.300000000000000e+2	2.107000000000000e-3	2.107000000000000e-3				
1.293000000000000e+2	2.117000000000000e-3	2.117000000000000e-3				
1.287000000000000e+2	2.127000000000000e-3	2.127000000000000e-3				
1.281000000000000e+2	2.138000000000000e-3	2.138000000000000e-3				
1.274000000000000e+2	2.148000000000000e-3	2.148000000000000e-3				
1.268000000000000e+2	2.158000000000000e-3	2.158000000000000e-3				
1.261000000000000e+2	2.169000000000000e-3	2.169000000000000e-3				
1.255000000000000e+2	2.179000000000000e-3	2.179000000000000e-3				
1.249000000000000e+2	2.190000000000000e-3	2.190000000000000e-3				
1.243000000000000e+2	2.200000000000000e-3	2.200000000000000e-3				
1.237000000000000e+2	2.211000000000000e-3	2.211000000000000e-3				
1.230000000000000e+2	2.222000000000000e-3	2.222000000000000e-3				
1.224000000000000e+2	2.232000000000000e-3	2.232000000000000e-3				
1.218000000000000e+2	2.243000000000000e-3	2.243000000000000e-3				
1.212000000000000e+2	2.254000000000000e-3	2.254000000000000e-3				
1.206000000000000e+2	2.265000000000000e-3	2.265000000000000e-3				
1.200000000000000e+2	2.276000000000000e-3	2.276000000000000e-3				
1.194000000000000e+2	2.287000000000000e-3	2.287000000000000e-3				
1.188000000000000e+2	2.298000000000000e-3	2.298000000000000e-3				
1.182000000000000e+2	2.309000000000000e-3	2.309000000000000e-3				
1.176000000000000e+2	2.320000000000000e-3	2.320000000000000e-3				
1.170000000000000e+2	2.331000000000000e-3	2.331000000000000e-3				
1.165000000000000e+2	2.343000000000000e-3	2.343000000000000e-3				
1.159000000000000e+2	2.354000000000000e-3	2.354000000000000e-3				
1.153000000000000e+2	2.365000000000000e-3	2.365000000000000e-3				
1.147000000000000e+2	2.377000000000000e-3	2.377000000000000e-3				
1.141000000000000e+2	2.388000000000000e-3	2.388000000000000e-3				
1.136000000000000e+2	2.400000000000000e-3	2.400000000000000e-3				
1.130000000000000e+2	2.411000000000000e-3	2.411000000000000e-3				
1.124000000000000e+2	2.423000000000000e-3	2.423000000000000e-3				
1.119000000000000e+2	2.435000000000000e-3	2.435000000000000e-3				
1.113000000000000e+2	2.447000000000000e-3	2.447000000000000e-3				
1.108000000000000e+2	2.458000000000000e-3	2.458000000000000e-3				
1.102000000000000e+2	2.470000000000000e-3	2.470000000000000e-3				
1.097000000000000e+2	2.482000000000000e-3	2.482000000000000e-3				
1.091000000000000e+2	2.494000000000000e-3	2.494000000000000e-3				
1.086000000000000e+2	2.506000000000000e-3	2.506000000000000e-3				
1.080000000000000e+2	2.518000000000000e-3	2.518000000000000e-3				
1.075000000000000e+2	2.530000000000000e-3	2.530000000000000e-3				
1.070000000000000e+2	2.543000000000000e-3	2.543000000000000e-3				
1.064000000000000e+2	2.555000000000000e-3	2.555000000000000e-3				
1.059000000000000e+2	2.567000000000000e-3	2.567000000000000e-3				
1.054000000000000e+2	2.580000000000000e-3	2.580000000000000e-3				
1.048000000000000e+2	2.592000000000000e-3	2.592000000000000e-3				
1.043000000000000e+2	2.605000000000000e-3	2.605000000000000e-3				
1.038000000000000e+2	2.617000000000000e-3	2.617000000000000e-3				
1.033000000000000e+2	2.630000000000000e-3	2.630000000000000e-3				
1.028000000000000e+2	2.643000000000000e-3	2.643000000000000e-3				
1.023000000000000e+2	2.655000000000000e-3	2.655000000000000e-3				
1.017000000000000e+2	2.668000000000000e-3	2.668000000000000e-3				
1.012000000000000e+2	2.681000000000000e-3	2.681000000000000e-3				
1.007000000000000e+2	2.694000000000000e-3	2.694000000000000e-3				
1.002000000000000e+2	2.707000000000000e-3	2.707000000000000e-3				
9.973000000000000e+1	2.720000000000000e-3	2.720000000000000e-3				
9.924000000000000e+1	2.733000000000000e-3	2.733000000000000e-3				
9.874000000000000e+1	2.747000000000000e-3	2.747000000000000e-3				
9.825000000000000e+1	2.760000000000000e-3	2.760000000000000e-3				
9.776000000000000e+1	2.773000000000000e-3	2.773000000000000e-3				
9.727000000000000e+1	2.787000000000000e-3	2.787000000000000e-3				
9.679000000000000e+1	2.800000000000000e-3	2.800000000000000e-3				
9.630000000000000e+1	2.814000000000000e-3	2.814000000000000e-3				
9.582000000000000e+1	2.827000000000000e-3	2.827000000000000e-3				
9.535000000000000e+1	2.841000000000000e-3	2.841000000000000e-3				
9.487000000000000e+1	2.855000000000000e-3	2.855000000000000e-3				
9.440000000000000e+1	2.868000000000000e-3	2.868000000000000e-3				
9.393000000000000e+1	2.882000000000000e-3	2.882000000000000e-3				
9.346000000000000e+1	2.896000000000000e-3	2.896000000000000e-3				
9.299000000000000e+1	2.910000000000000e-3	2.910000000000000e-3				
9.253000000000000e+1	2.924000000000000e-3	2.924000000000000e-3				
9.207000000000000e+1	2.938000000000000e-3	2.938000000000000e-3				
9.161000000000000e+1	2.953000000000000e-3	2.953000000000000e-3				
9.115000000000000e+1	2.967000000000000e-3	2.967000000000000e-3				
9.070000000000000e+1	2.981000000000000e-3	2.981000000000000e-3				
9.024000000000000e+1	2.996000000000000e-3	2.996000000000000e-3				
8.979000000000000e+1	3.010000000000000e-3	3.010000000000000e-3				
8.935000000000000e+1	3.025000000000000e-3	3.025000000000000e-3				
8.890000000000000e+1	3.039000000000000e-3	3.039000000000000e-3				
8.846000000000000e+1	3.054000000000000e-3	3.054000000000000e-3				
8.802000000000000e+1	3.069000000000000e-3	3.069000000000000e-3				
8.758000000000000e+1	3.083000000000000e-3	3.083000000000000e-3				
8.714000000000000e+1	3.098000000000000e-3	3.098000000000000e-3				
8.671000000000000e+1	3.113000000000000e-3	3.113000000000000e-3				
8.627000000000000e+1	3.117000000000000e-3	3.117000000000000e-3				
8.584000000000000e+1	3.106000000000000e-3	3.106000000000000e-3				
8.542000000000000e+1	3.095000000000000e-3	3.095000000000000e-3				
8.499000000000000e+1	3.084000000000000e-3	3.084000000000000e-3				
8.457000000000000e+1	3.073000000000000e-3	3.073000000000000e-3				
8.414000000000000e+1	3.063000000000000e-3	3.063000000000000e-3				
8.373000000000000e+1	3.052000000000000e-3	3.052000000000000e-3				
8.331000000000000e+1	3.041000000000000e-3	3.041000000000000e-3				
8.289000000000000e+1	3.030000000000000e-3	3.030000000000000e-3				
8.248000000000000e+1	3.020000000000000e-3	3.020000000000000e-3				
8.207000000000000e+1	3.009000000000000e-3	3.009000000000000e-3				
8.166000000000000e+1	2.998000000000000e-3	2.998000000000000e-3				
8.125000000000000e+1	2.988000000000000e-3	2.988000000000000e-3				
8.085000000000000e+1	2.977000000000000e-3	2.977000000000000e-3				
8.044000000000000e+1	2.967000000000000e-3	2.967000000000000e-3				
8.004000000000000e+1	2.956000000000000e-3	2.956000000000000e-3				
7.964000000000000e+1	2.946000000000000e-3	2.946000000000000e-3				
7.925000000000000e+1	2.936000000000000e-3	2.936000000000000e-3				
7.885000000000000e+1	2.925000000000000e-3	2.925000000000000e-3				
7.846000000000000e+1	2.915000000000000e-3	2.915000000000000e-3				
7.807000000000000e+1	2.905000000000000e-3	2.905000000000000e-3				
7.768000000000000e+1	2.894000000000000e-3	2.894000000000000e-3				
7.729000000000000e+1	2.884000000000000e-3	2.884000000000000e-3				
7.690000000000000e+1	2.874000000000000e-3	2.874000000000000e-3				
7.652000000000000e+1	2.864000000000000e-3	2.864000000000000e-3				
7.614000000000000e+1	2.854000000000000e-3	2.854000000000000e-3				
7.576000000000000e+1	2.844000000000000e-3	2.844000000000000e-3				
7.538000000000000e+1	2.834000000000000e-3	2.834000000000000e-3				
7.501000000000000e+1	2.824000000000000e-3	2.824000000000000e-3				
7.463000000000000e+1	2.814000000000000e-3	2.814000000000000e-3				
7.426000000000000e+1	2.804000000000000e-3	2.804000000000000e-3				
7.389000000000000e+1	2.794000000000000e-3	2.794000000000000e-3				
7.352000000000000e+1	2.784000000000000e-3	2.784000000000000e-3				
7.315000000000000e+1	2.774000000000000e-3	2.774000000000000e-3				
7.279000000000000e+1	2.765000000000000e-3	2.765000000000000e-3				
7.243000000000000e+1	2.755000000000000e-3	2.755000000000000e-3				
7.206000000000000e+1	2.745000000000000e-3	2.745000000000000e-3				
7.170999999999999e+1	2.736000000000000e-3	2.736000000000000e-3				
7.134999999999999e+1	2.726000000000000e-3	2.726000000000000e-3				
7.098999999999999e+1	2.716000000000000e-3	2.716000000000000e-3				
7.064000000000000e+1	2.707000000000000e-3	2.707000000000000e-3				
7.029000000000001e+1	2.697000000000000e-3	2.697000000000000e-3				
6.994000000000000e+1	2.688000000000000e-3	2.688000000000000e-3				
6.959000000000000e+1	2.678000000000000e-3	2.678000000000000e-3				
6.923999999999999e+1	2.669000000000000e-3	2.669000000000000e-3				
6.889000000000000e+1	2.659000000000000e-3	2.659000000000000e-3				
6.855000000000000e+1	2.650000000000000e-3	2.650000000000000e-3				
6.820999999999999e+1	2.641000000000000e-3	2.641000000000000e-3				
6.787000000000001e+1	2.631000000000000e-3	2.631000000000000e-3				
6.753000000000000e+1	2.622000000000000e-3	2.622000000000000e-3				
6.719000000000000e+1	2.613000000000000e-3	2.613000000000000e-3				
6.686000000000000e+1	2.604000000000000e-3	2.604000000000000e-3				
6.653000000000000e+1	2.595000000000000e-3	2.595000000000000e-3				
6.619000000000000e+1	2.585000000000000e-3	2.585000000000000e-3				
6.586000000000000e+1	2.576000000000000e-3	2.576000000000000e-3				
6.554000000000001e+1	2.567000000000000e-3	2.567000000000000e-3				
6.520999999999999e+1	2.558000000000000e-3	2.558000000000000e-3				
6.487999999999999e+1	2.549000000000000e-3	2.549000000000000e-3				
6.456000000000000e+1	2.540000000000000e-3	2.540000000000000e-3				
6.423999999999999e+1	2.531000000000000e-3	2.531000000000000e-3				
6.392000000000000e+1	2.522000000000000e-3	2.522000000000000e-3				
6.360000000000000e+1	2.513000000000000e-3	2.513000000000000e-3				
6.328000000000000e+1	2.505000000000000e-3	2.505000000000000e-3				
6.297000000000000e+1	2.496000000000000e-3	2.496000000000000e-3				
6.265000000000000e+1	2.487000000000000e-3	2.487000000000000e-3				
6.234000000000000e+1	2.478000000000000e-3	2.478000000000000e-3				
6.203000000000000e+1	2.469000000000000e-3	2.469000000000000e-3				
6.172000000000000e+1	2.461000000000000e-3	2.461000000000000e-3				
6.141000000000000e+1	2.452000000000000e-3	2.452000000000000e-3				
6.111000000000000e+1	2.443000000000000e-3	2.443000000000000e-3				
6.080000000000000e+1	2.435000000000000e-3	2.435000000000000e-3				
6.050000000000000e+1	2.426000000000000e-3	2.426000000000000e-3				
6.020000000000000e+1	2.418000000000000e-3	2.418000000000000e-3				
5.990000000000000e+1	2.409000000000000e-3	2.409000000000000e-3				
5.960000000000000e+1	2.401000000000000e-3	2.401000000000000e-3				
5.930000000000000e+1	2.392000000000000e-3	2.392000000000000e-3				
5.900000000000000e+1	2.384000000000000e-3	2.384000000000000e-3				
5.871000000000000e+1	2.375000000000000e-3	2.375000000000000e-3				
5.842000000000000e+1	2.361000000000000e-3	2.361000000000000e-3				
5.813000000000000e+1	2.325000000000000e-3	2.325000000000000e-3				
5.784000000000000e+1	2.287000000000000e-3	2.287000000000000e-3				
5.755000000000000e+1	2.250000000000000e-3	2.250000000000000e-3				
5.726000000000000e+1	2.213000000000000e-3	2.213000000000000e-3				
5.697000000000000e+1	2.177000000000000e-3	2.177000000000000e-3				
5.669000000000000e+1	2.142000000000000e-3	2.142000000000000e-3				
5.641000000000000e+1	2.107000000000000e-3	2.107000000000000e-3				
5.613000000000000e+1	2.072000000000000e-3	2.072000000000000e-3				
5.585000000000000e+1	2.039000000000000e-3	2.039000000000000e-3				
5.557000000000000e+1	2.005000000000000e-3	2.005000000000000e-3				
5.529000000000000e+1	1.973000000000000e-3	1.973000000000000e-3				
5.502000000000000e+1	1.941000000000000e-3	1.941000000000000e-3				
5.474000000000000e+1	1.909000000000000e-3	1.909000000000000e-3				
5.447000000000000e+1	1.878000000000000e-3	1.878000000000000e-3				
5.420000000000000e+1	1.848000000000000e-3	1.848000000000000e-3				
5.393000000000000e+1	1.817000000000000e-3	1.817000000000000e-3				
5.366000000000000e+1	1.788000000000000e-3	1.788000000000000e-3				
5.339000000000000e+1	1.759000000000000e-3	1.759000000000000e-3				
5.312000000000000e+1	1.730000000000000e-3	1.730000000000000e-3				
