#Cont nu	total qheat	no qheat	qheat & PAHs
5.990000000000000e+1	1.504000000000000e-25	8.344000000000000e-26	8.344000000000000e-26
5.960000000000000e+1	1.468000000000000e-25	8.048000000000000e-26	8.048000000000000e-26
5.930000000000000e+1	1.433000000000000e-25	7.760000000000000e-26	7.760000000000000e-26
5.900000000000000e+1	1.398000000000000e-25	7.479000000000000e-26	7.479000000000000e-26
5.871000000000000e+1	1.364000000000000e-25	7.206000000000000e-26	7.206000000000000e-26
5.842000000000000e+1	1.330000000000000e-25	6.940000000000000e-26	6.940000000000000e-26
5.813000000000000e+1	1.357000000000000e-25	7.281000000000002e-26	7.281000000000002e-26
5.784000000000000e+1	1.265000000000000e-25	6.430000000000001e-26	6.430000000000001e-26
5.755000000000000e+1	1.233000000000000e-25	6.188000000000000e-26	6.188000000000000e-26
5.726000000000000e+1	1.202000000000000e-25	5.954000000000000e-26	5.954000000000000e-26
5.697000000000000e+1	1.175000000000000e-25	5.751000000000001e-26	5.751000000000001e-26
5.669000000000000e+1	1.145000000000000e-25	5.529000000000000e-26	5.529000000000000e-26
5.641000000000000e+1	1.116000000000000e-25	5.314000000000001e-26	5.314000000000001e-26
5.613000000000000e+1	1.088000000000000e-25	5.106000000000000e-26	5.106000000000000e-26
5.585000000000000e+1	1.060000000000000e-25	4.903000000000000e-26	4.903000000000000e-26
5.557000000000000e+1	1.424000000000000e-25	8.627000000000000e-26	8.627000000000000e-26
5.529000000000000e+1	1.006000000000000e-25	4.517000000000000e-26	4.517000000000000e-26
5.502000000000000e+1	9.795000000000000e-26	4.334000000000000e-26	4.334000000000000e-26
5.474000000000000e+1	9.537000000000000e-26	4.156000000000000e-26	4.156000000000000e-26
5.447000000000000e+1	1.091000000000000e-25	5.604000000000000e-26	5.604000000000000e-26
5.420000000000000e+1	9.044000000000000e-26	3.819000000000000e-26	3.819000000000000e-26
5.393000000000000e+1	8.806000000000000e-26	3.659000000000000e-26	3.659000000000000e-26
5.366000000000000e+1	8.574000000000002e-26	3.505000000000000e-26	3.505000000000000e-26
5.339000000000000e+1	8.346000000000000e-26	3.356000000000000e-26	3.356000000000000e-26
5.312000000000000e+1	8.123000000000000e-26	3.212000000000000e-26	3.212000000000000e-26
5.286000000000000e+1	8.478000000000000e-26	3.646000000000000e-26	3.646000000000000e-26
5.260000000000000e+1	4.765000000000000e-25	4.290000000000000e-25	4.290000000000000e-25
5.233000000000000e+1	7.512000000000000e-26	2.839000000000000e-26	2.839000000000000e-26
5.207000000000000e+1	7.307000000000000e-26	2.714000000000000e-26	2.714000000000000e-26
5.181000000000000e+1	7.107000000000001e-26	2.592000000000000e-26	2.592000000000000e-26
5.155000000000000e+1	6.911000000000001e-26	2.476000000000000e-26	2.476000000000000e-26
5.130000000000000e+1	6.721000000000000e-26	2.364000000000000e-26	2.364000000000000e-26
5.104000000000000e+1	6.537000000000000e-26	2.257000000000000e-26	2.257000000000000e-26
5.079000000000000e+1	6.356000000000000e-26	2.154000000000000e-26	2.154000000000000e-26
5.053000000000000e+1	6.180000000000000e-26	2.054000000000000e-26	2.054000000000000e-26
5.028000000000000e+1	6.008000000000001e-26	1.959000000000000e-26	1.959000000000000e-26
5.003000000000000e+1	5.839000000000001e-26	1.867000000000000e-26	1.867000000000000e-26
4.978000000000000e+1	5.675000000000000e-26	1.779000000000000e-26	1.779000000000000e-26
4.953000000000000e+1	1.624000000000000e-25	1.242000000000000e-25	1.242000000000000e-25
4.929000000000000e+1	5.358000000000000e-26	1.613000000000000e-26	1.613000000000000e-26
4.904000000000000e+1	5.205000000000001e-26	1.534000000000000e-26	1.534000000000000e-26
4.880000000000000e+1	5.055000000000000e-26	1.460000000000000e-26	1.460000000000000e-26
4.855000000000000e+1	4.910000000000000e-26	1.388000000000000e-26	1.388000000000000e-26
4.831000000000000e+1	4.807000000000000e-26	1.357000000000000e-26	1.357000000000000e-26
4.807000000000000e+1	4.669000000000000e-26	1.290000000000000e-26	1.290000000000000e-26
4.783000000000000e+1	4.534000000000000e-26	1.227000000000000e-26	1.227000000000000e-26
4.759000000000000e+1	4.402000000000000e-26	1.165000000000000e-26	1.165000000000000e-26
4.735000000000000e+1	4.274000000000000e-26	1.107000000000000e-26	1.107000000000000e-26
4.712000000000000e+1	4.149000000000000e-26	1.051000000000000e-26	1.051000000000000e-26
4.688000000000000e+1	5.387000000000000e-26	2.357000000000000e-26	2.357000000000000e-26
4.665000000000000e+1	3.908000000000000e-26	9.460000000000000e-27	9.460000000000000e-27
4.642000000000000e+1	3.792000000000000e-26	8.971000000000000e-27	8.971000000000000e-27
4.618000000000000e+1	3.679000000000000e-26	8.504000000000000e-27	8.504000000000000e-27
4.595000000000000e+1	3.569000000000000e-26	8.059000000000000e-27	8.059000000000000e-27
4.573000000000000e+1	3.462000000000000e-26	7.636000000000000e-27	7.636000000000000e-27
4.550000000000000e+1	3.359000000000000e-26	7.233000000000000e-27	7.233000000000000e-27
4.527000000000000e+1	1.114000000000000e-25	8.569000000000002e-26	8.569000000000002e-26
4.504000000000000e+1	3.160000000000000e-26	6.482999999999999e-27	6.482999999999999e-27
4.482000000000000e+1	3.064000000000000e-26	6.134000000000000e-27	6.134000000000000e-27
4.460000000000000e+1	2.971000000000000e-26	5.802000000000000e-27	5.802000000000000e-27
4.437000000000000e+1	2.880000000000000e-26	5.486000000000000e-27	5.486000000000000e-27
4.415000000000000e+1	2.838000000000000e-26	5.647000000000000e-27	5.647000000000000e-27
4.393000000000000e+1	2.750000000000000e-26	5.346000000000000e-27	5.346000000000000e-27
4.371000000000000e+1	2.665000000000000e-26	5.058000000000000e-27	5.058000000000000e-27
4.350000000000000e+1	2.582000000000000e-26	4.784000000000000e-27	4.784000000000000e-27
4.328000000000000e+1	2.502000000000000e-26	4.525000000000000e-27	4.525000000000000e-27
4.306000000000000e+1	2.424000000000000e-26	4.278000000000000e-27	4.278000000000000e-27
4.285000000000000e+1	2.348000000000000e-26	4.045000000000000e-27	4.045000000000000e-27
4.263000000000000e+1	2.274000000000000e-26	3.823000000000000e-27	3.823000000000000e-27
4.242000000000000e+1	2.202000000000000e-26	3.612000000000000e-27	3.612000000000000e-27
4.221000000000000e+1	2.133000000000000e-26	3.413000000000000e-27	3.413000000000000e-27
4.200000000000000e+1	2.755000000000000e-26	1.012000000000000e-26	1.012000000000000e-26
4.179000000000000e+1	3.156000000000000e-26	1.461000000000000e-26	1.461000000000000e-26
4.158000000000000e+1	1.935000000000000e-26	2.875000000000000e-27	2.875000000000000e-27
4.137000000000000e+1	1.872000000000000e-26	2.714000000000000e-27	2.714000000000000e-27
4.117000000000000e+1	1.812000000000000e-26	2.562000000000000e-27	2.562000000000000e-27
4.096000000000000e+1	1.753000000000000e-26	2.419000000000000e-27	2.419000000000000e-27
4.076000000000000e+1	1.697000000000000e-26	2.283000000000000e-27	2.283000000000000e-27
4.056000000000000e+1	1.641000000000000e-26	2.156000000000000e-27	2.156000000000000e-27
4.035000000000000e+1	1.588000000000000e-26	2.035000000000000e-27	2.035000000000000e-27
4.015000000000000e+1	1.593000000000000e-26	2.495000000000000e-27	2.495000000000000e-27
3.995000000000000e+1	1.540000000000000e-26	2.363000000000000e-27	2.363000000000000e-27
3.975000000000000e+1	1.489000000000000e-26	2.239000000000000e-27	2.239000000000000e-27
3.955000000000000e+1	1.439000000000000e-26	2.121000000000000e-27	2.121000000000000e-27
3.936000000000000e+1	1.391000000000000e-26	2.010000000000000e-27	2.010000000000000e-27
3.916000000000000e+1	3.359000000000000e-26	2.205000000000000e-26	2.205000000000000e-26
3.897000000000000e+1	5.767000000000000e-25	5.655000000000000e-25	5.655000000000000e-25
3.877000000000000e+1	1.898000000000000e-25	1.789000000000000e-25	1.789000000000000e-25
3.858000000000000e+1	1.211000000000000e-26	1.622000000000000e-27	1.622000000000000e-27
3.839000000000000e+1	2.164000000000000e-26	1.148000000000000e-26	1.148000000000000e-26
3.819000000000000e+1	1.130000000000000e-26	1.460000000000000e-27	1.460000000000000e-27
3.800000000000000e+1	1.091000000000000e-26	1.385000000000000e-27	1.385000000000000e-27
3.781000000000000e+1	1.054000000000000e-26	1.315000000000000e-27	1.315000000000000e-27
3.763000000000000e+1	1.017000000000000e-26	1.249000000000000e-27	1.249000000000000e-27
3.744000000000000e+1	9.817000000000000e-27	1.187000000000000e-27	1.187000000000000e-27
3.725000000000000e+1	9.475000000000000e-27	1.128000000000000e-27	1.128000000000000e-27
3.707000000000000e+1	4.714000000000000e-26	3.907000000000000e-26	3.907000000000000e-26
3.688000000000000e+1	8.821000000000000e-27	1.021000000000000e-27	1.021000000000000e-27
3.670000000000000e+1	8.509000000000002e-27	9.720000000000000e-28	9.720000000000000e-28
3.651000000000000e+1	8.647000000000002e-26	7.919000000000000e-26	7.919000000000000e-26
3.633000000000000e+1	8.632000000000000e-27	1.597000000000000e-27	1.597000000000000e-27
3.615000000000000e+1	8.318000000000000e-27	1.523000000000000e-27	1.523000000000000e-27
3.597000000000000e+1	8.014000000000000e-27	1.454000000000000e-27	1.454000000000000e-27
3.579000000000000e+1	7.721000000000000e-27	1.388000000000000e-27	1.388000000000000e-27
3.561000000000000e+1	1.627000000000000e-26	1.016000000000000e-26	1.016000000000000e-26
3.544000000000000e+1	7.162000000000000e-27	1.266000000000000e-27	1.266000000000000e-27
3.526000000000000e+1	6.896999999999999e-27	1.210000000000000e-27	1.210000000000000e-27
3.508000000000000e+1	2.348000000000000e-26	1.800000000000000e-26	1.800000000000000e-26
3.491000000000000e+1	6.394000000000000e-27	1.107000000000000e-27	1.107000000000000e-27
3.473000000000000e+1	9.896000000000000e-27	4.802000000000000e-27	4.802000000000000e-27
3.456000000000000e+1	5.924000000000000e-27	1.016000000000000e-27	1.016000000000000e-27
3.439000000000000e+1	5.703000000000000e-27	9.736000000000002e-28	9.736000000000002e-28
3.422000000000000e+1	5.489000000000000e-27	9.339000000000000e-28	9.339000000000000e-28
3.405000000000000e+1	5.283000000000000e-27	8.965000000000002e-28	8.965000000000002e-28
3.388000000000000e+1	5.083000000000000e-27	8.613000000000000e-28	8.613000000000000e-28
3.371000000000000e+1	1.328000000000000e-26	9.212000000000000e-27	9.212000000000000e-27
3.354000000000000e+1	4.706000000000001e-27	7.968000000000000e-28	7.968000000000000e-28
3.337000000000000e+1	4.528000000000000e-27	7.674000000000000e-28	7.674000000000000e-28
3.321000000000000e+1	4.356000000000000e-27	7.398000000000002e-28	7.398000000000002e-28
3.304000000000000e+1	4.190000000000000e-27	7.139000000000001e-28	7.139000000000001e-28
3.288000000000000e+1	4.972000000000000e-27	1.632000000000000e-27	1.632000000000000e-27
3.271000000000000e+1	4.770000000000000e-27	1.560000000000000e-27	1.560000000000000e-27
3.255000000000000e+1	4.576000000000000e-27	1.493000000000000e-27	1.493000000000000e-27
3.239000000000000e+1	4.390000000000000e-27	1.428000000000000e-27	1.428000000000000e-27
3.222000000000000e+1	4.931000000000001e-26	4.647000000000000e-26	4.647000000000000e-26
3.206000000000000e+1	4.040000000000000e-27	1.310000000000000e-27	1.310000000000000e-27
3.190000000000000e+1	3.875000000000000e-27	1.255000000000000e-27	1.255000000000000e-27
3.174000000000000e+1	3.717000000000000e-27	1.204000000000000e-27	1.204000000000000e-27
3.159000000000000e+1	3.566000000000000e-27	1.155000000000000e-27	1.155000000000000e-27
3.143000000000000e+1	3.420000000000000e-27	1.109000000000000e-27	1.109000000000000e-27
3.127000000000000e+1	3.281000000000000e-27	1.066000000000000e-27	1.066000000000000e-27
3.112000000000000e+1	3.148000000000000e-27	1.025000000000000e-27	1.025000000000000e-27
3.096000000000000e+1	3.020000000000000e-27	9.863000000000000e-28	9.863000000000000e-28
3.081000000000000e+1	2.898000000000000e-27	9.500000000000002e-28	9.500000000000002e-28
3.065000000000000e+1	2.781000000000000e-27	9.159000000000000e-28	9.159000000000000e-28
3.050000000000000e+1	2.670000000000000e-27	8.838000000000000e-28	8.838000000000000e-28
3.035000000000000e+1	2.563000000000000e-27	8.537000000000000e-28	8.537000000000000e-28
3.020000000000000e+1	2.461000000000000e-27	8.255000000000000e-28	8.255000000000000e-28
3.005000000000000e+1	7.573000000000000e-26	7.416000000000000e-26	7.416000000000000e-26
2.990000000000000e+1	2.559000000000000e-25	2.544000000000000e-25	2.544000000000000e-25
2.975000000000000e+1	2.181000000000000e-27	7.511000000000002e-28	7.511000000000002e-28
2.960000000000000e+1	3.346000000000000e-27	1.980000000000000e-27	1.980000000000000e-27
2.945000000000000e+1	3.218000000000000e-27	1.913000000000000e-27	1.913000000000000e-27
2.930000000000000e+1	3.071000000000000e-27	1.824000000000000e-27	1.824000000000000e-27
2.916000000000000e+1	2.931000000000000e-27	1.740000000000000e-27	1.740000000000000e-27
2.901000000000000e+1	2.817000000000000e-26	2.703000000000000e-26	2.703000000000000e-26
2.887000000000000e+1	1.364000000000000e-25	1.353000000000000e-25	1.353000000000000e-25
2.872000000000000e+1	2.553000000000000e-27	1.518000000000000e-27	1.518000000000000e-27
2.858000000000000e+1	2.439000000000000e-27	1.452000000000000e-27	1.452000000000000e-27
2.844000000000000e+1	1.319000000000000e-26	1.224000000000000e-26	1.224000000000000e-26
2.830000000000000e+1	2.230000000000000e-27	1.333000000000000e-27	1.333000000000000e-27
2.816000000000000e+1	2.133000000000000e-27	1.278000000000000e-27	1.278000000000000e-27
2.802000000000000e+1	2.042000000000000e-27	1.227000000000000e-27	1.227000000000000e-27
2.788000000000000e+1	1.955000000000000e-27	1.180000000000000e-27	1.180000000000000e-27
2.774000000000000e+1	1.024000000000000e-24	1.023000000000000e-24	1.023000000000000e-24
2.760000000000000e+1	1.796000000000000e-27	1.094000000000000e-27	1.094000000000000e-27
2.746000000000000e+1	1.724000000000000e-27	1.055000000000000e-27	1.055000000000000e-27
2.732000000000000e+1	1.655000000000000e-27	1.019000000000000e-27	1.019000000000000e-27
2.719000000000000e+1	1.590000000000000e-27	9.850000000000002e-28	9.850000000000002e-28
2.705000000000000e+1	1.189000000000000e-26	1.131000000000000e-26	1.131000000000000e-26
2.692000000000000e+1	1.472000000000000e-27	9.247000000000002e-28	9.247000000000002e-28
2.678000000000000e+1	1.417000000000000e-27	8.978000000000000e-28	8.978000000000000e-28
2.665000000000000e+1	2.256000000000000e-26	2.207000000000000e-26	2.207000000000000e-26
2.652000000000000e+1	1.319000000000000e-27	8.502000000000002e-28	8.502000000000002e-28
2.638000000000000e+1	2.941000000000000e-27	2.496000000000000e-27	2.496000000000000e-27
2.625000000000000e+1	2.807000000000000e-27	2.385000000000000e-27	2.385000000000000e-27
2.612000000000000e+1	5.159000000000000e-26	5.119000000000000e-26	5.119000000000000e-26
2.599000000000000e+1	2.578000000000000e-27	2.198000000000000e-27	2.198000000000000e-27
2.586000000000000e+1	2.406000000000000e-27	2.046000000000000e-27	2.046000000000000e-27
2.573000000000000e+1	2.289000000000000e-27	1.947000000000000e-27	1.947000000000000e-27
2.560000000000000e+1	2.179000000000000e-27	1.855000000000000e-27	1.855000000000000e-27
2.548000000000000e+1	2.076000000000000e-27	1.770000000000000e-27	1.770000000000000e-27
2.535000000000000e+1	1.980000000000000e-27	1.690000000000000e-27	1.690000000000000e-27
2.522000000000000e+1	1.891000000000000e-27	1.615000000000000e-27	1.615000000000000e-27
2.510000000000000e+1	1.807000000000000e-27	1.546000000000000e-27	1.546000000000000e-27
2.497000000000000e+1	1.963000000000000e-26	1.938000000000000e-26	1.938000000000000e-26
2.485000000000000e+1	1.656000000000000e-27	1.423000000000000e-27	1.423000000000000e-27
2.472000000000000e+1	1.589000000000000e-27	1.368000000000000e-27	1.368000000000000e-27
2.460000000000000e+1	1.526000000000000e-27	1.318000000000000e-27	1.318000000000000e-27
2.448000000000000e+1	1.468000000000000e-27	1.271000000000000e-27	1.271000000000000e-27
2.436000000000000e+1	1.414000000000000e-27	1.228000000000000e-27	1.228000000000000e-27
2.423000000000000e+1	1.364000000000000e-27	1.188000000000000e-27	1.188000000000000e-27
2.411000000000000e+1	1.318000000000000e-27	1.152000000000000e-27	1.152000000000000e-27
2.399000000000000e+1	1.276000000000000e-27	1.119000000000000e-27	1.119000000000000e-27
2.387000000000000e+1	1.040000000000000e-25	1.038000000000000e-25	1.038000000000000e-25
2.375000000000000e+1	1.201000000000000e-27	1.061000000000000e-27	1.061000000000000e-27
2.364000000000000e+1	5.611000000000000e-26	5.598000000000001e-26	5.598000000000001e-26
2.352000000000000e+1	1.138000000000000e-27	1.013000000000000e-27	1.013000000000000e-27
2.340000000000000e+1	1.110000000000000e-27	9.931000000000000e-28	9.931000000000000e-28
2.328000000000000e+1	3.239000000000000e-27	3.129000000000000e-27	3.129000000000000e-27
2.317000000000000e+1	3.057000000000000e-27	2.953000000000000e-27	2.953000000000000e-27
2.305000000000000e+1	2.888000000000000e-27	2.790000000000000e-27	2.790000000000000e-27
2.294000000000000e+1	2.732000000000000e-27	2.639000000000000e-27	2.639000000000000e-27
2.282000000000000e+1	2.587000000000000e-27	2.500000000000000e-27	2.500000000000000e-27
2.271000000000000e+1	2.454000000000000e-27	2.372000000000000e-27	2.372000000000000e-27
2.260000000000000e+1	1.596000000000000e-26	1.588000000000000e-26	1.588000000000000e-26
2.248000000000000e+1	2.217000000000000e-27	2.144000000000000e-27	2.144000000000000e-27
2.237000000000000e+1	6.497000000000000e-25	6.497000000000000e-25	6.497000000000000e-25
2.226000000000000e+1	2.016000000000000e-27	1.951000000000000e-27	1.951000000000000e-27
2.215000000000000e+1	1.927000000000000e-27	1.867000000000000e-27	1.867000000000000e-27
2.204000000000000e+1	1.846000000000000e-27	1.789000000000000e-27	1.789000000000000e-27
