#Cont nu	total qheat	no qheat	qheat & PAHs
2.922000000000000e+2	3.262000000000000e-25	3.458000000000000e-25	3.458000000000000e-25
2.907000000000000e+2	3.308000000000000e-25	3.508000000000000e-25	3.508000000000000e-25
2.893000000000000e+2	3.355000000000000e-25	3.558000000000000e-25	3.558000000000000e-25
2.878000000000000e+2	3.482000000000000e-25	3.688000000000000e-25	3.688000000000000e-25
2.864000000000000e+2	3.449000000000000e-25	3.658000000000000e-25	3.658000000000000e-25
2.849000000000000e+2	3.496000000000000e-25	3.709000000000000e-25	3.709000000000000e-25
2.835000000000000e+2	3.544000000000000e-25	3.760000000000000e-25	3.760000000000000e-25
2.821000000000000e+2	3.594000000000000e-25	3.814000000000000e-25	3.814000000000000e-25
2.807000000000000e+2	3.644000000000000e-25	3.868000000000000e-25	3.868000000000000e-25
2.793000000000000e+2	3.695000000000000e-25	3.922000000000000e-25	3.922000000000000e-25
2.779000000000000e+2	3.746000000000000e-25	3.976000000000000e-25	3.976000000000000e-25
2.765000000000000e+2	3.821000000000000e-25	4.055000000000000e-25	4.055000000000000e-25
2.751000000000000e+2	3.848000000000000e-25	4.085000000000000e-25	4.085000000000000e-25
2.738000000000000e+2	3.899000000000000e-25	4.140000000000000e-25	4.140000000000000e-25
2.724000000000000e+2	3.951000000000000e-25	4.196000000000000e-25	4.196000000000000e-25
2.711000000000000e+2	4.003000000000000e-25	4.251000000000000e-25	4.251000000000000e-25
2.697000000000000e+2	4.055000000000000e-25	4.307000000000000e-25	4.307000000000000e-25
2.684000000000000e+2	4.107000000000000e-25	4.363000000000000e-25	4.363000000000000e-25
2.670000000000000e+2	4.162000000000000e-25	4.422000000000000e-25	4.422000000000000e-25
2.657000000000000e+2	4.217000000000000e-25	4.481000000000000e-25	4.481000000000000e-25
2.644000000000000e+2	4.272000000000000e-25	4.540000000000000e-25	4.540000000000000e-25
2.630000000000000e+2	4.328000000000000e-25	4.599000000000000e-25	4.599000000000000e-25
2.617000000000000e+2	4.383000000000001e-25	4.659000000000000e-25	4.659000000000000e-25
2.604000000000000e+2	4.439000000000000e-25	4.719000000000001e-25	4.719000000000001e-25
2.591000000000000e+2	4.495000000000000e-25	4.779000000000000e-25	4.779000000000000e-25
2.578000000000000e+2	4.551000000000000e-25	4.839000000000000e-25	4.839000000000000e-25
2.566000000000000e+2	4.608000000000000e-25	4.900000000000000e-25	4.900000000000000e-25
2.553000000000000e+2	4.664000000000000e-25	4.960000000000000e-25	4.960000000000000e-25
2.540000000000000e+2	4.721000000000001e-25	5.020999999999999e-25	5.020999999999999e-25
2.527000000000000e+2	4.779000000000000e-25	5.083000000000000e-25	5.083000000000000e-25
2.515000000000000e+2	4.838000000000000e-25	5.147000000000000e-25	5.147000000000000e-25
2.502000000000000e+2	4.898000000000000e-25	5.211000000000000e-25	5.211000000000000e-25
2.490000000000000e+2	4.958000000000000e-25	5.275000000000000e-25	5.275000000000000e-25
2.477000000000000e+2	5.017999999999999e-25	5.339000000000000e-25	5.339000000000000e-25
2.465000000000000e+2	5.078000000000000e-25	5.404000000000000e-25	5.404000000000000e-25
2.453000000000000e+2	5.138000000000000e-25	5.468000000000000e-25	5.468000000000000e-25
2.440000000000000e+2	5.314000000000000e-25	5.649000000000000e-25	5.649000000000000e-25
2.428000000000000e+2	5.258000000000000e-25	5.597000000000000e-25	5.597000000000000e-25
2.416000000000000e+2	5.346999999999999e-25	5.691000000000001e-25	5.691000000000001e-25
2.404000000000000e+2	5.378000000000001e-25	5.726000000000000e-25	5.726000000000000e-25
2.392000000000000e+2	5.439000000000000e-25	5.791000000000000e-25	5.791000000000000e-25
2.380000000000000e+2	5.502000000000000e-25	5.859000000000000e-25	5.859000000000000e-25
2.368000000000000e+2	5.565000000000000e-25	5.927000000000000e-25	5.927000000000000e-25
2.356000000000000e+2	5.629000000000000e-25	5.994999999999999e-25	5.994999999999999e-25
2.345000000000000e+2	5.692000000000001e-25	6.063000000000000e-25	6.063000000000000e-25
2.333000000000000e+2	5.755000000000000e-25	6.131000000000000e-25	6.131000000000000e-25
2.321000000000000e+2	5.818000000000000e-25	6.198000000000000e-25	6.198000000000000e-25
2.310000000000000e+2	5.881000000000000e-25	6.266000000000000e-25	6.266000000000000e-25
2.298000000000000e+2	5.944000000000000e-25	6.334000000000001e-25	6.334000000000001e-25
2.287000000000000e+2	6.007000000000001e-25	6.401000000000000e-25	6.401000000000000e-25
2.275000000000000e+2	6.070000000000000e-25	6.468000000000000e-25	6.468000000000000e-25
2.264000000000000e+2	6.132000000000000e-25	6.536000000000000e-25	6.536000000000000e-25
2.253000000000000e+2	6.197000000000000e-25	6.605000000000000e-25	6.605000000000000e-25
2.242000000000000e+2	6.263000000000000e-25	6.676000000000001e-25	6.676000000000001e-25
2.230000000000000e+2	6.329000000000001e-25	6.747000000000000e-25	6.747000000000000e-25
2.219000000000000e+2	6.395000000000000e-25	6.817000000000000e-25	6.817000000000000e-25
2.208000000000000e+2	6.460000000000000e-25	6.887000000000000e-25	6.887000000000000e-25
2.197000000000000e+2	6.525000000000000e-25	6.957000000000000e-25	6.957000000000000e-25
2.186000000000000e+2	6.590000000000000e-25	7.027000000000000e-25	7.027000000000000e-25
2.175000000000000e+2	6.655000000000001e-25	7.096000000000000e-25	7.096000000000000e-25
2.164000000000000e+2	6.720000000000000e-25	7.165000000000000e-25	7.165000000000000e-25
2.154000000000000e+2	6.784000000000000e-25	7.234000000000000e-25	7.234000000000000e-25
2.143000000000000e+2	6.847000000000000e-25	7.303000000000000e-25	7.303000000000000e-25
2.132000000000000e+2	6.912000000000000e-25	7.372000000000000e-25	7.372000000000000e-25
2.122000000000000e+2	6.980000000000001e-25	7.444000000000000e-25	7.444000000000000e-25
2.111000000000000e+2	7.046000000000000e-25	7.516000000000000e-25	7.516000000000000e-25
2.101000000000000e+2	7.151000000000000e-25	7.625000000000000e-25	7.625000000000000e-25
2.090000000000000e+2	7.179000000000000e-25	7.658000000000000e-25	7.658000000000000e-25
2.080000000000000e+2	7.245000000000000e-25	7.728000000000000e-25	7.728000000000000e-25
2.069000000000000e+2	7.310000000000000e-25	7.798000000000000e-25	7.798000000000000e-25
2.059000000000000e+2	7.375000000000000e-25	7.867000000000000e-25	7.867000000000000e-25
2.049000000000000e+2	7.612000000000000e-25	8.110000000000000e-25	8.110000000000000e-25
2.038000000000000e+2	7.503000000000000e-25	8.005000000000000e-25	8.005000000000000e-25
2.028000000000000e+2	7.566000000000000e-25	8.072000000000000e-25	8.072000000000000e-25
2.018000000000000e+2	7.629000000000000e-25	8.139000000000000e-25	8.139000000000000e-25
2.008000000000000e+2	7.696000000000000e-25	8.211000000000000e-25	8.211000000000000e-25
1.998000000000000e+2	7.762000000000000e-25	8.281000000000000e-25	8.281000000000000e-25
1.988000000000000e+2	7.828000000000000e-25	8.352000000000000e-25	8.352000000000000e-25
1.978000000000000e+2	7.893000000000000e-25	8.420999999999998e-25	8.420999999999998e-25
1.968000000000000e+2	7.957000000000000e-25	8.490000000000000e-25	8.490000000000000e-25
1.959000000000000e+2	8.021000000000000e-25	8.558000000000000e-25	8.558000000000000e-25
1.949000000000000e+2	8.084000000000000e-25	8.625000000000000e-25	8.625000000000000e-25
1.939000000000000e+2	8.147000000000000e-25	8.692000000000000e-25	8.692000000000000e-25
1.929000000000000e+2	8.208000000000000e-25	8.757000000000000e-25	8.757000000000000e-25
1.920000000000000e+2	8.269000000000000e-25	8.822000000000000e-25	8.822000000000000e-25
1.910000000000000e+2	8.329000000000000e-25	8.886000000000000e-25	8.886000000000000e-25
1.901000000000000e+2	8.392000000000000e-25	8.953000000000000e-25	8.953000000000000e-25
1.891000000000000e+2	8.455000000000002e-25	9.020000000000000e-25	9.020000000000000e-25
1.882000000000000e+2	8.518000000000000e-25	9.087000000000002e-25	9.087000000000002e-25
1.872000000000000e+2	8.580000000000000e-25	9.153000000000000e-25	9.153000000000000e-25
1.863000000000000e+2	8.641000000000000e-25	9.218000000000000e-25	9.218000000000000e-25
1.854000000000000e+2	8.702000000000000e-25	9.282000000000000e-25	9.282000000000000e-25
1.845000000000000e+2	8.761000000000000e-25	9.345000000000000e-25	9.345000000000000e-25
1.835000000000000e+2	8.819000000000000e-25	9.405999999999998e-25	9.405999999999998e-25
1.826000000000000e+2	8.877000000000000e-25	9.467000000000000e-25	9.467000000000000e-25
1.817000000000000e+2	8.985000000000000e-25	9.579000000000000e-25	9.579000000000000e-25
1.808000000000000e+2	8.989000000000000e-25	9.585000000000000e-25	9.585000000000000e-25
1.799000000000000e+2	9.044000000000000e-25	9.644000000000000e-25	9.644000000000000e-25
1.790000000000000e+2	9.103000000000002e-25	9.706000000000000e-25	9.706000000000000e-25
1.781000000000000e+2	9.161000000000000e-25	9.767000000000002e-25	9.767000000000002e-25
1.772000000000000e+2	9.218000000000000e-25	9.827000000000000e-25	9.827000000000000e-25
1.763000000000000e+2	9.274000000000000e-25	9.885000000000000e-25	9.885000000000000e-25
1.755000000000000e+2	9.328000000000000e-25	9.942000000000000e-25	9.942000000000000e-25
1.746000000000000e+2	9.381000000000000e-25	9.998000000000000e-25	9.998000000000000e-25
1.737000000000000e+2	9.434000000000002e-25	1.005000000000000e-24	1.005000000000000e-24
1.728000000000000e+2	9.485000000000000e-25	1.011000000000000e-24	1.011000000000000e-24
1.720000000000000e+2	9.563000000000000e-25	1.019000000000000e-24	1.019000000000000e-24
1.711000000000000e+2	9.583000000000000e-25	1.021000000000000e-24	1.021000000000000e-24
1.703000000000000e+2	9.630000000000000e-25	1.026000000000000e-24	1.026000000000000e-24
1.694000000000000e+2	9.948000000000000e-25	1.058000000000000e-24	1.058000000000000e-24
1.686000000000000e+2	9.731000000000002e-25	1.036000000000000e-24	1.036000000000000e-24
1.677000000000000e+2	9.781000000000002e-25	1.041000000000000e-24	1.041000000000000e-24
1.669000000000000e+2	9.829000000000000e-25	1.046000000000000e-24	1.046000000000000e-24
1.661000000000000e+2	9.875000000000000e-25	1.051000000000000e-24	1.051000000000000e-24
1.652000000000000e+2	9.920000000000000e-25	1.056000000000000e-24	1.056000000000000e-24
1.644000000000000e+2	9.964000000000000e-25	1.060000000000000e-24	1.060000000000000e-24
1.636000000000000e+2	1.001000000000000e-24	1.064000000000000e-24	1.064000000000000e-24
1.628000000000000e+2	1.005000000000000e-24	1.069000000000000e-24	1.069000000000000e-24
1.620000000000000e+2	1.009000000000000e-24	1.073000000000000e-24	1.073000000000000e-24
1.612000000000000e+2	1.012000000000000e-24	1.076000000000000e-24	1.076000000000000e-24
1.604000000000000e+2	1.016000000000000e-24	1.080000000000000e-24	1.080000000000000e-24
1.596000000000000e+2	1.020000000000000e-24	1.084000000000000e-24	1.084000000000000e-24
1.588000000000000e+2	1.024000000000000e-24	1.088000000000000e-24	1.088000000000000e-24
1.580000000000000e+2	5.064000000000001e-24	5.128000000000000e-24	5.128000000000000e-24
1.572000000000000e+2	1.032000000000000e-24	1.096000000000000e-24	1.096000000000000e-24
1.564000000000000e+2	1.035000000000000e-24	1.099000000000000e-24	1.099000000000000e-24
1.556000000000000e+2	1.046000000000000e-24	1.110000000000000e-24	1.110000000000000e-24
1.548000000000000e+2	1.042000000000000e-24	1.105000000000000e-24	1.105000000000000e-24
1.541000000000000e+2	1.045000000000000e-24	1.108000000000000e-24	1.108000000000000e-24
1.533000000000000e+2	1.047000000000000e-24	1.111000000000000e-24	1.111000000000000e-24
1.525000000000000e+2	1.050000000000000e-24	1.113000000000000e-24	1.113000000000000e-24
1.518000000000000e+2	1.053000000000000e-24	1.116000000000000e-24	1.116000000000000e-24
1.510000000000000e+2	1.055000000000000e-24	1.118000000000000e-24	1.118000000000000e-24
1.503000000000000e+2	1.058000000000000e-24	1.121000000000000e-24	1.121000000000000e-24
1.495000000000000e+2	1.064000000000000e-24	1.127000000000000e-24	1.127000000000000e-24
1.488000000000000e+2	1.063000000000000e-24	1.126000000000000e-24	1.126000000000000e-24
1.480000000000000e+2	1.065000000000000e-24	1.127000000000000e-24	1.127000000000000e-24
1.473000000000000e+2	1.067000000000000e-24	1.129000000000000e-24	1.129000000000000e-24
1.466000000000000e+2	1.069000000000000e-24	1.131000000000000e-24	1.131000000000000e-24
1.458000000000000e+2	1.071000000000000e-24	1.132000000000000e-24	1.132000000000000e-24
1.451000000000000e+2	1.072000000000000e-24	1.133000000000000e-24	1.133000000000000e-24
1.444000000000000e+2	1.074000000000000e-24	1.134000000000000e-24	1.134000000000000e-24
1.437000000000000e+2	1.075000000000000e-24	1.135000000000000e-24	1.135000000000000e-24
1.429000000000000e+2	1.076000000000000e-24	1.136000000000000e-24	1.136000000000000e-24
1.422000000000000e+2	1.078000000000000e-24	1.137000000000000e-24	1.137000000000000e-24
1.415000000000000e+2	1.079000000000000e-24	1.138000000000000e-24	1.138000000000000e-24
1.408000000000000e+2	1.080000000000000e-24	1.138000000000000e-24	1.138000000000000e-24
1.401000000000000e+2	1.081000000000000e-24	1.139000000000000e-24	1.139000000000000e-24
1.394000000000000e+2	1.081000000000000e-24	1.139000000000000e-24	1.139000000000000e-24
1.387000000000000e+2	1.124000000000000e-24	1.181000000000000e-24	1.181000000000000e-24
1.380000000000000e+2	1.082000000000000e-24	1.138000000000000e-24	1.138000000000000e-24
1.373000000000000e+2	1.082000000000000e-24	1.138000000000000e-24	1.138000000000000e-24
1.367000000000000e+2	1.082000000000000e-24	1.137000000000000e-24	1.137000000000000e-24
1.360000000000000e+2	1.082000000000000e-24	1.136000000000000e-24	1.136000000000000e-24
1.353000000000000e+2	1.081000000000000e-24	1.135000000000000e-24	1.135000000000000e-24
1.346000000000000e+2	1.081000000000000e-24	1.135000000000000e-24	1.135000000000000e-24
1.339000000000000e+2	1.081000000000000e-24	1.134000000000000e-24	1.134000000000000e-24
1.333000000000000e+2	1.081000000000000e-24	1.133000000000000e-24	1.133000000000000e-24
1.326000000000000e+2	1.080000000000000e-24	1.131000000000000e-24	1.131000000000000e-24
1.320000000000000e+2	1.090000000000000e-24	1.140000000000000e-24	1.140000000000000e-24
1.313000000000000e+2	1.078000000000000e-24	1.128000000000000e-24	1.128000000000000e-24
1.306000000000000e+2	1.077000000000000e-24	1.126000000000000e-24	1.126000000000000e-24
1.300000000000000e+2	1.075000000000000e-24	1.124000000000000e-24	1.124000000000000e-24
1.293000000000000e+2	1.078000000000000e-24	1.126000000000000e-24	1.126000000000000e-24
1.287000000000000e+2	1.072000000000000e-24	1.118000000000000e-24	1.118000000000000e-24
1.281000000000000e+2	1.070000000000000e-24	1.116000000000000e-24	1.116000000000000e-24
1.274000000000000e+2	1.068000000000000e-24	1.113000000000000e-24	1.113000000000000e-24
1.268000000000000e+2	1.067000000000000e-24	1.110000000000000e-24	1.110000000000000e-24
1.261000000000000e+2	1.065000000000000e-24	1.108000000000000e-24	1.108000000000000e-24
1.255000000000000e+2	1.063000000000000e-24	1.105000000000000e-24	1.105000000000000e-24
1.249000000000000e+2	1.060000000000000e-24	1.101000000000000e-24	1.101000000000000e-24
1.243000000000000e+2	1.058000000000000e-24	1.098000000000000e-24	1.098000000000000e-24
1.237000000000000e+2	1.055000000000000e-24	1.094000000000000e-24	1.094000000000000e-24
1.230000000000000e+2	1.052000000000000e-24	1.090000000000000e-24	1.090000000000000e-24
1.224000000000000e+2	1.049000000000000e-24	1.086000000000000e-24	1.086000000000000e-24
1.218000000000000e+2	1.046000000000000e-24	1.081000000000000e-24	1.081000000000000e-24
1.212000000000000e+2	1.042000000000000e-24	1.077000000000000e-24	1.077000000000000e-24
1.206000000000000e+2	1.039000000000000e-24	1.072000000000000e-24	1.072000000000000e-24
1.200000000000000e+2	1.035000000000000e-24	1.068000000000000e-24	1.068000000000000e-24
1.194000000000000e+2	1.035000000000000e-24	1.067000000000000e-24	1.067000000000000e-24
1.188000000000000e+2	1.028000000000000e-24	1.059000000000000e-24	1.059000000000000e-24
1.182000000000000e+2	1.025000000000000e-24	1.054000000000000e-24	1.054000000000000e-24
1.176000000000000e+2	1.021000000000000e-24	1.049000000000000e-24	1.049000000000000e-24
1.170000000000000e+2	1.017000000000000e-24	1.043000000000000e-24	1.043000000000000e-24
1.165000000000000e+2	1.012000000000000e-24	1.038000000000000e-24	1.038000000000000e-24
1.159000000000000e+2	1.008000000000000e-24	1.032000000000000e-24	1.032000000000000e-24
1.153000000000000e+2	1.003000000000000e-24	1.026000000000000e-24	1.026000000000000e-24
1.147000000000000e+2	9.981000000000000e-25	1.020000000000000e-24	1.020000000000000e-24
1.141000000000000e+2	9.932000000000000e-25	1.014000000000000e-24	1.014000000000000e-24
1.136000000000000e+2	9.886000000000000e-25	1.008000000000000e-24	1.008000000000000e-24
1.130000000000000e+2	9.838000000000000e-25	1.002000000000000e-24	1.002000000000000e-24
1.124000000000000e+2	9.789000000000002e-25	9.956000000000000e-25	9.956000000000000e-25
1.119000000000000e+2	1.044000000000000e-24	1.060000000000000e-24	1.060000000000000e-24
1.113000000000000e+2	9.903000000000000e-25	1.004000000000000e-24	1.004000000000000e-24
1.108000000000000e+2	9.631000000000000e-25	9.758000000000000e-25	9.758000000000000e-25
1.102000000000000e+2	9.575000000000000e-25	9.688000000000000e-25	9.688000000000000e-25
1.097000000000000e+2	9.517000000000000e-25	9.617000000000000e-25	9.617000000000000e-25
1.091000000000000e+2	9.458000000000002e-25	9.544000000000000e-25	9.544000000000000e-25
1.086000000000000e+2	9.397000000000000e-25	9.469000000000000e-25	9.469000000000000e-25
1.080000000000000e+2	9.335000000000000e-25	9.393000000000000e-25	9.393000000000000e-25
1.075000000000000e+2	9.276000000000000e-25	9.321000000000000e-25	9.321000000000000e-25
1.070000000000000e+2	9.217000000000000e-25	9.247000000000000e-25	9.247000000000000e-25
1.064000000000000e+2	9.156000000000000e-25	9.173000000000000e-25	9.173000000000000e-25
1.059000000000000e+2	9.094000000000000e-25	9.096000000000000e-25	9.096000000000000e-25
1.054000000000000e+2	9.031000000000000e-25	9.018000000000000e-25	9.018000000000000e-25
1.048000000000000e+2	8.966000000000000e-25	8.939000000000000e-25	8.939000000000000e-25
1.043000000000000e+2	8.899000000000000e-25	8.858000000000000e-25	8.858000000000000e-25
1.038000000000000e+2	8.874000000000000e-25	8.818000000000002e-25	8.818000000000002e-25
1.033000000000000e+2	8.763000000000000e-25	8.693000000000000e-25	8.693000000000000e-25
1.028000000000000e+2	8.693000000000000e-25	8.608000000000000e-25	8.608000000000000e-25
1.023000000000000e+2	8.621000000000000e-25	8.523000000000000e-25	8.523000000000000e-25
1.017000000000000e+2	8.551000000000000e-25	8.438000000000000e-25	8.438000000000000e-25
1.012000000000000e+2	8.483000000000002e-25	8.356000000000000e-25	8.356000000000000e-25
1.007000000000000e+2	8.414000000000000e-25	8.272000000000000e-25	8.272000000000000e-25
1.002000000000000e+2	8.343000000000000e-25	8.187000000000000e-25	8.187000000000000e-25
9.973000000000000e+1	8.272000000000000e-25	8.101000000000000e-25	8.101000000000000e-25
9.924000000000000e+1	8.199000000000000e-25	8.013000000000000e-25	8.013000000000000e-25
9.874000000000000e+1	8.125000000000000e-25	7.925000000000000e-25	7.925000000000000e-25
9.825000000000000e+1	8.050000000000000e-25	7.836000000000000e-25	7.836000000000000e-25
9.776000000000000e+1	7.974000000000000e-25	7.746000000000000e-25	7.746000000000000e-25
9.727000000000000e+1	7.898000000000000e-25	7.655000000000000e-25	7.655000000000000e-25
9.679000000000000e+1	7.820000000000000e-25	7.563000000000000e-25	7.563000000000000e-25
9.630000000000000e+1	7.742000000000000e-25	7.471000000000000e-25	7.471000000000000e-25
9.582000000000000e+1	7.667000000000000e-25	7.383000000000000e-25	7.383000000000000e-25
9.535000000000000e+1	7.592000000000000e-25	7.293000000000000e-25	7.293000000000000e-25
9.487000000000000e+1	7.607000000000000e-25	7.294000000000000e-25	7.294000000000000e-25
9.440000000000000e+1	7.439000000000000e-25	7.113000000000000e-25	7.113000000000000e-25
9.393000000000000e+1	7.362000000000000e-25	7.021000000000000e-25	7.021000000000000e-25
9.346000000000000e+1	7.283000000000000e-25	6.929000000000000e-25	6.929000000000000e-25
9.299000000000000e+1	7.204000000000000e-25	6.837000000000000e-25	6.837000000000000e-25
9.253000000000000e+1	7.357000000000000e-25	6.977000000000001e-25	6.977000000000001e-25
9.207000000000000e+1	7.044000000000000e-25	6.650000000000001e-25	6.650000000000001e-25
9.161000000000000e+1	6.963000000000000e-25	6.556000000000000e-25	6.556000000000000e-25
9.115000000000000e+1	6.882000000000000e-25	6.462000000000000e-25	6.462000000000000e-25
9.070000000000000e+1	6.803000000000000e-25	6.370000000000000e-25	6.370000000000000e-25
9.024000000000000e+1	6.725000000000000e-25	6.280000000000000e-25	6.280000000000000e-25
8.979000000000000e+1	6.645999999999999e-25	6.188000000000000e-25	6.188000000000000e-25
8.935000000000000e+1	6.623000000000000e-25	6.153000000000000e-25	6.153000000000000e-25
8.890000000000000e+1	7.721000000000000e-25	7.239000000000000e-25	7.239000000000000e-25
8.846000000000000e+1	6.408000000000000e-25	5.913000000000000e-25	5.913000000000000e-25
8.802000000000000e+1	6.368000000000000e-25	5.862000000000000e-25	5.862000000000000e-25
8.758000000000000e+1	6.247000000000000e-25	5.729000000000000e-25	5.729000000000000e-25
8.714000000000000e+1	6.166000000000000e-25	5.636000000000000e-25	5.636000000000000e-25
8.671000000000000e+1	6.084000000000000e-25	5.544000000000000e-25	5.544000000000000e-25
8.627000000000000e+1	6.003000000000001e-25	5.452000000000000e-25	5.452000000000000e-25
8.584000000000000e+1	5.923000000000000e-25	5.361000000000001e-25	5.361000000000001e-25
8.542000000000000e+1	5.845000000000000e-25	5.272000000000000e-25	5.272000000000000e-25
8.499000000000000e+1	5.766000000000000e-25	5.183000000000000e-25	5.183000000000000e-25
8.457000000000000e+1	5.688000000000001e-25	5.094000000000000e-25	5.094000000000000e-25
8.414000000000000e+1	5.609000000000000e-25	5.006000000000000e-25	5.006000000000000e-25
8.373000000000000e+1	5.531000000000000e-25	4.917000000000000e-25	4.917000000000000e-25
8.331000000000000e+1	5.452000000000000e-25	4.829000000000000e-25	4.829000000000000e-25
8.289000000000000e+1	5.373000000000001e-25	4.741000000000000e-25	4.741000000000000e-25
8.248000000000000e+1	5.294000000000000e-25	4.654000000000000e-25	4.654000000000000e-25
8.207000000000000e+1	5.216000000000000e-25	4.566000000000000e-25	4.566000000000000e-25
8.166000000000000e+1	5.137000000000000e-25	4.479000000000000e-25	4.479000000000000e-25
8.125000000000000e+1	5.059000000000001e-25	4.393000000000001e-25	4.393000000000001e-25
8.085000000000000e+1	4.983000000000000e-25	4.309000000000000e-25	4.309000000000000e-25
8.044000000000000e+1	5.038000000000001e-25	4.357000000000000e-25	4.357000000000000e-25
8.004000000000000e+1	4.833000000000000e-25	4.143000000000000e-25	4.143000000000000e-25
7.964000000000000e+1	4.758000000000000e-25	4.061000000000000e-25	4.061000000000000e-25
7.925000000000000e+1	4.683000000000000e-25	3.979000000000000e-25	3.979000000000000e-25
7.885000000000000e+1	4.608000000000000e-25	3.898000000000000e-25	3.898000000000000e-25
7.846000000000000e+1	4.534000000000000e-25	3.817000000000000e-25	3.817000000000000e-25
7.807000000000000e+1	4.460000000000000e-25	3.737000000000000e-25	3.737000000000000e-25
7.768000000000000e+1	4.386000000000001e-25	3.658000000000000e-25	3.658000000000000e-25
7.729000000000000e+1	4.313000000000000e-25	3.579000000000000e-25	3.579000000000000e-25
7.690000000000000e+1	4.239000000000000e-25	3.501000000000000e-25	3.501000000000000e-25
7.652000000000000e+1	4.245000000000000e-25	3.502000000000000e-25	3.502000000000000e-25
7.614000000000000e+1	4.511000000000000e-25	3.763000000000000e-25	3.763000000000000e-25
7.576000000000000e+1	4.028000000000000e-25	3.275000000000000e-25	3.275000000000000e-25
7.538000000000000e+1	3.959000000000000e-25	3.202000000000000e-25	3.202000000000000e-25
7.501000000000000e+1	3.890000000000000e-25	3.129000000000000e-25	3.129000000000000e-25
7.463000000000000e+1	3.821000000000000e-25	3.057000000000000e-25	3.057000000000000e-25
7.426000000000000e+1	3.753000000000000e-25	2.985000000000000e-25	2.985000000000000e-25
7.389000000000000e+1	3.686000000000000e-25	2.915000000000000e-25	2.915000000000000e-25
7.352000000000000e+1	3.618000000000000e-25	2.845000000000000e-25	2.845000000000000e-25
7.315000000000000e+1	3.552000000000000e-25	2.776000000000000e-25	2.776000000000000e-25
7.279000000000000e+1	3.485000000000000e-25	2.708000000000000e-25	2.708000000000000e-25
7.243000000000000e+1	3.420000000000000e-25	2.641000000000000e-25	2.641000000000000e-25
7.206000000000000e+1	3.357000000000000e-25	2.576000000000000e-25	2.576000000000000e-25
7.170999999999999e+1	3.294000000000000e-25	2.512000000000000e-25	2.512000000000000e-25
7.134999999999999e+1	3.232000000000000e-25	2.448000000000000e-25	2.448000000000000e-25
7.098999999999999e+1	3.170000000000000e-25	2.386000000000000e-25	2.386000000000000e-25
7.064000000000000e+1	3.109000000000000e-25	2.324000000000000e-25	2.324000000000000e-25
7.029000000000001e+1	3.049000000000000e-25	2.263000000000000e-25	2.263000000000000e-25
6.994000000000000e+1	2.989000000000000e-25	2.204000000000000e-25	2.204000000000000e-25
6.959000000000000e+1	2.929000000000000e-25	2.145000000000000e-25	2.145000000000000e-25
6.923999999999999e+1	5.368000000000001e-25	4.584000000000000e-25	4.584000000000000e-25
6.889000000000000e+1	2.812000000000000e-25	2.029000000000000e-25	2.029000000000000e-25
6.855000000000000e+1	2.755000000000000e-25	1.973000000000000e-25	1.973000000000000e-25
6.820999999999999e+1	2.699000000000000e-25	1.919000000000000e-25	1.919000000000000e-25
6.787000000000001e+1	2.644000000000000e-25	1.865000000000000e-25	1.865000000000000e-25
6.753000000000000e+1	2.638000000000000e-25	1.861000000000000e-25	1.861000000000000e-25
6.719000000000000e+1	2.731000000000000e-25	1.956000000000000e-25	1.956000000000000e-25
6.686000000000000e+1	2.484000000000000e-25	1.711000000000000e-25	1.711000000000000e-25
6.653000000000000e+1	2.431000000000000e-25	1.661000000000000e-25	1.661000000000000e-25
6.619000000000000e+1	2.380000000000000e-25	1.612000000000000e-25	1.612000000000000e-25
6.586000000000000e+1	2.329000000000000e-25	1.564000000000000e-25	1.564000000000000e-25
6.554000000000001e+1	2.346000000000000e-25	1.584000000000000e-25	1.584000000000000e-25
6.520999999999999e+1	2.229000000000000e-25	1.471000000000000e-25	1.471000000000000e-25
6.487999999999999e+1	2.290000000000000e-25	1.536000000000000e-25	1.536000000000000e-25
6.456000000000000e+1	2.132000000000000e-25	1.382000000000000e-25	1.382000000000000e-25
6.423999999999999e+1	2.085000000000000e-25	1.339000000000000e-25	1.339000000000000e-25
6.392000000000000e+1	2.039000000000000e-25	1.298000000000000e-25	1.298000000000000e-25
6.360000000000000e+1	1.994000000000000e-25	1.257000000000000e-25	1.257000000000000e-25
6.328000000000000e+1	1.956000000000000e-25	1.223000000000000e-25	1.223000000000000e-25
6.297000000000000e+1	1.905000000000000e-25	1.178000000000000e-25	1.178000000000000e-25
6.265000000000000e+1	1.862000000000000e-25	1.139000000000000e-25	1.139000000000000e-25
6.234000000000000e+1	1.819000000000000e-25	1.102000000000000e-25	1.102000000000000e-25
6.203000000000000e+1	2.363000000000000e-25	1.651000000000000e-25	1.651000000000000e-25
6.172000000000000e+1	1.736000000000000e-25	1.029000000000000e-25	1.029000000000000e-25
6.141000000000000e+1	1.695000000000000e-25	9.946000000000000e-26	9.946000000000000e-26
6.111000000000000e+1	1.655000000000000e-25	9.606000000000000e-26	9.606000000000000e-26
6.080000000000000e+1	1.616000000000000e-25	9.278000000000000e-26	9.278000000000000e-26
6.050000000000000e+1	1.590000000000000e-25	9.075000000000000e-26	9.075000000000000e-26
6.020000000000000e+1	1.541000000000000e-25	8.648000000000000e-26	8.648000000000000e-26
