VAR1	nFn/Hb=1448.8	nFn	VAR4	VAR5	VAR6	VAR7	VAR8
7.250000000000000e-3	2.850000000000000e-1	4.120000000000000e+2	4.120000000000000e+2	2.535000000000000e+2			
7.320000000000000e-3	4.730000000000000e-1	6.840000000000000e+2	6.840000000000000e+2	2.564000000000000e+2			
7.390000000000000e-3	2.620000000000000e+0	3.780000000000000e+3	3.780000000000000e+3	2.691000000000000e+2			
7.470000000000000e-3	2.130000000000000e-1	3.070000000000000e+2	3.070000000000000e+2	2.589000000000000e+2			
7.540000000000000e-3	1.880000000000000e-1	2.710000000000000e+2	2.710000000000000e+2	2.609000000000000e+2			
7.620000000000000e-3	1.890000000000000e-1	2.730000000000000e+2	2.730000000000000e+2	2.629000000000000e+2			
7.690000000000000e-3	2.140000000000000e-1	3.090000000000000e+2	3.090000000000000e+2	2.648000000000000e+2			
7.770000000000000e-3	1.920000000000000e-1	2.770000000000000e+2	2.770000000000000e+2	2.668000000000000e+2			
7.850000000000000e-3	2.140000000000000e-1	3.090000000000000e+2	3.090000000000000e+2	2.688000000000000e+2			
7.930000000000000e-3	2.790000000000000e-1	4.030000000000000e+2	4.030000000000000e+2	2.712000000000000e+2			
8.010000000000000e-3	2.140000000000000e-1	3.100000000000000e+2	3.100000000000000e+2	2.729000000000000e+2			
8.090000000000000e-3	9.510000000000000e-1	1.370000000000000e+3	1.370000000000000e+3	2.788000000000000e+2			
8.170000000000000e-3	1.990000000000000e-1	2.880000000000000e+2	2.880000000000000e+2	2.770000000000000e+2			
8.250000000000000e-3	2.200000000000000e-1	3.190000000000000e+2	3.190000000000000e+2	2.840000000000000e+2			
8.330000000000000e-3	2.200000000000000e-1	3.180000000000000e+2	3.180000000000000e+2	2.862000000000000e+2			
8.420000000000000e-3	2.740000000000000e-1	3.960000000000000e+2	3.960000000000000e+2	2.883000000000000e+2			
8.500000000000000e-3	2.090000000000000e-1	3.020000000000000e+2	3.020000000000000e+2	2.905000000000000e+2			
8.590000000000000e-3	2.100000000000000e-1	3.040000000000000e+2	3.040000000000000e+2	2.927000000000000e+2			
8.670000000000000e-3	4.430000000000000e-1	6.400000000000000e+2	6.400000000000000e+2	2.959000000000000e+2			
8.760000000000000e-3	2.140000000000000e-1	3.090000000000000e+2	3.090000000000000e+2	2.970000000000000e+2			
8.850000000000000e-3	2.720000000000000e-1	3.930000000000000e+2	3.930000000000000e+2	2.993000000000000e+2			
8.940000000000000e-3	2.170000000000000e-1	3.130000000000000e+2	3.130000000000000e+2	3.015000000000000e+2			
9.030000000000000e-3	2.180000000000000e-1	3.160000000000000e+2	3.160000000000000e+2	3.037000000000000e+2			
9.120000000000000e-3	2.200000000000000e-1	3.180000000000000e+2	3.180000000000000e+2	3.060000000000000e+2			
9.210000000000000e-3	2.220000000000000e-1	3.200000000000000e+2	3.200000000000000e+2	3.082000000000000e+2			
9.300000000000000e-3	2.720000000000000e-1	3.930000000000000e+2	3.930000000000000e+2	3.105000000000000e+2			
9.390000000000000e-3	2.250000000000000e-1	3.250000000000000e+2	3.250000000000000e+2	3.128000000000000e+2			
9.490000000000000e-3	2.270000000000000e-1	3.280000000000000e+2	3.280000000000000e+2	3.151000000000000e+2			
9.580000000000000e-3	2.700000000000000e-1	3.910000000000000e+2	3.910000000000000e+2	3.174000000000000e+2			
9.680000000000000e-3	4.100000000000000e-1	5.920000000000000e+2	5.920000000000000e+2	3.206000000000000e+2			
9.780000000000000e-3	2.320000000000000e-1	3.350000000000000e+2	3.350000000000000e+2	3.221000000000000e+2			
9.870000000000000e-3	2.700000000000000e-1	3.900000000000000e+2	3.900000000000000e+2	3.245000000000000e+2			
9.970000000000000e-3	2.410000000000000e-1	3.480000000000000e+2	3.480000000000000e+2	3.347000000000000e+2			
1.010000000000000e-2	2.740000000000000e-1	3.970000000000000e+2	3.970000000000000e+2	3.372000000000000e+2			
1.020000000000000e-2	2.440000000000000e-1	3.530000000000000e+2	3.530000000000000e+2	3.397000000000000e+2			
1.030000000000000e-2	2.740000000000000e-1	3.960000000000000e+2	3.960000000000000e+2	3.422000000000000e+2			
1.040000000000000e-2	8.070000000000000e-1	1.170000000000000e+3	1.170000000000000e+3	3.474000000000000e+2			
1.050000000000000e-2	3.960000000000000e-1	5.720000000000000e+2	5.720000000000000e+2	3.478000000000000e+2			
1.060000000000000e-2	2.770000000000000e-1	4.000000000000000e+2	4.000000000000000e+2	3.497000000000000e+2			
1.070000000000000e-2	2.760000000000000e-1	3.990000000000000e+2	3.990000000000000e+2	3.522000000000000e+2			
1.080000000000000e-2	2.750000000000000e-1	3.980000000000000e+2	3.980000000000000e+2	3.548000000000000e+2			
1.090000000000000e-2	2.570000000000000e-1	3.710000000000000e+2	3.710000000000000e+2	3.574000000000000e+2			
1.100000000000000e-2	2.590000000000000e-1	3.740000000000000e+2	3.740000000000000e+2	3.599000000000000e+2			
1.110000000000000e-2	3.790000000000000e-1	5.480000000000000e+2	5.480000000000000e+2	3.630000000000000e+2			
1.120000000000000e-2	2.630000000000000e-1	3.800000000000000e+2	3.800000000000000e+2	3.652000000000000e+2			
1.140000000000000e-2	2.650000000000000e-1	3.820000000000000e+2	3.820000000000000e+2	3.678000000000000e+2			
1.150000000000000e-2	2.670000000000000e-1	3.850000000000000e+2	3.850000000000000e+2	3.704000000000000e+2			
1.160000000000000e-2	2.680000000000000e-1	3.880000000000000e+2	3.880000000000000e+2	3.731000000000000e+2			
1.170000000000000e-2	3.660000000000000e-1	5.280000000000000e+2	5.280000000000000e+2	3.757000000000000e+2			
1.180000000000000e-2	2.720000000000000e-1	3.940000000000000e+2	3.940000000000000e+2	3.784000000000000e+2			
1.190000000000000e-2	3.540000000000000e-1	5.110000000000000e+2	5.110000000000000e+2	3.811000000000000e+2			
1.210000000000000e-2	1.900000000000000e+0	2.750000000000000e+3	2.750000000000000e+3	3.923000000000000e+2			
1.220000000000000e-2	6.600000000000000e+0	9.530000000000000e+3	9.530000000000000e+3	4.196000000000000e+2			
1.230000000000000e-2	7.240000000000000e-1	1.050000000000000e+3	1.050000000000000e+3	4.046000000000000e+2			
1.240000000000000e-2	2.910000000000000e-1	4.210000000000000e+2	4.210000000000000e+2	4.054000000000000e+2			
1.250000000000000e-2	3.630000000000000e-1	5.240000000000000e+2	5.240000000000000e+2	4.082000000000000e+2			
1.270000000000000e-2	2.960000000000000e-1	4.270000000000000e+2	4.270000000000000e+2	4.111000000000000e+2			
1.280000000000000e-2	3.570000000000000e-1	5.160000000000000e+2	5.160000000000000e+2	4.140000000000000e+2			
1.290000000000000e-2	3.000000000000000e-1	4.330000000000000e+2	4.330000000000000e+2	4.169000000000000e+2			
1.310000000000000e-2	3.530000000000000e-1	5.110000000000000e+2	5.110000000000000e+2	4.199000000000000e+2			
1.320000000000000e-2	3.040000000000000e-1	4.390000000000000e+2	4.390000000000000e+2	4.228000000000000e+2			
1.330000000000000e-2	3.510000000000000e-1	5.080000000000000e+2	5.080000000000000e+2	4.258000000000000e+2			
1.350000000000000e-2	6.360000000000000e-1	9.190000000000000e+2	9.190000000000000e+2	4.303000000000000e+2			
1.360000000000000e-2	3.510000000000000e-1	5.070000000000000e+2	5.070000000000000e+2	4.317000000000000e+2			
1.370000000000000e-2	3.480000000000000e-1	5.030000000000000e+2	5.030000000000000e+2	4.347000000000000e+2			
1.390000000000000e-2	3.460000000000000e-1	5.010000000000000e+2	5.010000000000000e+2	4.377000000000000e+2			
1.400000000000000e-2	3.450000000000000e-1	4.990000000000000e+2	4.990000000000000e+2	4.407000000000000e+2			
1.410000000000000e-2	3.190000000000000e-1	4.610000000000000e+2	4.610000000000000e+2	4.438000000000000e+2			
1.430000000000000e-2	3.210000000000000e-1	4.640000000000000e+2	4.640000000000000e+2	4.468000000000000e+2			
1.440000000000000e-2	5.860000000000000e-1	8.470000000000000e+2	8.470000000000000e+2	4.510000000000000e+2			
1.460000000000000e-2	3.260000000000000e-1	4.710000000000000e+2	4.710000000000000e+2	4.529000000000000e+2			
1.470000000000000e-2	3.280000000000000e-1	4.740000000000000e+2	4.740000000000000e+2	4.560000000000000e+2			
1.490000000000000e-2	3.300000000000000e-1	4.770000000000000e+2	4.770000000000000e+2	4.591000000000000e+2			
1.500000000000000e-2	3.330000000000000e-1	4.810000000000000e+2	4.810000000000000e+2	4.622000000000000e+2			
1.520000000000000e-2	3.350000000000000e-1	4.840000000000000e+2	4.840000000000000e+2	4.653000000000000e+2			
1.530000000000000e-2	5.500000000000001e-1	7.940000000000000e+2	7.940000000000000e+2	4.693000000000000e+2			
1.550000000000000e-2	1.530000000000000e+0	2.210000000000000e+3	2.210000000000000e+3	4.777000000000000e+2			
1.560000000000000e-2	3.580000000000000e-1	5.180000000000000e+2	5.180000000000000e+2	4.989000000000000e+2			
1.580000000000000e-2	3.610000000000000e-1	5.210000000000000e+2	5.210000000000000e+2	5.023000000000000e+2			
1.590000000000000e-2	5.350000000000000e-1	7.740000000000000e+2	7.740000000000000e+2	5.063000000000000e+2			
1.610000000000000e-2	3.660000000000000e-1	5.280000000000000e+2	5.280000000000000e+2	5.090000000000000e+2			
1.630000000000000e-2	3.680000000000000e-1	5.320000000000000e+2	5.320000000000000e+2	5.124000000000000e+2			
1.640000000000000e-2	5.120000000000000e-1	7.400000000000000e+2	7.400000000000000e+2	5.157999999999999e+2			
1.660000000000000e-2	3.730000000000000e-1	5.390000000000000e+2	5.390000000000000e+2	5.192000000000001e+2			
1.680000000000000e-2	3.750000000000000e-1	5.430000000000000e+2	5.430000000000000e+2	5.227000000000001e+2			
1.690000000000000e-2	4.980000000000000e-1	7.200000000000000e+2	7.200000000000000e+2	5.261000000000000e+2			
1.710000000000000e-2	3.800000000000000e-1	5.500000000000000e+2	5.500000000000000e+2	5.296000000000000e+2			
1.730000000000000e-2	4.860000000000000e-1	7.020000000000000e+2	7.020000000000000e+2	5.330000000000000e+2			
1.740000000000000e-2	3.850000000000000e-1	5.570000000000000e+2	5.570000000000000e+2	5.365000000000000e+2			
1.760000000000000e-2	4.770000000000000e-1	6.890000000000000e+2	6.890000000000000e+2	5.400000000000000e+2			
1.780000000000000e-2	1.260000000000000e+0	1.830000000000000e+3	1.830000000000000e+3	5.477999999999999e+2			
1.800000000000000e-2	4.710000000000000e-1	6.800000000000000e+2	6.800000000000000e+2	5.470000000000000e+2			
1.810000000000000e-2	4.630000000000000e-1	6.690000000000000e+2	6.690000000000000e+2	5.505000000000000e+2			
1.830000000000000e-2	4.580000000000000e-1	6.610000000000000e+2	6.610000000000000e+2	5.540000000000000e+2			
1.850000000000000e-2	4.530000000000000e-1	6.550000000000000e+2	6.550000000000000e+2	5.575000000000000e+2			
1.870000000000000e-2	4.500000000000000e-1	6.510000000000000e+2	6.510000000000000e+2	5.610000000000000e+2			
1.890000000000000e-2	4.480000000000000e-1	6.480000000000000e+2	6.480000000000000e+2	5.646000000000000e+2			
1.910000000000000e-2	4.080000000000000e-1	5.900000000000000e+2	5.900000000000000e+2	5.681000000000000e+2			
1.930000000000000e-2	4.110000000000000e-1	5.940000000000000e+2	5.940000000000000e+2	5.717000000000001e+2			
1.950000000000000e-2	1.070000000000000e+0	1.550000000000000e+3	1.550000000000000e+3	5.784000000000000e+2			
1.970000000000000e-2	4.580000000000000e+0	6.610000000000000e+3	6.610000000000000e+3	6.005000000000000e+2			
1.990000000000000e-2	4.190000000000000e-1	6.050000000000000e+2	6.050000000000000e+2	5.824000000000000e+2			
2.010000000000000e-2	4.210000000000000e-1	6.090000000000000e+2	6.090000000000000e+2	5.860000000000000e+2			
2.030000000000000e-2	4.240000000000000e-1	6.120000000000000e+2	6.120000000000000e+2	5.895000000000000e+2			
2.050000000000000e-2	4.590000000000000e-1	6.630000000000000e+2	6.630000000000000e+2	6.404000000000000e+2			
2.070000000000000e-2	4.620000000000000e-1	6.680000000000000e+2	6.680000000000000e+2	6.444000000000000e+2			
2.090000000000000e-2	9.810000000000000e-1	1.420000000000000e+3	1.420000000000000e+3	6.507000000000001e+2			
2.110000000000000e-2	4.680000000000000e-1	6.760000000000000e+2	6.760000000000000e+2	6.522999999999999e+2			
2.130000000000000e-2	4.700000000000000e-1	6.800000000000000e+2	6.800000000000000e+2	6.562999999999999e+2			
2.150000000000000e-2	4.730000000000000e-1	6.840000000000000e+2	6.840000000000000e+2	6.602000000000001e+2			
2.170000000000000e-2	4.760000000000000e-1	6.880000000000000e+2	6.880000000000000e+2	6.642000000000001e+2			
2.190000000000000e-2	8.870000000000000e-1	1.280000000000000e+3	1.280000000000000e+3	6.700000000000000e+2			
2.220000000000000e-2	4.820000000000000e-1	6.960000000000000e+2	6.960000000000000e+2	6.722000000000001e+2			
2.240000000000000e-2	2.120000000000000e+1	3.060000000000000e+4	3.060000000000000e+4	6.775000000000000e+2			
2.260000000000000e-2	8.120000000000000e-1	1.170000000000000e+3	1.170000000000000e+3	7.930000000000000e+2			
2.280000000000000e-2	4.900000000000000e-1	7.090000000000000e+2	7.090000000000000e+2	6.841000000000000e+2			
2.310000000000000e-2	4.930000000000000e-1	7.130000000000000e+2	7.130000000000000e+2	6.881000000000000e+2			
2.330000000000000e-2	7.600000000000000e-1	1.100000000000000e+3	1.100000000000000e+3	6.931000000000000e+2			
2.350000000000000e-2	4.990000000000000e-1	7.210000000000000e+2	7.210000000000000e+2	6.961000000000000e+2			
2.380000000000000e-2	7.270000000000000e-1	1.050000000000000e+3	1.050000000000000e+3	7.001000000000000e+2			
2.400000000000000e-2	5.050000000000000e-1	7.290000000000000e+2	7.290000000000000e+2	7.041000000000000e+2			
2.420000000000000e-2	6.979999999999999e-1	1.010000000000000e+3	1.010000000000000e+3	7.080000000000000e+2			
2.450000000000000e-2	3.300000000000000e+0	4.770000000000000e+3	4.770000000000000e+3	7.266000000000000e+2			
2.470000000000000e-2	6.770000000000001e-1	9.780000000000000e+2	9.780000000000000e+2	7.160000000000000e+2			
2.500000000000000e-2	6.570000000000000e-1	9.490000000000000e+2	9.490000000000000e+2	7.200000000000000e+2			
2.520000000000000e-2	6.410000000000000e-1	9.260000000000000e+2	9.260000000000000e+2	7.239000000000000e+2			
2.550000000000000e-2	6.290000000000000e-1	9.090000000000000e+2	9.090000000000000e+2	7.279000000000000e+2			
2.570000000000000e-2	6.190000000000000e-1	8.950000000000000e+2	8.950000000000000e+2	7.319000000000000e+2			
2.600000000000000e-2	6.110000000000000e-1	8.840000000000000e+2	8.840000000000000e+2	7.358000000000000e+2			
2.630000000000000e-2	6.060000000000000e-1	8.750000000000000e+2	8.750000000000000e+2	7.398000000000000e+2			
2.650000000000000e-2	6.010000000000000e-1	8.680000000000000e+2	8.680000000000000e+2	7.437000000000000e+2			
2.680000000000000e-2	5.360000000000000e-1	7.750000000000000e+2	7.750000000000000e+2	7.476000000000000e+2			
2.710000000000000e-2	5.390000000000000e-1	7.790000000000000e+2	7.790000000000000e+2	7.515000000000000e+2			
2.730000000000000e-2	5.420000000000000e-1	7.830000000000000e+2	7.830000000000000e+2	7.555000000000000e+2			
2.760000000000000e-2	2.530000000000000e+0	3.650000000000000e+3	3.650000000000000e+3	7.695000000000000e+2			
2.790000000000000e-2	6.180000000000000e-1	8.930000000000000e+2	8.930000000000000e+2	8.652000000000000e+2			
2.820000000000000e-2	6.220000000000000e-1	8.980000000000000e+2	8.980000000000000e+2	8.697000000000000e+2			
2.840000000000000e-2	6.240000000000000e-1	9.020000000000000e+2	9.020000000000000e+2	8.743000000000000e+2			
2.870000000000000e-2	6.280000000000000e-1	9.070000000000000e+2	9.070000000000000e+2	8.788000000000000e+2			
2.900000000000000e-2	6.310000000000000e-1	9.110000000000000e+2	9.110000000000000e+2	8.833000000000000e+2			
2.930000000000000e-2	6.340000000000000e-1	9.160000000000000e+2	9.160000000000000e+2	8.878000000000000e+2			
2.960000000000000e-2	6.370000000000000e-1	9.210000000000000e+2	9.210000000000000e+2	8.922000000000000e+2			
2.990000000000000e-2	2.090000000000000e+0	3.020000000000000e+3	3.020000000000000e+3	9.039000000000000e+2			
3.020000000000000e-2	6.440000000000000e-1	9.300000000000000e+2	9.300000000000000e+2	9.011000000000000e+2			
3.050000000000000e-2	6.470000000000000e-1	9.350000000000000e+2	9.350000000000000e+2	9.056000000000000e+2			
3.080000000000000e-2	6.500000000000000e-1	9.390000000000000e+2	9.390000000000000e+2	9.099000000000000e+2			
3.110000000000000e-2	6.530000000000000e-1	9.440000000000000e+2	9.440000000000000e+2	9.143000000000000e+2			
3.140000000000000e-2	6.560000000000000e-1	9.480000000000000e+2	9.480000000000000e+2	9.187000000000000e+2			
3.170000000000000e-2	1.770000000000000e+0	2.550000000000000e+3	2.550000000000000e+3	9.283000000000000e+2			
3.210000000000000e-2	6.620000000000000e-1	9.570000000000000e+2	9.570000000000000e+2	9.273000000000000e+2			
3.240000000000000e-2	6.650000000000000e-1	9.610000000000000e+2	9.610000000000000e+2	9.316000000000000e+2			
3.270000000000000e-2	6.680000000000000e-1	9.660000000000000e+2	9.660000000000000e+2	9.358000000000000e+2			
3.300000000000000e-2	1.530000000000000e+0	2.210000000000000e+3	2.210000000000000e+3	9.441000000000000e+2			
3.340000000000000e-2	6.740000000000001e-1	9.750000000000000e+2	9.750000000000000e+2	9.443000000000000e+2			
3.370000000000000e-2	6.770000000000001e-1	9.790000000000000e+2	9.790000000000000e+2	9.485000000000000e+2			
3.400000000000000e-2	1.360000000000000e+0	1.960000000000000e+3	1.960000000000000e+3	9.556000000000000e+2			
3.440000000000000e-2	1.220000000000000e+0	1.760000000000000e+3	1.760000000000000e+3	9.567000000000000e+2			
3.470000000000000e-2	1.290000000000000e+1	1.860000000000000e+4	1.860000000000000e+4	1.026000000000000e+3			
3.510000000000000e-2	6.889999999999999e-1	9.960000000000000e+2	9.960000000000000e+2	9.671000000000000e+2			
3.540000000000000e-2	1.130000000000000e+0	1.640000000000000e+3	1.640000000000000e+3	9.706000000000000e+2			
3.580000000000000e-2	6.949999999999999e-1	1.000000000000000e+3	1.000000000000000e+3	9.728000000000000e+2			
3.610000000000000e-2	1.090000000000000e+0	1.570000000000000e+3	1.570000000000000e+3	9.768000000000000e+2			
3.650000000000000e-2	1.030000000000000e+0	1.490000000000000e+3	1.490000000000000e+3	9.807000000000000e+2			
3.690000000000000e-2	9.830000000000000e-1	1.420000000000000e+3	1.420000000000000e+3	9.845000000000000e+2			
3.720000000000000e-2	9.470000000000000e-1	1.370000000000000e+3	1.370000000000000e+3	9.884000000000000e+2			
3.760000000000000e-2	9.190000000000000e-1	1.330000000000000e+3	1.330000000000000e+3	9.921000000000000e+2			
3.800000000000000e-2	8.960000000000000e-1	1.300000000000000e+3	1.300000000000000e+3	9.959000000000000e+2			
3.840000000000000e-2	8.780000000000000e-1	1.270000000000000e+3	1.270000000000000e+3	9.996000000000000e+2			
3.870000000000000e-2	8.620000000000000e-1	1.250000000000000e+3	1.250000000000000e+3	1.003000000000000e+3			
3.910000000000000e-2	8.500000000000000e-1	1.230000000000000e+3	1.230000000000000e+3	1.007000000000000e+3			
3.950000000000000e-2	8.390000000000000e-1	1.210000000000000e+3	1.210000000000000e+3	1.010000000000000e+3			
3.990000000000000e-2	8.950000000000000e-1	1.290000000000000e+3	1.290000000000000e+3	1.261000000000000e+3			
4.030000000000000e-2	8.980000000000000e-1	1.300000000000000e+3	1.300000000000000e+3	1.265000000000000e+3			
4.070000000000000e-2	9.010000000000000e-1	1.300000000000000e+3	1.300000000000000e+3	1.270000000000000e+3			
4.110000000000000e-2	9.040000000000000e-1	1.310000000000000e+3	1.310000000000000e+3	1.274000000000000e+3			
4.150000000000000e-2	9.070000000000000e-1	1.310000000000000e+3	1.310000000000000e+3	1.279000000000000e+3			
4.200000000000000e-2	8.470000000000000e+0	1.220000000000000e+4	1.220000000000000e+4	1.324000000000000e+3			
4.240000000000000e-2	9.130000000000000e-1	1.320000000000000e+3	1.320000000000000e+3	1.288000000000000e+3			
4.280000000000000e-2	9.170000000000000e-1	1.330000000000000e+3	1.330000000000000e+3	1.292000000000000e+3			
4.320000000000000e-2	9.200000000000000e-1	1.330000000000000e+3	1.330000000000000e+3	1.296000000000000e+3			
4.370000000000000e-2	9.220000000000000e-1	1.330000000000000e+3	1.330000000000000e+3	1.300000000000000e+3			
4.410000000000000e-2	9.250000000000000e-1	1.340000000000000e+3	1.340000000000000e+3	1.304000000000000e+3			
4.450000000000000e-2	9.280000000000000e-1	1.340000000000000e+3	1.340000000000000e+3	1.308000000000000e+3			
4.500000000000000e-2	9.310000000000000e-1	1.350000000000000e+3	1.350000000000000e+3	1.312000000000000e+3			
4.540000000000000e-2	9.340000000000000e-1	1.350000000000000e+3	1.350000000000000e+3	1.316000000000000e+3			
4.590000000000000e-2	9.360000000000000e-1	1.350000000000000e+3	1.350000000000000e+3	1.319000000000000e+3			
4.640000000000000e-2	9.380000000000000e-1	1.360000000000000e+3	1.360000000000000e+3	1.323000000000000e+3			
4.680000000000000e-2	6.110000000000000e+0	8.830000000000000e+3	8.830000000000000e+3	1.353000000000000e+3			
4.730000000000000e-2	9.440000000000000e-1	1.360000000000000e+3	1.360000000000000e+3	1.330000000000000e+3			
4.780000000000000e-2	9.460000000000000e-1	1.370000000000000e+3	1.370000000000000e+3	1.333000000000000e+3			
4.830000000000000e-2	9.480000000000000e-1	1.370000000000000e+3	1.370000000000000e+3	1.336000000000000e+3			
4.870000000000000e-2	9.630000000000000e+1	1.390000000000000e+5	1.390000000000000e+5	1.827000000000000e+3			
4.920000000000000e-2	9.530000000000000e-1	1.380000000000000e+3	1.380000000000000e+3	1.343000000000000e+3			
4.970000000000000e-2	9.550000000000000e-1	1.380000000000000e+3	1.380000000000000e+3	1.346000000000000e+3			
5.020000000000000e-2	4.660000000000000e+0	6.730000000000000e+3	6.730000000000000e+3	1.367000000000000e+3			
5.070000000000000e-2	9.590000000000000e-1	1.390000000000000e+3	1.390000000000000e+3	1.351000000000000e+3			
5.120000000000000e-2	9.610000000000000e-1	1.390000000000000e+3	1.390000000000000e+3	1.354000000000000e+3			
5.170000000000000e-2	9.630000000000000e-1	1.390000000000000e+3	1.390000000000000e+3	1.356000000000000e+3			
5.230000000000000e-2	3.660000000000000e+0	5.290000000000000e+3	5.290000000000000e+3	1.372000000000000e+3			
5.280000000000000e-2	9.660000000000000e-1	1.400000000000000e+3	1.400000000000000e+3	1.361000000000000e+3			
5.330000000000000e-2	9.670000000000000e-1	1.400000000000000e+3	1.400000000000000e+3	1.363000000000000e+3			
5.380000000000000e-2	9.690000000000000e-1	1.400000000000000e+3	1.400000000000000e+3	1.366000000000000e+3			
5.440000000000000e-2	3.040000000000000e+0	4.390000000000000e+3	4.390000000000000e+3	1.378000000000000e+3			
5.490000000000000e-2	9.720000000000000e-1	1.400000000000000e+3	1.400000000000000e+3	1.370000000000000e+3			
5.550000000000000e-2	2.570000000000000e+0	3.710000000000000e+3	3.710000000000000e+3	1.379000000000000e+3			
5.600000000000000e-2	9.740000000000000e-1	1.410000000000000e+3	1.410000000000000e+3	1.373000000000000e+3			
5.660000000000000e-2	2.240000000000000e+0	3.240000000000000e+3	3.240000000000000e+3	1.380000000000000e+3			
5.720000000000000e-2	1.990000000000000e+0	2.880000000000000e+3	2.880000000000000e+3	1.380000000000000e+3			
5.770000000000000e-2	1.800000000000000e+0	2.600000000000000e+3	2.600000000000000e+3	1.377000000000000e+3			
5.830000000000000e-2	1.730000000000000e+0	2.490000000000000e+3	2.490000000000000e+3	1.382000000000000e+3			
5.890000000000000e-2	1.610000000000000e+0	2.330000000000000e+3	2.330000000000000e+3	1.380000000000000e+3			
5.950000000000000e-2	1.520000000000000e+0	2.200000000000000e+3	2.200000000000000e+3	1.381000000000000e+3			
6.010000000000000e-2	1.450000000000000e+0	2.100000000000000e+3	2.100000000000000e+3	1.382000000000000e+3			
6.070000000000000e-2	1.390000000000000e+0	2.010000000000000e+3	2.010000000000000e+3	1.382000000000000e+3			
6.110000000000000e-2	1.340000000000000e+0	1.940000000000000e+3	1.940000000000000e+3	1.383000000000000e+3			
6.130000000000000e-2	1.300000000000000e+0	1.880000000000000e+3	1.880000000000000e+3	1.383000000000000e+3			
6.140000000000000e-2	1.260000000000000e+0	1.820000000000000e+3	1.820000000000000e+3	1.383000000000000e+3			
6.160000000000000e-2	1.230000000000000e+0	1.780000000000000e+3	1.780000000000000e+3	1.383000000000000e+3			
6.180000000000000e-2	1.210000000000000e+0	1.740000000000000e+3	1.740000000000000e+3	1.383000000000000e+3			
6.200000000000000e-2	9.810000000000000e-1	1.420000000000000e+3	1.420000000000000e+3	1.383000000000000e+3			
6.210000000000000e-2	9.820000000000000e-1	1.420000000000000e+3	1.420000000000000e+3	1.383000000000000e+3			
6.230000000000000e-2	9.820000000000000e-1	1.420000000000000e+3	1.420000000000000e+3	1.384000000000000e+3			
6.250000000000000e-2	1.500000000000000e+0	2.170000000000000e+3	2.170000000000000e+3	2.133000000000000e+3			
6.270000000000001e-2	1.500000000000000e+0	2.170000000000000e+3	2.170000000000000e+3	2.133000000000000e+3			
6.279999999999999e-2	1.500000000000000e+0	2.170000000000000e+3	2.170000000000000e+3	2.133000000000000e+3			
6.300000000000000e-2	1.500000000000000e+0	2.170000000000000e+3	2.170000000000000e+3	2.134000000000000e+3			
6.320000000000001e-2	1.500000000000000e+0	2.170000000000000e+3	2.170000000000000e+3	2.134000000000000e+3			
6.340000000000000e-2	1.500000000000000e+0	2.170000000000000e+3	2.170000000000000e+3	2.134000000000000e+3			
6.350000000000000e-2	1.500000000000000e+0	2.170000000000000e+3	2.170000000000000e+3	2.134000000000000e+3			
6.370000000000001e-2	1.500000000000000e+0	2.170000000000000e+3	2.170000000000000e+3	2.135000000000000e+3			
6.390000000000000e-2	1.500000000000000e+0	2.170000000000000e+3	2.170000000000000e+3	2.135000000000000e+3			
6.430000000000000e-2	1.500000000000000e+0	2.170000000000000e+3	2.170000000000000e+3	2.135000000000000e+3			
6.500000000000000e-2	1.500000000000000e+0	2.170000000000000e+3	2.170000000000000e+3	2.136000000000000e+3			
6.560000000000001e-2	1.500000000000000e+0	2.170000000000000e+3	2.170000000000000e+3	2.136000000000000e+3			
6.619999999999999e-2	1.500000000000000e+0	2.170000000000000e+3	2.170000000000000e+3	2.136000000000000e+3			
6.690000000000000e-2	1.500000000000000e+0	2.170000000000000e+3	2.170000000000000e+3	2.136000000000000e+3			
6.759999999999999e-2	1.500000000000000e+0	2.170000000000000e+3	2.170000000000000e+3	2.136000000000000e+3			
6.820000000000000e-2	1.500000000000000e+0	2.170000000000000e+3	2.170000000000000e+3	2.135000000000000e+3			
6.890000000000000e-2	1.500000000000000e+0	2.170000000000000e+3	2.170000000000000e+3	2.134000000000000e+3			
6.959999999999999e-2	1.500000000000000e+0	2.170000000000000e+3	2.170000000000000e+3	2.133000000000000e+3			
7.030000000000000e-2	1.500000000000000e+0	2.170000000000000e+3	2.170000000000000e+3	2.132000000000000e+3			
7.099999999999999e-2	4.780000000000000e+1	6.910000000000000e+4	6.910000000000000e+4	2.390000000000000e+3			
7.170000000000000e-2	1.500000000000000e+0	2.160000000000000e+3	2.160000000000000e+3	2.129000000000000e+3			
7.240000000000000e-2	1.490000000000000e+0	2.160000000000000e+3	2.160000000000000e+3	2.127000000000000e+3			
7.310000000000000e-2	1.490000000000000e+0	2.160000000000000e+3	2.160000000000000e+3	2.125000000000000e+3			
7.380000000000000e-2	1.490000000000000e+0	2.160000000000000e+3	2.160000000000000e+3	2.122000000000000e+3			
7.460000000000000e-2	1.490000000000000e+0	2.150000000000000e+3	2.150000000000000e+3	2.120000000000000e+3			
7.530000000000000e-2	1.490000000000000e+0	2.150000000000000e+3	2.150000000000000e+3	2.117000000000000e+3			
7.610000000000000e-2	1.490000000000000e+0	2.150000000000000e+3	2.150000000000000e+3	2.114000000000000e+3			
