u	LTE	log(t)=4	log t 2	log t 0	log t -2	log t -4	log t -6	log t -8	log t -10
6.495999999999999e-1	5.701000000000000e+14	1.531300000000000e+14	1.531300000000000e+14	2.467800000000000e+13	2.919300000000000e+11	2.930700000000000e+9	2.930100000000000e+7	2.931300000000000e+5	2.931300000000000e+3
6.515000000000000e-1	5.729000000000000e+14	1.538400000000000e+14	1.538400000000000e+14	2.463100000000000e+13	2.910900000000000e+11	2.922200000000000e+9	2.921600000000000e+7	2.922800000000000e+5	2.922800000000000e+3
6.535000000000000e-1	5.758000000000000e+14	1.545600000000000e+14	1.545500000000000e+14	2.458400000000000e+13	2.902500000000000e+11	2.913700000000000e+9	2.913100000000000e+7	2.914300000000000e+5	2.914300000000000e+3
6.554000000000000e-1	5.786000000000000e+14	1.552700000000000e+14	1.552700000000000e+14	2.453600000000000e+13	2.894000000000000e+11	2.905200000000000e+9	2.904500000000000e+7	2.905700000000000e+5	2.905700000000000e+3
6.574000000000000e-1	5.814000000000000e+14	1.559900000000000e+14	1.559800000000000e+14	2.448800000000000e+13	2.885600000000000e+11	2.896600000000000e+9	2.896000000000000e+7	2.897100000000000e+5	2.897100000000000e+3
6.594000000000000e-1	5.842000000000000e+14	1.567000000000000e+14	1.567000000000000e+14	2.443900000000000e+13	2.877100000000000e+11	2.888000000000000e+9	2.887400000000000e+7	2.888500000000000e+5	2.888500000000000e+3
6.613000000000000e-1	5.871000000000000e+14	1.574200000000000e+14	1.574200000000000e+14	2.439000000000000e+13	2.868600000000000e+11	2.879400000000000e+9	2.878800000000000e+7	2.879900000000000e+5	2.879900000000000e+3
6.633000000000000e-1	5.899000000000000e+14	1.581400000000000e+14	1.581400000000000e+14	2.434000000000000e+13	2.860000000000000e+11	2.870800000000000e+9	2.870100000000000e+7	2.871300000000000e+5	2.871300000000000e+3
6.653000000000000e-1	5.928000000000000e+14	1.588600000000000e+14	1.588600000000000e+14	2.429000000000000e+13	2.851500000000000e+11	2.862100000000000e+9	2.861500000000000e+7	2.862600000000000e+5	2.862600000000000e+3
6.673000000000000e-1	5.956000000000000e+14	1.595800000000000e+14	1.595800000000000e+14	2.423900000000000e+13	2.842900000000000e+11	2.853400000000000e+9	2.852800000000000e+7	2.854000000000000e+5	2.854000000000000e+3
6.693000000000000e-1	5.985000000000000e+14	1.603100000000000e+14	1.603000000000000e+14	2.418800000000000e+13	2.834300000000000e+11	2.844700000000000e+9	2.844100000000000e+7	2.845200000000000e+5	2.845200000000000e+3
6.713000000000000e-1	6.014000000000000e+14	1.610300000000000e+14	1.610200000000000e+14	2.413700000000000e+13	2.825700000000000e+11	2.836000000000000e+9	2.835400000000000e+7	2.836500000000000e+5	2.836500000000000e+3
6.733000000000000e-1	6.042000000000000e+14	1.617500000000000e+14	1.617500000000000e+14	2.408500000000000e+13	2.817000000000000e+11	2.827300000000000e+9	2.826600000000000e+7	2.827800000000000e+5	2.827800000000000e+3
6.754000000000000e-1	6.071000000000000e+14	1.624800000000000e+14	1.624700000000000e+14	2.403300000000000e+13	2.808300000000000e+11	2.818500000000000e+9	2.817900000000000e+7	2.819000000000000e+5	2.819000000000000e+3
6.774000000000000e-1	6.100000000000000e+14	1.632000000000000e+14	1.632000000000000e+14	2.398000000000000e+13	2.799600000000000e+11	2.809700000000000e+9	2.809100000000000e+7	2.810200000000000e+5	2.810200000000000e+3
6.794000000000000e-1	6.129000000000000e+14	1.639300000000000e+14	1.639200000000000e+14	2.392700000000000e+13	2.790900000000000e+11	2.800900000000000e+9	2.800300000000000e+7	2.801400000000000e+5	2.801400000000000e+3
6.815000000000000e-1	6.158000000000000e+14	1.646500000000000e+14	1.646500000000000e+14	2.387400000000000e+13	2.782200000000000e+11	2.792100000000000e+9	2.791400000000000e+7	2.792600000000000e+5	2.792600000000000e+3
6.835000000000000e-1	6.187000000000000e+14	1.653800000000000e+14	1.653700000000000e+14	2.382000000000000e+13	2.773400000000000e+11	2.783200000000000e+9	2.782600000000000e+7	2.783700000000000e+5	2.783700000000000e+3
6.856000000000000e-1	6.215000000000000e+14	1.661100000000000e+14	1.661000000000000e+14	2.376600000000000e+13	2.764600000000000e+11	2.774300000000000e+9	2.773700000000000e+7	2.774800000000000e+5	2.774800000000000e+3
6.876000000000000e-1	6.244000000000000e+14	1.668400000000000e+14	1.668300000000000e+14	2.371100000000000e+13	2.755800000000000e+11	2.765400000000000e+9	2.764800000000000e+7	2.765900000000000e+5	2.765900000000000e+3
6.897000000000000e-1	6.273000000000000e+14	1.675700000000000e+14	1.675600000000000e+14	2.365600000000000e+13	2.747000000000000e+11	2.756500000000000e+9	2.755900000000000e+7	2.757000000000000e+5	2.757000000000000e+3
6.918000000000000e-1	6.302000000000000e+14	1.682900000000000e+14	1.682900000000000e+14	2.360000000000000e+13	2.738200000000000e+11	2.747600000000000e+9	2.747000000000000e+7	2.748100000000000e+5	2.748100000000000e+3
6.938000000000000e-1	6.332000000000000e+14	1.690200000000000e+14	1.690200000000000e+14	2.354500000000000e+13	2.729300000000000e+11	2.738600000000000e+9	2.738000000000000e+7	2.739100000000000e+5	2.739100000000000e+3
6.959000000000000e-1	6.361000000000000e+14	1.697600000000000e+14	1.697500000000000e+14	2.348800000000000e+13	2.720400000000000e+11	2.729700000000000e+9	2.729000000000000e+7	2.730100000000000e+5	2.730100000000000e+3
6.979999999999999e-1	6.390000000000000e+14	1.704900000000000e+14	1.704800000000000e+14	2.343200000000000e+13	2.711500000000000e+11	2.720700000000000e+9	2.720100000000000e+7	2.721200000000000e+5	2.721200000000000e+3
7.000999999999999e-1	6.419000000000000e+14	1.712200000000000e+14	1.712100000000000e+14	2.337500000000000e+13	2.702600000000000e+11	2.711700000000000e+9	2.711100000000000e+7	2.712100000000000e+5	2.712100000000000e+3
7.022000000000001e-1	6.448000000000000e+14	1.719500000000000e+14	1.719400000000000e+14	2.331700000000000e+13	2.693700000000000e+11	2.702700000000000e+9	2.702000000000000e+7	2.703100000000000e+5	2.703100000000000e+3
7.043000000000000e-1	6.477000000000000e+14	1.726800000000000e+14	1.726700000000000e+14	2.325900000000000e+13	2.684700000000000e+11	2.693600000000000e+9	2.693000000000000e+7	2.694100000000000e+5	2.694100000000000e+3
7.064000000000000e-1	6.507000000000000e+14	1.734100000000000e+14	1.734000000000000e+14	2.320100000000000e+13	2.675700000000000e+11	2.684600000000000e+9	2.683900000000000e+7	2.685000000000000e+5	2.685000000000000e+3
7.085000000000000e-1	6.536000000000000e+14	1.741500000000000e+14	1.741300000000000e+14	2.314300000000000e+13	2.666800000000000e+11	2.675500000000000e+9	2.674900000000000e+7	2.675900000000000e+5	2.675900000000000e+3
7.107000000000000e-1	6.565000000000000e+14	1.748800000000000e+14	1.748600000000000e+14	2.308400000000000e+13	2.657700000000000e+11	2.666400000000000e+9	2.665800000000000e+7	2.666900000000000e+5	2.666900000000000e+3
7.128000000000000e-1	6.595000000000000e+14	1.756100000000000e+14	1.756000000000000e+14	2.302400000000000e+13	2.648700000000000e+11	2.657300000000000e+9	2.656700000000000e+7	2.657700000000000e+5	2.657700000000000e+3
7.149000000000000e-1	6.624000000000000e+14	1.763500000000000e+14	1.763300000000000e+14	2.296500000000000e+13	2.639700000000000e+11	2.648200000000000e+9	2.647600000000000e+7	2.648600000000000e+5	2.648600000000000e+3
7.170999999999999e-1	6.653000000000000e+14	1.770800000000000e+14	1.770600000000000e+14	2.290500000000000e+13	2.630700000000000e+11	2.639100000000000e+9	2.638400000000000e+7	2.639500000000000e+5	2.639500000000000e+3
7.191999999999999e-1	6.683000000000000e+14	1.778200000000000e+14	1.778000000000000e+14	2.284500000000000e+13	2.621600000000000e+11	2.629900000000000e+9	2.629300000000000e+7	2.630400000000000e+5	2.630400000000000e+3
7.214000000000000e-1	6.712000000000000e+14	1.785500000000000e+14	1.785300000000000e+14	2.278400000000000e+13	2.612500000000000e+11	2.620800000000000e+9	2.620200000000000e+7	2.621200000000000e+5	2.621200000000000e+3
7.236000000000000e-1	6.742000000000000e+14	1.792900000000000e+14	1.792600000000000e+14	2.272400000000000e+13	2.603500000000000e+11	2.611600000000000e+9	2.611000000000000e+7	2.612100000000000e+5	2.612100000000000e+3
7.257000000000000e-1	6.771000000000000e+14	1.800300000000000e+14	1.800000000000000e+14	2.266300000000000e+13	2.594400000000000e+11	2.602500000000000e+9	2.601900000000000e+7	2.602900000000000e+5	2.602900000000000e+3
7.279000000000000e-1	6.800000000000000e+14	1.807600000000000e+14	1.807400000000000e+14	2.260200000000000e+13	2.585300000000000e+11	2.593300000000000e+9	2.592700000000000e+7	2.593800000000000e+5	2.593800000000000e+3
7.301000000000000e-1	6.830000000000000e+14	1.815000000000000e+14	1.814700000000000e+14	2.254000000000000e+13	2.576300000000000e+11	2.584200000000000e+9	2.583600000000000e+7	2.584700000000000e+5	2.584700000000000e+3
7.323000000000000e-1	6.859000000000000e+14	1.822400000000000e+14	1.822100000000000e+14	2.247900000000000e+13	2.567300000000000e+11	2.575200000000000e+9	2.574600000000000e+7	2.575600000000000e+5	2.575600000000000e+3
7.345000000000000e-1	6.889000000000000e+14	1.829900000000000e+14	1.829600000000000e+14	2.241900000000000e+13	2.558400000000000e+11	2.566200000000000e+9	2.565600000000000e+7	2.566600000000000e+5	2.566600000000000e+3
7.367000000000000e-1	6.918000000000000e+14	1.837400000000000e+14	1.837100000000000e+14	2.235900000000000e+13	2.549600000000000e+11	2.557300000000000e+9	2.556700000000000e+7	2.557700000000000e+5	2.557700000000000e+3
7.389000000000000e-1	6.948000000000000e+14	1.845100000000000e+14	1.844700000000000e+14	2.230200000000000e+13	2.541100000000000e+11	2.548700000000000e+9	2.548100000000000e+7	2.549200000000000e+5	2.549200000000000e+3
7.411000000000000e-1	6.977000000000000e+14	1.853000000000000e+14	1.852600000000000e+14	2.225000000000000e+13	2.533300000000000e+11	2.540800000000000e+9	2.540200000000000e+7	2.541200000000000e+5	2.541200000000000e+3
7.434000000000000e-1	7.007000000000000e+14	1.861700000000000e+14	1.861300000000000e+14	2.221200000000000e+13	2.527200000000000e+11	2.534700000000000e+9	2.534100000000000e+7	2.535100000000000e+5	2.535100000000000e+3
7.456000000000000e-1	7.036000000000000e+14	1.873400000000000e+14	1.873000000000000e+14	2.223200000000000e+13	2.527800000000000e+11	2.535200000000000e+9	2.534600000000000e+7	2.535700000000000e+5	2.535700000000000e+3
7.478000000000000e-1	7.066000000000000e+14	1.911400000000000e+14	1.910900000000000e+14	2.276100000000000e+13	2.588400000000000e+11	2.596000000000000e+9	2.595400000000000e+7	2.596400000000000e+5	2.596400000000000e+3
7.501000000000000e-1	7.095000000000000e+14	1.997500000000000e+14	1.996900000000000e+14	2.426400000000000e+13	2.764100000000000e+11	2.772200000000000e+9	2.771600000000000e+7	2.772600000000000e+5	2.772600000000000e+3
7.523000000000000e-1	7.125000000000000e+14	1.904400000000000e+14	1.903900000000000e+14	2.220500000000000e+13	2.519700000000000e+11	2.527000000000000e+9	2.526400000000000e+7	2.527400000000000e+5	2.527400000000000e+3
7.546000000000000e-1	7.154000000000000e+14	1.900300000000000e+14	1.899700000000000e+14	2.192100000000000e+13	2.484800000000000e+11	2.491900000000000e+9	2.491300000000000e+7	2.492300000000000e+5	2.492300000000000e+3
7.568000000000000e-1	7.184000000000000e+14	1.905000000000000e+14	1.904300000000000e+14	2.180600000000000e+13	2.469600000000000e+11	2.476700000000000e+9	2.476100000000000e+7	2.477100000000000e+5	2.477100000000000e+3
7.591000000000000e-1	7.213000000000000e+14	1.911300000000000e+14	1.910600000000000e+14	2.172100000000000e+13	2.458100000000000e+11	2.465100000000000e+9	2.464500000000000e+7	2.465500000000000e+5	2.465500000000000e+3
7.614000000000000e-1	7.243000000000000e+14	1.918100000000000e+14	1.917400000000000e+14	2.164500000000000e+13	2.447700000000000e+11	2.454600000000000e+9	2.454000000000000e+7	2.455000000000000e+5	2.455000000000000e+3
7.637000000000000e-1	7.272000000000000e+14	1.925100000000000e+14	1.924300000000000e+14	2.157300000000000e+13	2.437700000000000e+11	2.444600000000000e+9	2.444000000000000e+7	2.445000000000000e+5	2.445000000000000e+3
7.660000000000000e-1	7.302000000000000e+14	1.932200000000000e+14	1.931400000000000e+14	2.150200000000000e+13	2.428000000000000e+11	2.434700000000000e+9	2.434200000000000e+7	2.435100000000000e+5	2.435100000000000e+3
7.683000000000000e-1	7.331000000000000e+14	1.939300000000000e+14	1.938500000000000e+14	2.143300000000000e+13	2.418300000000000e+11	2.425000000000000e+9	2.424500000000000e+7	2.425400000000000e+5	2.425400000000000e+3
7.706000000000000e-1	7.360000000000000e+14	1.946500000000000e+14	1.945600000000000e+14	2.136300000000000e+13	2.408800000000000e+11	2.415400000000000e+9	2.414800000000000e+7	2.415800000000000e+5	2.415800000000000e+3
7.729000000000000e-1	7.390000000000000e+14	1.953700000000000e+14	1.952800000000000e+14	2.129400000000000e+13	2.399200000000000e+11	2.405800000000000e+9	2.405200000000000e+7	2.406200000000000e+5	2.406200000000000e+3
7.752000000000000e-1	7.419000000000000e+14	1.960900000000000e+14	1.959900000000000e+14	2.122400000000000e+13	2.389700000000000e+11	2.396200000000000e+9	2.395600000000000e+7	2.396600000000000e+5	2.396600000000000e+3
7.775000000000000e-1	7.449000000000000e+14	1.968100000000000e+14	1.967100000000000e+14	2.115500000000000e+13	2.380200000000000e+11	2.386600000000000e+9	2.386100000000000e+7	2.387000000000000e+5	2.387000000000000e+3
7.799000000000000e-1	7.478000000000000e+14	1.975300000000000e+14	1.974200000000000e+14	2.108500000000000e+13	2.370700000000000e+11	2.377100000000000e+9	2.376500000000000e+7	2.377400000000000e+5	2.377400000000000e+3
7.822000000000000e-1	7.507000000000000e+14	1.982500000000000e+14	1.981300000000000e+14	2.101600000000000e+13	2.361200000000000e+11	2.367500000000000e+9	2.366900000000000e+7	2.367900000000000e+5	2.367900000000000e+3
7.846000000000000e-1	7.536000000000000e+14	1.989700000000000e+14	1.988500000000000e+14	2.094600000000000e+13	2.351700000000000e+11	2.357900000000000e+9	2.357400000000000e+7	2.358300000000000e+5	2.358300000000000e+3
7.869000000000000e-1	7.566000000000000e+14	1.996900000000000e+14	1.995600000000000e+14	2.087600000000000e+13	2.342200000000000e+11	2.348400000000000e+9	2.347800000000000e+7	2.348700000000000e+5	2.348700000000000e+3
7.893000000000000e-1	7.595000000000000e+14	2.004000000000000e+14	2.002700000000000e+14	2.080500000000000e+13	2.332700000000000e+11	2.338800000000000e+9	2.338200000000000e+7	2.339200000000000e+5	2.339200000000000e+3
7.917000000000000e-1	7.624000000000000e+14	2.011200000000000e+14	2.009800000000000e+14	2.073500000000000e+13	2.323200000000000e+11	2.329200000000000e+9	2.328700000000000e+7	2.329600000000000e+5	2.329600000000000e+3
7.940000000000000e-1	7.653000000000000e+14	2.018400000000000e+14	2.016800000000000e+14	2.066400000000000e+13	2.313700000000000e+11	2.319600000000000e+9	2.319100000000000e+7	2.320000000000000e+5	2.320000000000000e+3
7.964000000000000e-1	7.682000000000000e+14	2.025500000000000e+14	2.023900000000000e+14	2.059300000000000e+13	2.304100000000000e+11	2.310100000000000e+9	2.309500000000000e+7	2.310400000000000e+5	2.310400000000000e+3
7.988000000000000e-1	7.711000000000000e+14	2.032600000000000e+14	2.030900000000000e+14	2.052100000000000e+13	2.294600000000000e+11	2.300500000000000e+9	2.299900000000000e+7	2.300800000000000e+5	2.300800000000000e+3
8.120000000000000e-1	7.870000000000000e+14	2.071600000000000e+14	2.069400000000000e+14	2.012800000000000e+13	2.242500000000000e+11	2.248100000000000e+9	2.247500000000000e+7	2.248400000000000e+5	2.248400000000000e+3
8.366000000000000e-1	8.154000000000000e+14	2.140000000000000e+14	2.136400000000000e+14	1.939500000000000e+13	2.147300000000000e+11	2.152300000000000e+9	2.151700000000000e+7	2.152600000000000e+5	2.152600000000000e+3
8.619000000000000e-1	8.431000000000000e+14	2.207200000000000e+14	2.201400000000000e+14	1.864400000000000e+13	2.051800000000000e+11	2.056300000000000e+9	2.055800000000000e+7	2.056600000000000e+5	2.056600000000000e+3
8.880000000000000e-1	8.700000000000000e+14	2.271500000000000e+14	2.262700000000000e+14	1.787700000000000e+13	1.956400000000000e+11	1.960400000000000e+9	1.959900000000000e+7	1.960700000000000e+5	1.960700000000000e+3
9.148000000000000e-1	8.957000000000000e+14	2.332900000000000e+14	2.319900000000000e+14	1.709800000000000e+13	1.861200000000000e+11	1.864800000000000e+9	1.864300000000000e+7	1.865100000000000e+5	1.865100000000000e+3
9.425000000000000e-1	9.201000000000000e+14	2.390700000000000e+14	2.372000000000000e+14	1.631100000000000e+13	1.766600000000000e+11	1.769800000000000e+9	1.769300000000000e+7	1.770000000000000e+5	1.770000000000000e+3
9.782000000000000e-1	9.485000000000000e+14	2.457300000000000e+14	2.428600000000000e+14	1.532100000000000e+13	1.649700000000000e+11	1.652500000000000e+9	1.652000000000000e+7	1.652700000000000e+5	1.652700000000000e+3
1.008000000000000e+0	9.689000000000000e+14	2.446000000000000e+14	2.446000000000000e+14	1.910000000000000e+14	4.758800000000000e+12	4.892700000000000e+10	4.893800000000000e+8	4.895900000000000e+6	4.895900000000000e+4
1.031000000000000e+0	9.832000000000000e+14	2.436700000000000e+14	2.436700000000000e+14	1.861200000000000e+14	4.484900000000000e+12	4.605200000000000e+10	4.606100000000000e+8	4.608100000000000e+6	4.608100000000000e+4
1.062000000000000e+0	1.000000000000000e+15	2.477100000000000e+14	2.477200000000000e+14	1.834300000000000e+14	4.235000000000000e+12	4.341600000000000e+10	4.342400000000000e+8	4.344200000000000e+6	4.344200000000000e+4
1.094000000000000e+0	1.014000000000000e+15	2.511300000000000e+14	2.511400000000000e+14	1.799200000000000e+14	3.985700000000000e+12	4.079900000000000e+10	4.080500000000000e+8	4.082200000000000e+6	4.082200000000000e+4
1.127000000000000e+0	1.026000000000000e+15	2.538800000000000e+14	2.538800000000000e+14	1.756200000000000e+14	3.738300000000000e+12	3.821100000000000e+10	3.821600000000000e+8	3.823200000000000e+6	3.823200000000000e+4
1.161000000000000e+0	1.035000000000000e+15	2.558900000000000e+14	2.558900000000000e+14	1.705800000000000e+14	3.494000000000000e+12	3.566600000000000e+10	3.567000000000000e+8	3.568500000000000e+6	3.568500000000000e+4
1.196000000000000e+0	1.041000000000000e+15	2.570600000000000e+14	2.570700000000000e+14	1.648200000000000e+14	3.254000000000000e+12	3.317500000000000e+10	3.317700000000000e+8	3.319100000000000e+6	3.319100000000000e+4
1.232000000000000e+0	1.043000000000000e+15	2.574900000000000e+14	2.574900000000000e+14	1.584600000000000e+14	3.019500000000000e+12	3.074600000000000e+10	3.074700000000000e+8	3.076000000000000e+6	3.076000000000000e+4
1.270000000000000e+0	1.042000000000000e+15	2.570600000000000e+14	2.570600000000000e+14	1.515500000000000e+14	2.791300000000000e+12	2.839000000000000e+10	2.839100000000000e+8	2.840300000000000e+6	2.840300000000000e+4
1.308000000000000e+0	1.038000000000000e+15	2.557500000000000e+14	2.557500000000000e+14	1.441800000000000e+14	2.570400000000000e+12	2.611500000000000e+10	2.611500000000000e+8	2.612600000000000e+6	2.612600000000000e+4
1.348000000000000e+0	1.030000000000000e+15	2.535500000000000e+14	2.535500000000000e+14	1.364300000000000e+14	2.357600000000000e+12	2.392900000000000e+10	2.392900000000000e+8	2.393900000000000e+6	2.393900000000000e+4
1.388000000000000e+0	1.018000000000000e+15	2.504500000000000e+14	2.504500000000000e+14	1.284000000000000e+14	2.153600000000000e+12	2.183800000000000e+10	2.183700000000000e+8	2.184700000000000e+6	2.184700000000000e+4
1.430000000000000e+0	1.003000000000000e+15	2.464500000000000e+14	2.464500000000000e+14	1.201700000000000e+14	1.959100000000000e+12	1.984800000000000e+10	1.984700000000000e+8	1.985500000000000e+6	1.985500000000000e+4
1.474000000000000e+0	9.846000000000000e+14	2.415500000000000e+14	2.415500000000000e+14	1.118400000000000e+14	1.774500000000000e+12	1.796300000000000e+10	1.796200000000000e+8	1.796900000000000e+6	1.796900000000000e+4
1.518000000000000e+0	9.623000000000000e+14	2.357900000000000e+14	2.357900000000000e+14	1.034900000000000e+14	1.600300000000000e+12	1.618600000000000e+10	1.618500000000000e+8	1.619100000000000e+6	1.619100000000000e+4
1.564000000000000e+0	9.367000000000000e+14	2.291800000000000e+14	2.291800000000000e+14	9.521800000000000e+13	1.436600000000000e+12	1.452000000000000e+10	1.451800000000000e+8	1.452400000000000e+6	1.452400000000000e+4
1.611000000000000e+0	9.079000000000000e+14	2.215500000000000e+14	2.215500000000000e+14	8.706500000000000e+13	1.283700000000000e+12	1.296500000000000e+10	1.296400000000000e+8	1.296900000000000e+6	1.296900000000000e+4
1.660000000000000e+0	8.762000000000000e+14	2.134100000000000e+14	2.134100000000000e+14	7.916300000000000e+13	1.141600000000000e+12	1.152200000000000e+10	1.152100000000000e+8	1.152600000000000e+6	1.152600000000000e+4
1.710000000000000e+0	8.417000000000000e+14	2.044200000000000e+14	2.044200000000000e+14	7.152700000000000e+13	1.010200000000000e+12	1.019000000000000e+10	1.018900000000000e+8	1.019300000000000e+6	1.019300000000000e+4
1.772000000000000e+0	7.977000000000000e+14	1.933400000000000e+14	1.933400000000000e+14	6.298600000000000e+13	8.689300000000000e+11	8.759400000000000e+9	8.758200000000000e+7	8.761800000000000e+5	8.761800000000000e+3
1.825000000000000e+0	7.584000000000000e+14	1.835100000000000e+14	1.835200000000000e+14	1.104500000000000e+14	2.066400000000000e+12	2.102900000000000e+10	2.102900000000000e+8	2.103700000000000e+6	2.103700000000000e+4
1.870000000000000e+0	7.249000000000000e+14	1.752300000000000e+14	1.752400000000000e+14	1.024800000000000e+14	1.875400000000000e+12	1.907100000000000e+10	1.907000000000000e+8	1.907800000000000e+6	1.907800000000000e+4
1.927000000000000e+0	6.827000000000000e+14	1.648800000000000e+14	1.648900000000000e+14	9.300700000000000e+13	1.658200000000000e+12	1.684700000000000e+10	1.684700000000000e+8	1.685400000000000e+6	1.685400000000000e+4
1.985000000000000e+0	6.396000000000000e+14	1.543100000000000e+14	1.543100000000000e+14	8.386700000000000e+13	1.458100000000000e+12	1.480300000000000e+10	1.480200000000000e+8	1.480800000000000e+6	1.480800000000000e+4
2.045000000000000e+0	5.959000000000000e+14	1.436100000000000e+14	1.436100000000000e+14	7.512600000000000e+13	1.275100000000000e+12	1.293400000000000e+10	1.293300000000000e+8	1.293900000000000e+6	1.293900000000000e+4
2.107000000000000e+0	5.521000000000000e+14	1.328900000000000e+14	1.328900000000000e+14	6.684700000000000e+13	1.108500000000000e+12	1.123700000000000e+10	1.123600000000000e+8	1.124000000000000e+6	1.124000000000000e+4
2.171000000000000e+0	5.084000000000000e+14	1.208000000000000e+14	1.208000000000000e+14	5.882200000000000e+13	9.579100000000000e+11	9.704300000000000e+9	9.703500000000000e+7	9.707500000000000e+5	9.707500000000000e+3
2.236000000000000e+0	4.654000000000000e+14	1.097200000000000e+14	1.097200000000000e+14	5.150800000000000e+13	8.227500000000000e+11	8.330100000000000e+9	8.329200000000000e+7	8.332700000000000e+5	8.332700000000000e+3
2.304000000000000e+0	4.234000000000000e+14	9.961000000000000e+13	9.961200000000000e+13	4.487600000000000e+13	7.022600000000000e+11	7.105700000000000e+9	7.104900000000000e+7	7.107800000000000e+5	7.107800000000000e+3
2.374000000000000e+0	3.827000000000000e+14	8.984300000000000e+13	8.984500000000000e+13	3.881200000000000e+13	5.955300000000000e+11	6.022200000000000e+9	6.021500000000000e+7	6.023900000000000e+5	6.023900000000000e+3
2.445000000000000e+0	3.437000000000000e+14	8.047400000000000e+13	8.047500000000000e+13	3.331500000000000e+13	5.016600000000000e+11	5.070000000000000e+9	5.069400000000000e+7	5.071500000000000e+5	5.071500000000000e+3
2.519000000000000e+0	3.065000000000000e+14	7.159700000000000e+13	7.159800000000000e+13	2.837900000000000e+13	4.196800000000000e+11	4.239200000000000e+9	4.238600000000000e+7	4.240400000000000e+5	4.240400000000000e+3
2.595000000000000e+0	2.714000000000000e+14	5.536800000000000e+13	5.536800000000000e+13	2.306300000000000e+13	3.482200000000000e+11	3.519500000000000e+9	3.519100000000000e+7	3.520500000000000e+5	3.520500000000000e+3
2.674000000000000e+0	2.386000000000000e+14	4.836100000000000e+13	4.836100000000000e+13	1.934500000000000e+13	2.871500000000000e+11	2.900900000000000e+9	2.900500000000000e+7	2.901700000000000e+5	2.901700000000000e+3
2.755000000000000e+0	2.082000000000000e+14	4.191700000000000e+13	4.191700000000000e+13	1.609300000000000e+13	2.350200000000000e+11	2.373100000000000e+9	2.372800000000000e+7	2.373700000000000e+5	2.373700000000000e+3
2.838000000000000e+0	1.803000000000000e+14	3.604500000000000e+13	3.604500000000000e+13	1.327600000000000e+13	1.908700000000000e+11	1.926400000000000e+9	1.926100000000000e+7	1.926900000000000e+5	1.926900000000000e+3
2.924000000000000e+0	1.549000000000000e+14	3.074300000000000e+13	3.074400000000000e+13	1.085700000000000e+13	1.537800000000000e+11	1.551400000000000e+9	1.551100000000000e+7	1.551800000000000e+5	1.551800000000000e+3
3.012000000000000e+0	1.319000000000000e+14	2.539300000000000e+13	2.539300000000000e+13	8.747600000000000e+12	1.228600000000000e+11	1.239200000000000e+9	1.239000000000000e+7	1.239500000000000e+5	1.239500000000000e+3
3.103000000000000e+0	1.115000000000000e+14	2.127200000000000e+13	2.127200000000000e+13	7.027100000000000e+12	9.734900000000000e+10	9.814600000000000e+8	9.812900000000000e+6	9.816900000000000e+4	9.816900000000000e+2
3.197000000000000e+0	9.336000000000000e+13	1.766000000000000e+13	1.766100000000000e+13	5.592700000000000e+12	7.646300000000000e+10	7.706100000000000e+8	7.704700000000000e+6	7.707900000000000e+4	7.707900000000000e+2
3.294000000000000e+0	7.750000000000000e+13	1.453600000000000e+13	1.453600000000000e+13	4.409500000000000e+12	5.952200000000000e+10	5.996600000000000e+8	5.995500000000000e+6	5.997900000000000e+4	5.997900000000000e+2
3.393000000000000e+0	6.374000000000000e+13	1.184500000000000e+13	1.184500000000000e+13	3.442200000000000e+12	4.590700000000000e+10	4.623400000000000e+8	4.622500000000000e+6	4.624400000000000e+4	4.624400000000000e+2
3.496000000000000e+0	5.192000000000000e+13	9.595000000000000e+12	9.595100000000000e+12	2.662400000000000e+12	3.507100000000000e+10	3.530900000000000e+8	3.530200000000000e+6	3.531600000000000e+4	3.531600000000000e+2
3.602000000000000e+0	4.189000000000000e+13	7.667300000000000e+12	7.667300000000000e+12	2.036600000000000e+12	2.653100000000000e+10	2.670200000000000e+8	2.669700000000000e+6	2.670800000000000e+4	2.670800000000000e+2
3.710000000000000e+0	3.345000000000000e+13	6.063000000000000e+12	6.063000000000000e+12	1.541400000000000e+12	1.986800000000000e+10	1.999100000000000e+8	1.998700000000000e+6	1.999500000000000e+4	1.999500000000000e+2
3.823000000000000e+0	2.644000000000000e+13	4.743700000000000e+12	4.743700000000000e+12	1.154100000000000e+12	1.472400000000000e+10	1.481100000000000e+8	1.480800000000000e+6	1.481400000000000e+4	1.481400000000000e+2
3.939000000000000e+0	2.064000000000000e+13	3.665800000000000e+12	3.665800000000000e+12	8.530700000000000e+11	1.077800000000000e+10	1.083900000000000e+8	1.083600000000000e+6	1.084100000000000e+4	1.084100000000000e+2
4.091000000000000e+0	1.475000000000000e+13	3.681000000000000e+12	3.681000000000000e+12	2.908400000000000e+12	7.378200000000000e+10	7.606800000000000e+8	7.589600000000000e+6	7.597100000000000e+4	7.597100000000000e+2
4.295000000000000e+0	9.412000000000000e+12	2.349700000000000e+12	2.349700000000000e+12	1.767400000000000e+12	4.162800000000000e+10	4.279700000000000e+8	4.269800000000000e+6	4.274000000000000e+4	4.274000000000000e+2
