#depth	Te	Htot	hden	eden	2H_2/H	HI	HII	HeI	HeII	HeIII	CO/C	C1	C2	C3	C4	O1	O2	O3	O4	O5	O6	AV(point)	AV(extend)
201830000000000000.00	1.9571	-16.271	6.5664	3.0155	-0.0201	-1.3443	-9.2509	0	-8.7283	-9.7341	-2.4863	-0.9262	-0.057	-8.1692	-35.9298	-0.0011	-10.4375	-10.6637	-35.9298	-35.9298	-35.9298	5.50E+00	4.01E+00
201837000000000000.00	1.9546	-16.281	6.5664	3.0142	-0.0193	-1.3629	-9.2716	0	-8.7329	-9.7521	-2.4734	-0.9175	-0.0583	-8.1719	-35.9298	-0.0011	-10.4575	-10.6503	-35.9298	-35.9298	-35.9298	5.51E+00	4.02E+00
201845000000000000.00	1.9518	-16.28	6.573	3.0187	-0.0185	-1.3806	-9.2872	0	-8.7477	-9.7784	-2.4504	-0.9024	-0.0605	-8.184	-35.9298	-0.0012	-10.4853	-10.6449	-35.9298	-35.9298	-35.9298	5.53E+00	4.03E+00
201852000000000000.00	1.9493	-16.29	6.573	3.0173	-0.0177	-1.3995	-9.3073	0	-8.7524	-9.7964	-2.4373	-0.8935	-0.0619	-8.1866	-35.9298	-0.0012	-10.5048	-10.6314	-35.9298	-35.9298	-35.9298	5.54E+00	4.04E+00
201861000000000000.00	1.9465	-16.289	6.5795	3.0217	-0.017	-1.4172	-9.3224	0	-8.7673	-9.8227	-2.4142	-0.8784	-0.0643	-8.1995	-35.9298	-0.0013	-10.5323	-10.6259	-35.9298	-35.9298	-35.9298	5.56E+00	4.05E+00
201867000000000000.00	1.944	-16.299	6.5795	3.0201	-0.0162	-1.4362	-9.3418	0	-8.772	-9.8406	-2.4008	-0.8695	-0.0657	-8.2029	-35.9298	-0.0013	-10.5512	-10.6122	-35.9298	-35.9298	-35.9298	5.58E+00	4.06E+00
201875000000000000.00	1.941	-16.298	6.5861	3.0245	-0.0155	-1.4541	-9.3562	0	-8.787	-9.8669	-2.3777	-0.8544	-0.0683	-8.2168	-35.9298	-0.0014	-10.5785	-10.6067	-35.9298	-35.9298	-35.9298	5.59E+00	4.08E+00
201880000000000000.00	1.9388	-16.308	6.5861	3.023	-0.0149	-1.4728	-9.374	0	-8.7911	-9.884	-2.3663	-0.8472	-0.0695	-8.2193	-35.9298	-0.0014	-10.596	-10.5924	-35.9298	-35.9298	-35.9298	5.60E+00	4.08E+00
201886000000000000.00	1.9356	-16.307	6.5912	3.0265	-0.0144	-1.4857	-9.3919	0	-8.8022	-9.9032	-2.3493	-0.8365	-0.0714	-8.2322	-35.9298	-0.0015	-10.613	-10.5888	-35.9298	-35.9298	-35.9298	5.62E+00	4.09E+00
201890000000000000.00	1.9344	-16.314	6.5912	3.0252	-0.014	-1.4996	-9.3949	0	-8.806	-9.9165	-2.3395	-0.83	-0.0726	-8.2341	-35.9298	-0.0015	-10.6299	-10.5787	-35.9298	-35.9298	-35.9298	5.63E+00	4.10E+00
201896000000000000.00	1.9316	-16.314	6.5959	3.0283	-0.0136	-1.512	-9.4115	0	-8.8165	-9.9345	-2.3234	-0.8199	-0.0745	-8.2462	-35.9298	-0.0015	-10.6457	-10.5751	-35.9298	-35.9298	-35.9298	5.64E+00	4.11E+00
201901000000000000.00	1.9304	-16.322	6.5959	3.0269	-0.0132	-1.5253	-9.4238	0	-8.82	-9.9466	-2.3136	-0.8134	-0.0757	-8.2483	-35.9298	-0.0016	-10.6578	-10.5655	-35.9298	-35.9298	-35.9298	5.65E+00	4.12E+00
201906000000000000.00	1.9273	-16.322	6.6008	3.0301	-0.0128	-1.538	-9.427	0	-8.8308	-9.9654	-2.2972	-0.8034	-0.0777	-8.2613	-35.9298	-0.0016	-10.679	-10.5619	-35.9298	-35.9298	-35.9298	5.66E+00	4.13E+00
201911000000000000.00	1.926	-16.33	6.6008	3.029	-0.0124	-1.5516	-9.4394	0	-8.8347	-9.9783	-2.2872	-0.7965	-0.079	-8.2643	-35.9298	-0.0017	-10.6913	-10.5521	-35.9298	-35.9298	-35.9298	5.67E+00	4.13E+00
201917000000000000.00	1.9228	-16.33	6.6059	3.0321	-0.012	-1.5645	-9.4477	0	-8.846	-9.9972	-2.2704	-0.7868	-0.081	-8.278	-35.9298	-0.0017	-10.7108	-10.5486	-35.9298	-35.9298	-35.9298	5.68E+00	4.14E+00
201921000000000000.00	1.9214	-16.338	6.6059	3.0309	-0.0116	-1.5782	-9.4597	0	-8.8498	-10.0099	-2.2603	-0.78	-0.0825	-8.2813	-35.9298	-0.0018	-10.7228	-10.5387	-35.9298	-35.9298	-35.9298	5.69E+00	4.15E+00
201927000000000000.00	1.9182	-16.339	6.6111	3.034	-0.0113	-1.591	-9.4674	0	-8.8611	-10.0286	-2.2435	-0.7705	-0.0845	-8.2955	-35.9298	-0.0019	-10.7423	-10.5353	-35.9298	-35.9298	-35.9298	5.71E+00	4.16E+00
201931000000000000.00	1.9167	-16.347	6.6111	3.0328	-0.0109	-1.6047	-9.479	0	-8.8649	-10.0412	-2.2334	-0.7637	-0.086	-8.2993	-35.9298	-0.0019	-10.7538	-10.5255	-35.9298	-35.9298	-35.9298	5.72E+00	4.17E+00
201937000000000000.00	1.9133	-16.348	6.6165	3.036	-0.0106	-1.6175	-9.4862	0	-8.8765	-10.06	-2.2164	-0.7544	-0.0881	-8.3143	-35.9298	-0.002	-10.7734	-10.5223	-35.9298	-35.9298	-35.9298	5.73E+00	4.18E+00
201941000000000000.00	1.9117	-16.356	6.6165	3.0348	-0.0103	-1.631	-9.4975	0	-8.8806	-10.0727	-2.2062	-0.7476	-0.0897	-8.3187	-35.9298	-0.002	-10.7849	-10.5127	-35.9298	-35.9298	-35.9298	5.74E+00	4.18E+00
201947000000000000.00	1.9084	-16.358	6.622	3.0379	-0.01	-1.6438	-9.5041	0	-8.8922	-10.0913	-2.1892	-0.7382	-0.0919	-8.3341	-35.9298	-0.0021	-10.8044	-10.5096	-35.9298	-35.9298	-35.9298	5.75E+00	4.19E+00
201951000000000000.00	1.9067	-16.366	6.622	3.0366	-0.0097	-1.6572	-9.5151	0	-8.8962	-10.1036	-2.1789	-0.7313	-0.0936	-8.3387	-35.9298	-0.0022	-10.8155	-10.5	-35.9298	-35.9298	-35.9298	5.76E+00	4.20E+00
201957000000000000.00	1.9033	-16.367	6.6276	3.0396	-0.0094	-1.67	-9.5214	0	-8.908	-10.1221	-2.1617	-0.7217	-0.096	-8.3544	-35.9298	-0.0022	-10.8351	-10.497	-35.9298	-35.9298	-35.9298	5.78E+00	4.21E+00
201961000000000000.00	1.9016	-16.375	6.6276	3.0382	-0.0091	-1.6834	-9.532	0	-8.9121	-10.1342	-2.1513	-0.7144	-0.0978	-8.3592	-35.9298	-0.0023	-10.8458	-10.4875	-35.9298	-35.9298	-35.9298	5.79E+00	4.22E+00
201966000000000000.00	1.8983	-16.376	6.633	3.0408	-0.0088	-1.6962	-9.5383	0	-8.9239	-10.1523	-2.134	-0.7041	-0.1005	-8.3746	-35.9298	-0.0024	-10.8653	-10.4844	-35.9298	-35.9298	-35.9298	5.80E+00	4.23E+00
201971000000000000.00	1.8967	-16.384	6.633	3.0391	-0.0086	-1.7097	-9.5488	0	-8.9282	-10.1642	-2.1232	-0.696	-0.1026	-8.3791	-35.9298	-0.0025	-10.8759	-10.4749	-35.9298	-35.9298	-35.9298	5.81E+00	4.23E+00
201976000000000000.00	1.8931	-16.386	6.6393	3.0426	-0.0083	-1.7225	-9.5562	0	-8.9416	-10.184	-2.1052	-0.687	-0.1051	-8.3968	-35.9298	-0.0026	-10.8961	-10.4727	-35.9298	-35.9298	-35.9298	5.82E+00	4.24E+00
201980000000000000.00	1.8921	-16.393	6.6393	3.0401	-0.008	-1.7365	-9.5664	0	-8.9455	-10.1948	-2.0942	-0.6776	-0.1078	-8.3991	-35.9298	-0.0026	-10.9063	-10.4625	-35.9298	-35.9298	-35.9298	5.83E+00	4.25E+00
201985000000000000.00	1.8888	-16.4	6.6393	3.0374	-0.0079	-1.747	-9.5668	0	-8.9499	-10.2042	-2.0827	-0.6667	-0.1109	-8.4076	-35.9298	-0.0027	-10.9201	-10.4561	-35.9298	-35.9298	-35.9298	5.84E+00	4.26E+00
201992000000000000.00	1.888	-16.398	6.6462	3.0395	-0.0075	-1.7642	-9.5873	0	-8.9664	-10.2264	-2.0595	-0.6493	-0.1161	-8.418	-35.9298	-0.0028	-10.9392	-10.4513	-35.9298	-35.9298	-35.9298	5.86E+00	4.27E+00
201996000000000000.00	1.8856	-16.407	6.6462	3.0358	-0.0073	-1.7815	-9.5994	0	-8.9712	-10.2392	-2.0465	-0.6381	-0.1196	-8.4224	-35.9298	-0.0029	-10.9516	-10.4384	-35.9298	-35.9298	-35.9298	5.87E+00	4.28E+00
202001000000000000.00	1.8824	-16.415	6.6462	3.0324	-0.0071	-1.7926	-9.5966	0	-8.976	-10.2486	-2.0345	-0.6265	-0.1233	-8.4304	-35.9298	-0.003	-10.967	-10.4315	-35.9298	-35.9298	-35.9298	5.88E+00	4.29E+00
202008000000000000.00	1.8813	-16.414	6.6536	3.0341	-0.0068	-1.8107	-9.6177	0	-8.9935	-10.2713	-2.0101	-0.6078	-0.1297	-8.4414	-35.9298	-0.0032	-10.9868	-10.4265	-35.9298	-35.9298	-35.9298	5.90E+00	4.30E+00
202012000000000000.00	1.879	-16.423	6.6536	3.0303	-0.0065	-1.829	-9.6303	0	-8.9991	-10.2847	-1.9965	-0.5954	-0.1341	-8.4461	-35.9298	-0.0033	-10.9996	-10.4128	-35.9298	-35.9298	-35.9298	5.91E+00	4.31E+00
202018000000000000.00	1.8762	-16.432	6.6536	3.026	-0.0063	-1.8405	-9.6259	0	-9.0045	-10.2939	-1.9843	-0.5838	-0.1383	-8.4519	-35.9298	-0.0034	-11.0158	-10.4056	-35.9298	-35.9298	-35.9298	5.92E+00	4.32E+00
202024000000000000.00	1.8739	-16.432	6.661	3.0264	-0.0061	-1.8586	-9.647	0	-9.0222	-10.3154	-1.9595	-0.5644	-0.1459	-8.465	-35.9298	-0.0036	-11.0355	-10.4008	-35.9298	-35.9298	-35.9298	5.94E+00	4.33E+00
202029000000000000.00	1.8706	-16.442	6.661	3.0214	-0.0058	-1.8772	-9.6503	0	-9.0281	-10.3283	-1.9455	-0.5515	-0.1511	-8.471	-35.9298	-0.0037	-11.0526	-10.3869	-35.9298	-35.9298	-35.9298	5.95E+00	4.34E+00
202034000000000000.00	1.8689	-16.444	6.6664	3.0208	-0.0056	-1.8913	-9.6661	0	-9.0415	-10.3441	-1.9268	-0.5365	-0.1576	-8.4797	-35.9298	-0.0039	-11.0673	-10.3827	-35.9298	-35.9298	-35.9298	5.97E+00	4.35E+00
202038000000000000.00	1.8667	-16.454	6.6664	3.016	-0.0054	-1.9064	-9.6759	0	-9.0467	-10.3536	-1.9143	-0.5246	-0.1629	-8.4833	-35.9298	-0.004	-11.0773	-10.372	-35.9298	-35.9298	-35.9298	5.98E+00	4.36E+00
202044000000000000.00	1.8632	-16.458	6.6711	3.0134	-0.0052	-1.9211	-9.6748	0	-9.0593	-10.3684	-1.8957	-0.5092	-0.1701	-8.4947	-35.9298	-0.0042	-11.1007	-10.3667	-35.9298	-35.9298	-35.9298	5.99E+00	4.37E+00
202048000000000000.00	1.8606	-16.469	6.6711	3.0079	-0.0051	-1.9367	-9.6852	0	-9.0654	-10.3785	-1.8821	-0.496	-0.1765	-8.4989	-35.9298	-0.0043	-11.1112	-10.3558	-35.9298	-35.9298	-35.9298	6.00E+00	4.37E+00
202054000000000000.00	1.8577	-16.472	6.6781	3.0062	-0.0049	-1.9535	-9.6937	0	-9.0821	-10.3965	-1.8595	-0.478	-0.1859	-8.5108	-35.9298	-0.0045	-11.1344	-10.3513	-35.9298	-35.9298	-35.9298	6.02E+00	4.39E+00
202058000000000000.00	1.8539	-16.484	6.6781	2.9994	-0.0047	-1.971	-9.7044	0	-9.0879	-10.4062	-1.8457	-0.4649	-0.1931	-8.5153	-35.9298	-0.0047	-11.1452	-10.3385	-35.9298	-35.9298	-35.9298	6.03E+00	4.39E+00
202064000000000000.00	1.8515	-16.487	6.6843	2.9972	-0.0045	-1.9863	-9.7096	0	-9.1031	-10.4217	-1.8257	-0.4489	-0.2023	-8.5246	-35.9298	-0.0049	-11.1671	-10.3342	-35.9298	-35.9298	-35.9298	6.04E+00	4.40E+00
202068000000000000.00	1.8476	-16.5	6.6843	2.9899	-0.0044	-2.0022	-9.7195	0	-9.1089	-10.4299	-1.8127	-0.4363	-0.2099	-8.5299	-35.9298	-0.005	-11.1769	-10.3229	-35.9298	-35.9298	-35.9298	6.05E+00	4.41E+00
202073000000000000.00	1.845	-16.503	6.6911	2.9873	-0.0042	-2.0181	-9.7243	0	-9.1249	-10.4455	-1.7921	-0.4201	-0.2204	-8.5395	-35.9298	-0.0053	-11.1999	-10.3186	-35.9298	-35.9298	-35.9298	6.07E+00	4.42E+00
202077000000000000.00	1.841	-16.517	6.6911	2.9792	-0.004	-2.0345	-9.7342	0	-9.1309	-10.4532	-1.779	-0.4076	-0.2289	-8.5444	-35.9298	-0.0055	-11.2097	-10.3068	-35.9298	-35.9298	-35.9298	6.08E+00	4.43E+00
202082000000000000.00	1.8375	-16.522	6.6979	2.9749	-0.0039	-2.051	-9.7389	0	-9.1466	-10.4671	-1.7588	-0.3919	-0.2402	-8.554	-35.9298	-0.0057	-11.2326	-10.3019	-35.9298	-35.9298	-35.9298	6.09E+00	4.44E+00
202086000000000000.00	1.8335	-16.537	6.6979	2.9664	-0.0037	-2.0666	-9.7479	0	-9.1525	-10.4738	-1.7455	-0.3791	-0.2498	-8.5588	-35.9298	-0.0059	-11.2416	-10.2909	-35.9298	-35.9298	-35.9298	6.10E+00	4.45E+00
202091000000000000.00	1.8296	-16.541	6.7061	2.9616	-0.0036	-2.0843	-9.7501	0	-9.1711	-10.4899	-1.7235	-0.3628	-0.2631	-8.5697	-35.9298	-0.0062	-11.2692	-10.2864	-35.9298	-35.9298	-35.9298	6.12E+00	4.46E+00
202095000000000000.00	1.8256	-16.557	6.7061	2.9528	-0.0035	-2.1014	-9.7596	0	-9.1771	-10.496	-1.7105	-0.3504	-0.2737	-8.5735	-35.9298	-0.0064	-11.2786	-10.2739	-35.9298	-35.9298	-35.9298	6.13E+00	4.47E+00
202100000000000000.00	1.8218	-16.562	6.7141	2.9475	-0.0033	-2.1179	-9.7628	0	-9.195	-10.5103	-1.6898	-0.3356	-0.2873	-8.5832	-35.9298	-0.0067	-11.3038	-10.2701	-35.9298	-35.9298	-35.9298	6.14E+00	4.48E+00
202103000000000000.00	1.8183	-16.578	6.7141	2.9382	-0.0032	-2.134	-9.7712	0	-9.201	-10.5152	-1.6775	-0.324	-0.2985	-8.5852	-35.9298	-0.0069	-11.312	-10.2584	-35.9298	-35.9298	-35.9298	6.15E+00	4.48E+00
202108000000000000.00	1.8139	-16.584	6.7228	2.9337	-0.0031	-2.1509	-9.7782	0	-9.2201	-10.53	-1.6564	-0.3088	-0.3142	-8.5978	-35.9298	-0.0072	-11.337	-10.255	-35.9298	-35.9298	-35.9298	6.17E+00	4.49E+00
202111000000000000.00	1.8092	-16.601	6.7228	2.9227	-0.003	-2.1677	-9.7771	0	-9.2256	-10.534	-1.6442	-0.2979	-0.3261	-8.6009	-35.9298	-0.0075	-11.3514	-10.2425	-35.9298	-35.9298	-35.9298	6.18E+00	4.50E+00
202115000000000000.00	1.8051	-16.608	6.7312	2.9151	-0.0029	-2.1849	-9.7943	0	-9.2435	-10.5458	-1.6242	-0.2847	-0.3417	-8.6082	-35.9298	-0.0078	-11.3662	-10.2383	-35.9298	-35.9298	-35.9298	6.19E+00	4.51E+00
202119000000000000.00	1.8006	-16.62	6.7358	2.9068	-0.0027	-2.2037	-9.7929	0	-9.2564	-10.5548	-1.6075	-0.2725	-0.357	-8.6151	-35.9298	-0.0081	-11.3904	-10.2286	-35.9298	-35.9298	-35.9298	6.20E+00	4.52E+00
202122000000000000.00	1.7971	-16.632	6.7403	2.8991	-0.0026	-2.219	-9.7973	0	-9.2692	-10.5631	-1.5923	-0.2611	-0.3721	-8.62	-35.9298	-0.0084	-11.4074	-10.222	-35.9298	-35.9298	-35.9298	6.21E+00	4.53E+00
202126000000000000.00	1.7921	-16.645	6.7453	2.8889	-0.0025	-2.2366	-9.8026	0	-9.2828	-10.5708	-1.5758	-0.2491	-0.3892	-8.6264	-35.9298	-0.0087	-11.4261	-10.2141	-35.9298	-35.9298	-35.9298	6.22E+00	4.53E+00
202131000000000000.00	1.7866	-16.661	6.7509	2.8773	-0.0024	-2.2566	-9.808	0	-9.2977	-10.5788	-1.5576	-0.2364	-0.4086	-8.6327	-35.9298	-0.0091	-11.4468	-10.2048	-35.9298	-35.9298	-35.9298	6.24E+00	4.54E+00
202134000000000000.00	1.7811	-16.677	6.7565	2.8652	-0.0023	-2.2774	-9.8132	0	-9.3129	-10.5868	-1.5394	-0.2241	-0.4288	-8.6385	-35.9298	-0.0095	-11.4677	-10.1948	-35.9298	-35.9298	-35.9298	6.25E+00	4.55E+00
202138000000000000.00	1.7757	-16.693	6.7619	2.8531	-0.0022	-2.2977	-9.8181	0	-9.3274	-10.5938	-1.5222	-0.2129	-0.4489	-8.6434	-35.9298	-0.0099	-11.4876	-10.1848	-35.9298	-35.9298	-35.9298	6.26E+00	4.56E+00
202142000000000000.00	1.7703	-16.708	6.7674	2.8409	-0.0021	-2.3176	-9.8227	0	-9.3417	-10.6002	-1.5057	-0.2023	-0.4692	-8.648	-35.9298	-0.0103	-11.5072	-10.1752	-35.9298	-35.9298	-35.9298	6.27E+00	4.57E+00
202145000000000000.00	1.765	-16.725	6.7728	2.8284	-0.002	-2.3375	-9.8271	0	-9.356	-10.6061	-1.4896	-0.1923	-0.49	-8.6522	-35.9298	-0.0107	-11.5266	-10.1654	-35.9298	-35.9298	-35.9298	6.28E+00	4.58E+00
202148000000000000.00	1.7597	-16.741	6.7781	2.8158	-0.0019	-2.3574	-9.8312	0	-9.37	-10.6115	-1.474	-0.1829	-0.5109	-8.6558	-35.9298	-0.0111	-11.5455	-10.1555	-35.9298	-35.9298	-35.9298	6.29E+00	4.59E+00
202151000000000000.00	1.7546	-16.757	6.7833	2.8033	-0.0018	-2.377	-9.8351	0	-9.3836	-10.6163	-1.4591	-0.1741	-0.5318	-8.6589	-35.9298	-0.0115	-11.5638	-10.1456	-35.9298	-35.9298	-35.9298	6.30E+00	4.59E+00
202154000000000000.00	1.7496	-16.772	6.7883	2.7907	-0.0018	-2.3962	-9.8387	0	-9.3968	-10.6206	-1.4448	-0.166	-0.5527	-8.6615	-35.9298	-0.0119	-11.5817	-10.1358	-35.9298	-35.9298	-35.9298	6.31E+00	4.60E+00
202157000000000000.00	1.7446	-16.788	6.7933	2.7781	-0.0017	-2.4154	-9.8422	0	-9.4099	-10.6246	-1.4311	-0.1583	-0.5738	-8.6637	-35.9298	-0.0122	-11.5992	-10.126	-35.9298	-35.9298	-35.9298	6.32E+00	4.61E+00
202160000000000000.00	1.7397	-16.804	6.7983	2.7654	-0.0016	-2.4345	-9.8456	0	-9.4228	-10.6283	-1.4179	-0.1512	-0.595	-8.6632	-35.9298	-0.0126	-11.6164	-10.1161	-35.9298	-35.9298	-35.9298	6.33E+00	4.61E+00
202163000000000000.00	1.7349	-16.819	6.8031	2.7527	-0.0015	-2.4536	-9.8488	0	-9.4355	-10.6315	-1.4051	-0.1444	-0.6164	-8.6646	-35.9298	-0.013	-11.6334	-10.1061	-35.9298	-35.9298	-35.9298	6.34E+00	4.62E+00
202165000000000000.00	1.7302	-16.835	6.8079	2.74	-0.0015	-2.4727	-9.8518	0	-9.448	-10.6344	-1.3928	-0.138	-0.6379	-8.6657	-35.9298	-0.0134	-11.65	-10.096	-35.9298	-35.9298	-35.9298	6.35E+00	4.63E+00
202168000000000000.00	1.7255	-16.85	6.8126	2.7272	-0.0014	-2.4917	-9.8546	0	-9.4602	-10.637	-1.3809	-0.132	-0.6596	-8.6665	-35.9298	-0.0138	-11.6663	-10.0858	-35.9298	-35.9298	-35.9298	6.36E+00	4.63E+00
202170000000000000.00	1.7209	-16.865	6.8172	2.7144	-0.0013	-2.5109	-9.8572	0	-9.4721	-10.6392	-1.3694	-0.1264	-0.6815	-8.6668	-35.9298	-0.0141	-11.6823	-10.0754	-35.9298	-35.9298	-35.9298	6.37E+00	4.64E+00
202173000000000000.00	1.7164	-16.879	6.8218	2.7015	-0.0013	-2.53	-9.8597	0	-9.4838	-10.6411	-1.3584	-0.121	-0.7035	-8.6669	-35.9298	-0.0145	-11.6982	-10.0649	-35.9298	-35.9298	-35.9298	6.38E+00	4.65E+00
202175000000000000.00	1.7119	-16.894	6.8263	2.6887	-0.0012	-2.5493	-9.8619	0	-9.4952	-10.6425	-1.3477	-0.116	-0.7258	-8.6666	-35.9298	-0.0149	-11.7138	-10.0542	-35.9298	-35.9298	-35.9298	6.39E+00	4.65E+00
202177000000000000.00	1.7075	-16.908	6.8307	2.6757	-0.0012	-2.5688	-9.864	0	-9.5065	-10.6437	-1.3375	-0.1112	-0.7484	-8.6659	-35.9298	-0.0152	-11.7292	-10.0433	-35.9298	-35.9298	-35.9298	6.40E+00	4.66E+00
202180000000000000.00	1.7032	-16.922	6.8351	2.6628	-0.0011	-2.5883	-9.8719	0	-9.5174	-10.6442	-1.3276	-0.1067	-0.7712	-8.665	-35.9298	-0.0156	-11.7371	-10.0324	-35.9298	-35.9298	-35.9298	6.40E+00	4.67E+00
202182000000000000.00	1.6985	-16.941	6.8351	2.6469	-0.0011	-2.6062	-9.8668	0	-9.5211	-10.639	-1.3216	-0.1028	-0.7914	-8.6604	-35.9298	-0.0158	-11.7493	-10.0184	-35.9298	-35.9298	-35.9298	6.41E+00	4.67E+00
202184000000000000.00	1.6943	-16.951	6.8436	2.6359	-0.001	-2.6293	-9.8696	0	-9.538	-10.644	-1.3093	-0.0982	-0.8182	-8.6622	-35.9298	-0.0163	-11.7729	-10.0083	-35.9298	-35.9298	-35.9298	6.42E+00	4.68E+00
202186000000000000.00	1.69	-16.965	6.848	2.6216	-0.001	-2.6507	-9.8709	0	-9.5488	-10.6432	-1.2997	-0.0944	-0.8421	-8.6591	-35.9298	-0.0166	-11.7902	-9.9955	-35.9298	-35.9298	-35.9298	6.43E+00	4.68E+00
202188000000000000.00	1.6864	-16.982	6.848	2.6083	-0.0009	-2.6665	-9.8714	0	-9.5526	-10.6392	-1.2946	-0.0912	-0.8621	-8.6543	-35.9298	-0.0169	-11.7936	-9.9834	-35.9298	-35.9298	-35.9298	6.44E+00	4.69E+00
202190000000000000.00	1.6823	-16.992	6.8557	2.5969	-0.0009	-2.6899	-9.871	0	-9.5675	-10.6421	-1.2847	-0.0873	-0.8899	-8.6551	-35.9298	-0.0172	-11.8192	-9.9723	-35.9298	-35.9298	-35.9298	6.45E+00	4.70E+00
202193000000000000.00	1.6784	-17.012	6.8557	2.5798	-0.0009	-2.7107	-9.8682	0	-9.5716	-10.6356	-1.2793	-0.084	-0.9138	-8.6458	-35.9298	-0.0175	-11.8292	-9.9558	-35.9298	-35.9298	-35.9298	6.46E+00	4.70E+00
202195000000000000.00	1.6739	-17.02	6.8647	2.5691	-0.0008	-2.7352	-9.8744	0	-9.5889	-10.6402	-1.2677	-0.0805	-0.9433	-8.6495	-35.9298	-0.0179	-11.8514	-9.9453	-35.9298	-35.9298	-35.9298	6.46E+00	4.71E+00
202197000000000000.00	1.6699	-17.037	6.8647	2.554	-0.0008	-2.7547	-9.8744	0	-9.5919	-10.6342	-1.2632	-0.0778	-0.9655	-8.6431	-35.9298	-0.0181	-11.8557	-9.9301	-35.9298	-35.9298	-35.9298	6.47E+00	4.72E+00
202199000000000000.00	1.6664	-17.046	6.8718	2.5435	-0.0007	-2.778	-9.8753	0	-9.6052	-10.6362	-1.255	-0.0748	-0.9934	-8.6429	-35.9298	-0.0185	-11.8775	-9.9184	-35.9298	-35.9298	-35.9298	6.48E+00	4.72E+00
202201000000000000.00	1.6625	-17.064	6.8718	2.5279	-0.0007	-2.7986	-9.8697	0	-9.6081	-10.6295	-1.2513	-0.0722	-1.0179	-8.6356	-35.9298	-0.0187	-11.8907	-9.9021	-35.9298	-35.9298	-35.9298	6.49E+00	4.73E+00
202203000000000000.00	1.6587	-17.073	6.8795	2.5161	-0.0007	-2.8254	-9.8787	0	-9.6221	-10.6306	-1.2428	-0.0693	-1.049	-8.6347	-35.9298	-0.019	-11.9032	-9.8887	-35.9298	-35.9298	-35.9298	6.50E+00	4.73E+00
202205000000000000.00	1.655	-17.09	6.8795	2.5007	-0.0006	-2.8472	-9.8721	0	-9.6251	-10.6242	-1.2391	-0.067	-1.0748	-8.6272	-35.9298	-0.0192	-11.9183	-9.8715	-35.9298	-35.9298	-35.9298	6.51E+00	4.74E+00
202207000000000000.00	1.6515	-17.098	6.8868	2.4894	-0.0006	-2.8741	-9.8745	0	-9.6381	-10.6247	-1.2319	-0.0645	-1.1061	-8.6258	-35.9298	-0.0195	-11.9396	-9.8573	-35.9298	-35.9298	-35.9298	6.52E+00	4.75E+00
202209000000000000.00	1.6479	-17.115	6.8868	2.4742	-0.0006	-2.8969	-9.8688	0	-9.6405	-10.6175	-1.2291	-0.0623	-1.133	-8.618	-35.9298	-0.0197	-11.9537	-9.8394	-35.9298	-35.9298	-35.9298	6.52E+00	4.75E+00
202211000000000000.00	1.6444	-17.123	6.8939	2.4628	-0.0005	-2.9255	-9.8759	0	-9.6527	-10.6169	-1.2228	-0.06	-1.1662	-8.6162	-35.9298	-0.0199	-11.9667	-9.8243	-35.9298	-35.9298	-35.9298	6.53E+00	4.76E+00
202213000000000000.00	1.6409	-17.14	6.8939	2.4472	-0.0005	-2.9503	-9.8694	0	-9.6548	-10.6091	-1.2206	-0.0579	-1.1952	-8.6064	-35.9298	-0.0201	-11.9824	-9.8048	-35.9298	-35.9298	-35.9298	6.54E+00	4.77E+00
202215000000000000.00	1.6376	-17.148	6.9009	2.4347	-0.0005	-2.9818	-9.8723	0	-9.6659	-10.6067	-1.2152	-0.0559	-1.2297	-8.6023	-35.9298	-0.0203	-12.0051	-9.7867	-35.9298	-35.9298	-35.9298	6.55E+00	4.77E+00
202217000000000000.00	1.6343	-17.163	6.9009	2.4208	-0.0004	-3.0066	-9.8696	0	-9.668	-10.6	-1.2133	-0.0541	-1.2597	-8.5954	-35.9298	-0.0204	-12.0118	-9.768	-35.9298	-35.9298	-35.9298	6.56E+00	4.78E+00
202220000000000000.00	1.631	-17.172	6.9074	2.4085	-0.0004	-3.0398	-9.8703	0	-9.6786	-10.5974	-1.2096	-0.0521	-1.297	-8.5916	-35.9298	-0.0206	-12.0392	-9.7485	-35.9298	-35.9298	-35.9298	6.57E+00	4.79E+00
202222000000000000.00	1.6277	-17.188	6.9074	2.3938	-0.0004	-3.0685	-9.8673	0	-9.6805	-10.5898	-1.2085	-0.0503	-1.3315	-8.5841	-35.9298	-0.0206	-12.0472	-9.727	-35.9298	-35.9298	-35.9298	6.58E+00	4.79E+00
202224000000000000.00	1.6244	-17.196	6.9141	2.3814	-0.0003	-3.1057	-9.8672	0	-9.6901	-10.586	-1.2052	-0.0484	-1.3729	-8.5803	-35.9298	-0.0208	-12.0763	-9.7049	-35.9298	-35.9298	-35.9298	6.59E+00	4.80E+00
202226000000000000.00	1.6212	-17.212	6.9141	2.3673	-0.0003	-3.1375	-9.864	0	-9.6916	-10.5783	-1.2047	-0.0467	-1.4106	-8.5732	-35.9298	-0.0208	-12.0852	-9.6816	-35.9298	-35.9298	-35.9298	6.60E+00	4.81E+00
