SEQ='NE'     NUCCHG=30                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 329256543.4  NPRNT= 114
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          1S2 2S2 2P5         (2)1( 1.5)        0.0 
     2          1S2 2S2 2P5         (2)1( 0.5)   206193.5 
     3          1S2 2S1 2P6         (2)0( 0.5)  1356236.2 
                                                                          1.453E+13   2.224E+13   3.640E+13   1.610E+12   9.057E+12   1.582E+13
                                                                          2.957E+12   9.012E+12   3.439E+10   3.031E+12   6.979E+12   1.419E+12
                                                                          2.057E+13   1.958E+14   9.635E+13   1.473E+14   1.836E+13   3.401E+10
                                                                          9.570E+08   1.001E+06   3.149E+09   2.773E+13   7.018E+06   5.183E+06
                                                                          1.899E+10   5.685E+10   2.382E+10   4.718E+09   4.196E+13   3.322E+10
                                                                          6.029E+09   9.064E+12   8.101E+09   1.948E+05   3.422E+08   1.519E+10
                                                                          1.123E+10   2.315E+07   3.921E+07   1.116E+11   7.350E+10   9.918E+06
                                                                          2.210E+11   2.240E+11   8.488E+10   1.175E+11   4.270E+10   8.693E+11
                                                                          5.913E+09   7.736E+10   5.813E+11   7.927E+11   9.372E+11   1.395E+11
                                                                          1.913E+11   3.845E+01   4.660E+12   1.060E+13   2.003E+12   5.219E+12
                                                                          8.889E+12   2.380E+13   6.404E+11   8.425E+12   1.391E+11   9.636E+09
                                                                          4.917E+12   4.688E+12   3.949E+07   1.553E+08   0.000E+00   1.176E+08
                                                                          3.119E+09   9.438E+12   6.242E+08   2.443E+06   2.071E+09   2.189E+13
                                                                          7.378E+13   6.271E+13   1.570E+09   2.448E+09   1.267E+10   3.331E+10
                                                                          5.747E+10   7.989E+09   9.636E+12   3.133E+09   1.934E+09   1.515E+10
                                                                          4.807E+10   3.055E+11   1.104E+12   9.767E+10   7.006E+10   9.876E+10
                                                                          6.209E+11   3.472E+12   5.222E+13   3.987E+10   2.012E+11   0.000E+00
     6    33  3  -1    6.391877E+02   1.160E+13
     7    33  3  -1    6.389978E+02   1.893E+13
     9    33  3  -1    6.386106E+02   2.589E+14
    10    33  3  -1    6.384202E+02   1.776E+14
    11    33  3  -1    6.376675E+02   1.502E+14
    12    33  3  -1    6.371825E+02   2.823E+13
    13    33  3  -1    6.367198E+02   8.325E+13
    14    33  3  -1    6.366720E+02   1.807E+14
    15    33  3  -1    6.353241E+02   2.475E+14
    16    34  3  -1    6.391500E+02   3.793E+14   1.137E+15   1.003E+15   4.865E+12   3.273E+10   4.275E+11   1.363E+09   3.684E+10   3.162E+10
                                                                          1.307E+10   3.248E+10   1.882E+10   3.600E+10   1.261E+09   2.361E+09
                                                                          1.241E+09   8.475E+09   5.004E+04   2.943E+09   1.420E+09   5.427E+09
                                                                          5.248E+09   9.053E+09   3.897E+10   3.052E+09   3.052E+09   1.259E+09
                                                                          1.205E+11   9.735E+04   1.630E+10   5.059E+09   1.515E+10   1.755E+13
                                                                          1.964E+13   7.517E+12   9.351E+12   2.269E+09   0.000E+00   3.554E+13
                                                                          4.619E+11   6.875E+12   9.139E+12   1.822E+13   3.729E+09   2.573E+12
