SEQ='NE'     NUCCHG=12                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  43072608.1  NPRNT= 114
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
                                                                          3.579E+08   6.385E+09   1.777E+09   3.093E+02   5.307E+09   1.122E+07
                                                                          2.703E+09   7.446E+09   3.866E+09   3.096E+09   3.104E+09   1.840E+13
                                                                          2.315E+13   1.363E+06   5.247E+05   4.302E+10   3.323E+10   1.928E+10
                                                                          1.477E+10   4.690E+10   2.396E+08   2.337E+05   3.466E+09   1.060E+10
                                                                          1.872E+07   1.701E+09   1.933E+08   7.870E+11   2.288E+11   4.895E+12
                                                                          3.895E+01   1.467E+13   6.781E+12   2.774E+12   2.111E+12   3.502E+12
                                                                          5.358E+12   1.145E+12   2.548E+12   5.413E+11   6.282E+11   2.686E+11
                                                                          2.054E+07   9.589E+07   4.408E+04   0.000E+00   1.750E+06   4.321E+06
                                                                          1.717E+09   1.105E+11   1.083E+11   4.891E+07   7.692E+07   1.798E+07
                                                                          9.412E+08   2.271E+07   3.938E+08   5.423E+08   1.191E+07   3.697E+09
                                                                          1.064E+09   4.846E+13   1.724E+13   1.972E+13   1.780E+13   1.402E+13
                                                                          1.282E+11   2.888E+11   1.231E+11   4.203E+10   1.533E+10   1.430E+10
                                                                          5.550E+10   2.485E+13   1.052E+13   7.895E+10   2.891E+10   0.000E+00
     6    31  3  -1    9.246900E+01   2.286E+12
     8    31  3  -1    9.241686E+01   4.989E+12
     9    31  3  -1    9.240717E+01   1.159E+12
    10    31  3  -1    9.239024E+01   9.414E+11
    11    31  3  -1    9.238101E+01   1.846E+12
    12    31  3  -1    9.237233E+01   5.825E+12
    14    31  3  -1    9.236906E+01   5.936E+11
    15    31  3  -1    9.195237E+01   2.571E+10
     6    32  3  -1    9.247068E+01   2.542E+12   1.772E+13   6.339E+14   3.765E+12   3.209E+12   1.940E+12   2.821E+10   1.093E+10   2.149E+09
