SEQ='NE'     NUCCHG=14                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  61398233.7  NPRNT= 114
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
                                                                          1.513E+11   1.473E+11   3.751E+05   3.258E+06   7.244E+04   0.000E+00
                                                                          1.404E+07   4.512E+07   1.335E+07   2.409E+07   4.996E+06   6.031E+07
                                                                          1.454E+07   2.657E+07   7.029E+07   8.307E+07   1.676E+07   1.353E+09
                                                                          1.681E+09   5.537E+13   1.767E+13   2.185E+13   1.849E+13   1.539E+13
                                                                          2.092E+11   5.114E+11   1.855E+11   5.770E+10   2.300E+10   2.014E+10
                                                                          7.885E+10   2.732E+13   1.051E+13   1.152E+11   3.853E+10   0.000E+00
     6    31  3  -1    1.283082E+02   4.719E+12
     8    31  3  -1    1.282169E+02   1.022E+13
     9    31  3  -1    1.281970E+02   1.878E+12
    10    31  3  -1    1.281677E+02   1.837E+12
    11    31  3  -1    1.281484E+02   4.246E+12
    12    31  3  -1    1.281325E+02   1.178E+13
    13    31  3  -1    1.281286E+02   9.361E+09
    14    31  3  -1    1.281237E+02   1.126E+12
    15    31  3  -1    1.274623E+02   1.117E+11
     6    32  3  -1    1.283138E+02   4.915E+12   3.605E+13   6.965E+14   6.940E+12   5.911E+12   3.624E+12   3.556E+10   1.302E+10   2.876E+09
                                                                          1.321E+10   3.447E+09   1.570E+11   1.575E+10   1.747E+11   1.296E+11
                                                                          1.083E+11   7.208E+11   7.205E+10   4.145E+10   1.231E+10   1.059E+12
                                                                          8.980E+12   1.868E+12   3.994E+10   9.695E+11   1.132E+13   7.228E+12
                                                                          2.163E+13   1.643E+14   4.609E+13   1.010E+14   1.643E+13   3.440E+13
                                                                          6.413E+10   1.271E+10   3.912E+09   7.761E+08   3.725E+13   9.368E+12
                                                                          3.177E+04   1.196E+09   8.862E+08   1.748E+09   9.911E+08   7.454E+09
                                                                          1.466E+09   2.419E+10   2.962E+09   4.876E+09   3.035E+08   2.499E+10
                                                                          2.476E+10   6.726E+05   3.035E+06   1.542E+10   1.156E+11   2.148E+10
                                                                          3.026E+10   1.838E+08   7.849E+10   1.185E+10   2.135E+10   2.571E+09
                                                                          1.546E+08   5.280E+09   1.583E+09   9.232E+11   7.238E+11   3.856E+12
                                                                          1.623E+13   2.569E+12   7.346E+11   1.018E+11   9.867E+12   4.432E+12
                                                                          5.669E+11   3.947E+12   4.271E+11   2.266E+12   5.746E+11   3.577E+11
                                                                          2.556E+11   4.696E+10   1.559E+05   6.784E+05   2.756E+06   7.244E+05
                                                                          2.964E+07   2.772E+05   3.284E+06   8.326E+07   1.552E+07   2.264E+08
                                                                          2.556E+07   1.233E+07   1.644E+06   2.402E+08   6.007E+06   8.736E+08
                                                                          1.879E+09   5.446E+12   6.464E+13   7.323E+12   3.696E+13   1.476E+13
                                                                          7.085E+11   8.996E+09   3.378E+10   2.079E+11   1.291E+10   3.166E+10
                                                                          7.912E+10   1.698E+09   3.783E+13   1.543E+10   1.392E+11   0.000E+00
