SEQ='NA'     NUCCHG=27                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 273652705.5  NPRNT=   1
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          1S2 2S2 2P6         (1)0( 0.0)        0.0 

   IC RESOLVED LEVEL INDEXING           BWNR= 278051021.8 NLVL=   196
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
     3    18  3  -1    5.862016E+01   4.593E+11   3.268E+11   4.187E+11   4.187E+11
     2    19  3  -1    5.892942E+01   4.285E+11   2.179E+11   4.242E+10   4.242E+10
     2    20  3  -1    5.900798E+01   6.480E+11   4.165E+11   1.171E+11   1.171E+11
     3    20  3  -1    5.876299E+01   7.625E+10
     2    21  3  -1    5.910795E+01   3.378E+11   7.452E+11   8.922E+09   8.922E+09
     3    21  3  -1    5.886297E+01   5.718E+11
     3    22  3  -1    5.892210E+01   1.013E+12   6.753E+11   2.772E+11   2.772E+11
     2    23  3  -1    5.990497E+01   2.194E+10   8.485E+11   2.755E+13   2.755E+13
     3    23  3  -1    5.965999E+01   4.027E+11
     2    24  3  -1    6.007994E+01   1.743E+11   5.012E+11   2.453E+11   2.453E+11
     3    24  3  -1    5.983496E+01   3.922E+11
     1    25  3  -1    6.315322E+01   2.068E+10   4.312E+10   3.139E+12   3.139E+12
     4    25  3  -1    5.656707E+01   6.924E+09
     5    25  3  -1    5.651342E+01   9.623E+09
     1    26  3  -1    6.319845E+01   1.132E+11   1.780E+11   1.096E+13   1.096E+13
     4    26  3  -1    5.661230E+01   2.897E+10
     4    27  3  -1    5.665852E+01   1.224E+09   1.748E+10   1.210E+10   1.210E+10
     5    27  3  -1    5.660486E+01   5.604E+08
     5    28  3  -1    5.671018E+01   6.090E+10   5.037E+10   8.740E+11   8.740E+11
     1    29  3  -1    6.337377E+01   1.300E+11   1.131E+11   6.967E+12   6.967E+12
     4    29  3  -1    5.678761E+01   1.541E+10
     5    29  3  -1    5.673396E+01   1.536E+10
     2    30  3  -1    6.080702E+01   6.346E+11   9.453E+11   3.834E+14   3.834E+14
     3    30  3  -1    6.056203E+01   1.403E+11
     1    31  3  -1    6.353600E+01   1.691E+09   2.026E+10   3.225E+11   3.225E+11
     4    31  3  -1    5.694985E+01   1.257E+09
     5    31  3  -1    5.689620E+01   4.423E+08
     4    32  3  -1    5.695900E+01   2.511E+10   3.653E+10   1.586E+11   1.586E+11
     5    32  3  -1    5.690534E+01   9.088E+09
     1    33  3  -1    6.357426E+01   5.349E+10   1.040E+11   9.291E+12   9.291E+12
     4    33  3  -1    5.698811E+01   1.820E+10
     5    34  3  -1    5.698360E+01   1.831E+10   3.109E+10   1.257E+11   1.257E+11
     4    35  3  -1    5.705384E+01   2.467E+10   3.185E+10   1.401E+11   1.401E+11
     5    35  3  -1    5.700019E+01   4.897E+09
     1    36  3  -1    6.414993E+01   6.235E+10   1.659E+11   3.644E+13   3.644E+13
     4    36  3  -1    5.756378E+01   4.272E+10
     1    37  3  -1    6.418419E+01   1.205E+11   1.378E+11   1.419E+13   1.419E+13
     4    37  3  -1    5.759804E+01   4.180E+10
     5    37  3  -1    5.754438E+01   1.268E+10
     1    38  3  -1    6.421196E+01   6.407E+10   8.399E+10   1.783E+12   1.783E+12
     1    39  3  -1    6.429553E+01   3.025E+11   1.842E+11   1.738E+11   1.738E+11
     4    39  3  -1    5.770937E+01   9.700E+09
     5    39  3  -1    5.765572E+01   2.338E+09
     4    41  3  -1    5.785068E+01   1.751E+09   7.625E+10   3.349E+09   3.349E+09
     5    41  3  -1    5.779703E+01   5.484E+10
     1    42  3  -1    6.446756E+01   1.890E+11   1.638E+11   3.058E+13   3.058E+13
     4    42  3  -1    5.788141E+01   1.958E+09
     5    42  3  -1    5.782776E+01   3.284E+10
     5    43  3  -1    5.784330E+01   1.439E+11   1.293E+11   4.245E+11   4.245E+11
     4    44  3  -1    5.797764E+01   5.026E+11   3.807E+11   1.000E+12   1.000E+12
     5    44  3  -1    5.792399E+01   2.524E+10
     4    45  3  -1    5.798924E+01   3.702E+09   2.589E+10   1.600E+11   1.600E+11
     5    45  3  -1    5.793559E+01   1.699E+10
     1    46  3  -1    6.458746E+01   2.285E+09   2.080E+10   2.834E+11   2.834E+11
     1    47  3  -1    6.460321E+01   1.599E+10   3.627E+10   3.366E+12   3.366E+12
     4    47  3  -1    5.801705E+01   9.115E+09
     5    47  3  -1    5.796340E+01   2.448E+09
     1    48  3  -1    6.467596E+01   2.029E+11   5.280E+11   7.870E+10   7.870E+10
     4    48  3  -1    5.808980E+01   3.943E+11
     5    48  3  -1    5.803615E+01   6.307E+09
     5    49  3  -1    5.809532E+01   3.901E+11   3.140E+11   8.837E+11   8.837E+11
     4    50  3  -1    5.817433E+01   3.985E+11   6.902E+11   1.005E+12   1.005E+12
     5    50  3  -1    5.812068E+01   4.024E+11
     1    51  3  -1    6.478199E+01   9.073E+11   1.496E+12   4.493E+12   4.493E+12
     4    51  3  -1    5.819584E+01   2.824E+11
     1    52  3  -1    6.483257E+01   1.144E+11   2.533E+11   5.534E+11   5.534E+11
     4    52  3  -1    5.824642E+01   4.151E+10
     5    52  3  -1    5.819277E+01   9.352E+10
     4    53  3  -1    5.830693E+01   2.163E+10   6.986E+10   1.564E+11   1.564E+11
     5    53  3  -1    5.825328E+01   3.905E+10
     1    54  3  -1    6.498245E+01   7.083E+12   4.166E+12   2.731E+11   2.731E+11
     4    54  3  -1    5.839630E+01   3.845E+09
     5    54  3  -1    5.834264E+01   3.989E+11
     1    55  3  -1    6.511742E+01   5.445E+12   5.481E+12   6.774E+13   6.774E+13
     4    55  3  -1    5.853127E+01   5.980E+09
     5    56  3  -1    5.873529E+01   2.653E+11   2.378E+11   5.275E+12   5.275E+12
     1    57  3  -1    6.541994E+01   7.729E+12   4.219E+12   5.071E+13   5.071E+13
     4    57  3  -1    5.883378E+01   2.994E+11
     5    57  3  -1    5.878013E+01   1.732E+10
     4    58  3  -1    5.895196E+01   1.171E+11   2.751E+11   1.806E+12   1.806E+12
     5    58  3  -1    5.889831E+01   1.558E+11
     1    59  3  -1    6.568029E+01   3.228E+11   5.899E+11   5.861E+12   5.861E+12
     4    59  3  -1    5.909414E+01   3.793E+11
     5    59  3  -1    5.904049E+01   1.732E+10
     1    60  3  -1    6.570418E+01   1.110E+10   2.122E+11   1.019E+12   1.019E+12
     4    60  3  -1    5.911803E+01   8.781E+10
