SEQ='NE'     NUCCHG=17                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  95132401.6  NPRNT= 114
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
                                                                          1.340E+08   9.056E+07   3.412E+07   8.932E+06   8.632E+07   9.856E+07
                                                                          8.943E+07   5.578E+08   4.577E+07   9.237E+08   2.547E+13   5.467E+07
                                                                          5.440E+13   1.506E+13   3.670E+13   2.663E+09   5.173E+09   6.908E+12
                                                                          1.111E+11   2.102E+11   7.821E+11   2.548E+11   2.194E+10   3.753E+10
                                                                          4.709E+11   1.002E+13   3.185E+13   6.214E+10   1.340E+11   0.000E+00
     6    33  3  -1    1.937192E+02   6.938E+11
     8    33  3  -1    1.935794E+02   3.249E+12
     9    33  3  -1    1.935357E+02   9.200E+12
    10    33  3  -1    1.934922E+02   1.175E+13
    11    33  3  -1    1.934329E+02   1.043E+13
    12    33  3  -1    1.934112E+02   7.765E+11
    13    33  3  -1    1.933845E+02   1.430E+13
    14    33  3  -1    1.933801E+02   9.509E+12
    15    33  3  -1    1.924115E+02   3.003E+13
    16    34  3  -1    1.937341E+02   2.933E+13   8.845E+13   7.591E+14   9.023E+11   1.220E+08   1.861E+11   1.653E+08   1.664E+09   2.482E+08
                                                                          1.671E+10   1.671E+10   2.682E+10   7.249E+10   3.335E+08   2.737E+09
                                                                          3.595E+09   2.165E+04   4.149E+08   9.251E+10   7.504E+09   5.455E+09
                                                                          8.796E+08   1.275E+09   2.596E+08   6.567E+08   1.367E+09   4.361E+08
                                                                          9.828E+10   2.028E+05   1.510E+10   1.447E+08   2.342E+09   1.034E+09
                                                                          6.276E+09   1.800E+11   8.258E+11   1.125E+12   1.564E+10   3.710E+11
                                                                          0.000E+00   2.349E+12   3.026E+11   3.892E+11   4.076E+10   5.999E+11
                                                                          3.224E+11   7.298E+10   4.209E+12   1.572E+11   1.422E+13   7.434E+12
                                                                          1.366E+12   1.688E+14   0.000E+00   2.526E+13   6.974E+13   1.470E+13
                                                                          2.976E+13   6.075E+13   1.592E+13   4.769E+13   4.432E+11   5.160E+13
                                                                          1.113E+08   1.958E+09   3.593E+09   2.233E+09   2.323E+09   2.005E+08
                                                                          6.980E+07   7.109E+08   2.482E+08   9.932E+07   1.219E+09   1.728E+09
                                                                          3.595E+09   3.819E+07   5.482E+09   3.274E+09   3.147E+09   5.397E+10
                                                                          8.724E+09   3.837E+10   5.468E+12   4.173E+12   1.058E+12   6.310E+01
                                                                          8.328E+01   1.207E+13   1.194E+13   1.841E+02   4.298E+12   6.961E+07
                                                                          4.186E+12   2.404E+03   1.082E+12   2.439E+12   4.895E+11   1.019E+12
                                                                          7.078E+10   1.444E+11   1.243E+11   1.452E+11   2.943E+11   1.074E+11
                                                                          6.801E+13   1.112E+03   4.158E+12   2.567E+13   4.478E+13   3.672E+12
