SEQ='MG'     NUCCHG=24                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 214515355.3  NPRNT=   5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P6 3S1         (2)0( 0.5)        0.0 
     2          2S2 2P6 3P1         (2)1( 0.5)   241099.8 
     3          2S2 2P6 3P1         (2)1( 1.5)   254448.1 
     4          2S2 2P6 3D1         (2)2( 1.5)   591848.7 
     5          2S2 2P6 3D1         (2)2( 2.5)   594586.0 

   IC RESOLVED LEVEL INDEXING           BWNR= 217352206.6 NLVL=  1119
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
   190   118    2S2 2P5 3S1 3P1 3D1 (3)3( 4.0)  5415472.5*
   191   119    2S2 2P5 3S1 3P1 3D1 (3)2( 3.0)  5416232.6*
   192   120    2S2 2P5 3S1 3P1 3D1 (3)1( 0.0)  5416244.0*
   193   121    2S2 2P5 3S1 3P1 3D1 (1)0( 0.0)  5417350.1*
   194   122    2S2 2P5 3S1 3P1 3D1 (3)1( 2.0)  5419559.7*
   195   123    2S2 2P5 3S1 3P1 3D1 (3)3( 2.0)  5421571.7*
   196   124    2S2 2P5 3S1 3P1 3D1 (3)1( 1.0)  5421836.4*
   197   125    2S2 2P5 3S1 3P1 3D1 (3)3( 3.0)  5422970.0*
   198   126    2S2 2P5 3S1 3P1 3D1 (3)3( 4.0)  5423482.8*
   199   127    2S2 2P5 3S1 3P1 3D1 (3)0( 1.0)  5427968.4*
   200   128    2S2 2P5 3S1 3P1 3D1 (3)2( 3.0)  5432223.3*
   201   129    2S2 2P5 3S1 3P1 3D1 (1)2( 2.0)  5433894.3*
   202   130    2S2 2P5 3S1 3P1 3D1 (3)3( 2.0)  5437788.4*
   203   131    2S2 2P5 3S1 3P1 3D1 (1)3( 3.0)  5444371.4*
   204   132    2S2 2P5 3S1 3P1 3D1 (3)2( 3.0)  5445413.5*
   205   133    2S2 2P5 3S1 3P1 3D1 (3)4( 5.0)  5448355.4*
   206   134    2S2 2P5 3S1 3P1 3D1 (3)1( 0.0)  5449119.3*
   207   135    2S2 2P5 3S1 3P1 3D1 (3)1( 1.0)  5449760.2*
   208   136    2S2 2P5 3S1 3P1 3D1 (3)1( 2.0)  5451346.3*
   209   137    2S2 2P5 3S1 3P1 3D1 (3)1( 2.0)  5455343.7*
   210   138    2S2 2P5 3S1 3P1 3D1 (3)2( 1.0)  5456642.5*
   211   139    2S2 2P5 3S1 3P1 3D1 (3)4( 4.0)  5457947.0*
   212   140    2S2 2P5 3S1 3P1 3D1 (3)4( 3.0)  5460786.6*
   213   141    2S2 2P5 3S1 3P1 3D1 (3)1( 2.0)  5466539.5*
