SEQ='NA'     NUCCHG=21                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 157380628.1  NPRNT=   1
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          1S2 2S2 2P6         (1)0( 0.0)        0.0 

   IC RESOLVED LEVEL INDEXING           BWNR= 159388062.3 NLVL=   198
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
     3    20  3  -1    2.902490E+01   2.109E+11   1.407E+11   5.117E+10   5.117E+10
     3    21  3  -1    2.927671E+01   1.661E+11   1.222E+11   4.258E+11   4.258E+11
     2    22  3  -1    2.943795E+01   1.650E+11   1.651E+11   1.039E+11   1.039E+11
     3    22  3  -1    2.937065E+01   6.966E+10
     2    23  3  -1    2.972960E+01   4.402E+10   1.874E+11   5.938E+12   5.938E+12
     3    23  3  -1    2.966230E+01   6.512E+10
     2    24  3  -1    2.975207E+01   3.593E+10   1.308E+11   2.385E+11   2.385E+11
     3    24  3  -1    2.968477E+01   1.006E+11
     1    25  3  -1    3.210949E+01   3.339E+10   5.287E+10   1.251E+13   1.251E+13
     4    25  3  -1    2.788861E+01   8.247E+09
     1    26  3  -1    3.212606E+01   2.151E+10   2.476E+10   5.255E+12   5.255E+12
     4    26  3  -1    2.790519E+01   2.399E+09
     5    26  3  -1    2.789328E+01   4.299E+09
     2    28  3  -1    3.045012E+01   1.281E+11   2.816E+11   3.784E+14   3.784E+14
     3    28  3  -1    3.038282E+01   6.780E+10
     5    29  3  -1    2.799441E+01   1.798E+10   1.498E+10   4.779E+11   4.779E+11
     1    30  3  -1    3.222877E+01   2.475E+10   2.688E+10   6.544E+12   6.544E+12
     4    30  3  -1    2.800790E+01   2.708E+09
     5    30  3  -1    2.799598E+01   3.623E+09
     1    31  3  -1    3.227741E+01   5.942E+09   1.744E+10   3.468E+12   3.468E+12
     4    31  3  -1    2.805654E+01   1.668E+09
     5    32  3  -1    2.810532E+01   1.803E+09   1.152E+10   2.717E+10   2.717E+10
     4    33  3  -1    2.812624E+01   1.408E+10   1.281E+10   2.010E+11   2.010E+11
     5    33  3  -1    2.811432E+01   2.508E+09
     5    34  3  -1    2.812611E+01   8.904E+07   1.040E+10   1.407E+08   1.407E+08
     1    35  3  -1    3.237087E+01   4.921E+08   9.967E+09   3.542E+09   3.542E+09
     1    36  3  -1    3.257911E+01   6.568E+09   2.018E+10   6.685E+12   6.685E+12
     4    36  3  -1    2.835823E+01   1.719E+09
     1    37  3  -1    3.262823E+01   4.029E+09   1.324E+10   6.806E+11   6.806E+11
     4    37  3  -1    2.840735E+01   6.092E+09
     5    37  3  -1    2.839544E+01   5.204E+08
     4    38  3  -1    2.842908E+01   7.675E+09   1.183E+10   2.563E+11   2.563E+11
     5    38  3  -1    2.841717E+01   4.854E+09
     1    39  3  -1    3.265934E+01   4.416E+09   1.694E+10   6.293E+12   6.293E+12
     4    39  3  -1    2.843847E+01   6.235E+08
     5    39  3  -1    2.842656E+01   2.650E+09
     1    40  3  -1    3.272097E+01   3.553E+08   1.054E+10   6.921E+11   6.921E+11
     4    40  3  -1    2.850009E+01   1.647E+08
     1    41  3  -1    3.275893E+01   2.436E+08   1.476E+10   2.890E+12   2.890E+12
     4    41  3  -1    2.853805E+01   2.236E+08
     5    41  3  -1    2.852614E+01   2.872E+09
     4    42  3  -1    2.857300E+01   7.452E+08   1.127E+10   2.069E+10   2.069E+10
     5    42  3  -1    2.856108E+01   1.708E+09
     1    43  3  -1    3.285787E+01   7.369E+09   2.135E+10   3.330E+10   3.330E+10
     4    43  3  -1    2.863700E+01   2.826E+08
     1    44  3  -1    3.289478E+01   3.337E+10   3.306E+10   1.593E+11   1.593E+11
     4    44  3  -1    2.867391E+01   2.501E+09
     5    44  3  -1    2.866200E+01   3.209E+08
     4    45  3  -1    2.873907E+01   9.213E+08   2.452E+10   6.799E+07   6.799E+07
     5    45  3  -1    2.872716E+01   1.069E+10
     1    46  3  -1    3.296399E+01   1.336E+11   7.744E+10   4.961E+11   4.961E+11
     5    46  3  -1    2.873120E+01   1.240E+09
     5    48  3  -1    2.877767E+01   2.400E+10   3.177E+10   1.057E+11   1.057E+11
     4    49  3  -1    2.883793E+01   6.727E+10   6.438E+10   1.626E+11   1.626E+11
     5    49  3  -1    2.882602E+01   5.515E+09
     1    50  3  -1    3.312007E+01   3.203E+10   9.573E+10   4.466E+09   4.466E+09
     4    50  3  -1    2.889919E+01   6.321E+10
     5    50  3  -1    2.888728E+01   1.433E+09
     1    51  3  -1    3.313068E+01   1.654E+09   1.112E+11   3.342E+13   3.342E+13
     4    51  3  -1    2.890981E+01   4.919E+10
     5    52  3  -1    2.892334E+01   8.424E+10   7.744E+10   3.291E+11   3.291E+11
     4    53  3  -1    2.896264E+01   1.140E+11   1.656E+11   4.572E+11   4.572E+11
     5    53  3  -1    2.895073E+01   7.535E+10
     1    54  3  -1    3.326093E+01   7.692E+11   7.990E+11   9.846E+12   9.846E+12
     4    54  3  -1    2.904006E+01   7.820E+09
     1    55  3  -1    3.327165E+01   1.192E+12   7.559E+11   6.500E+12   6.500E+12
     4    55  3  -1    2.905078E+01   7.642E+07
     5    55  3  -1    2.903887E+01   9.769E+10
     1    56  3  -1    3.342190E+01   6.614E+09   1.075E+11   4.896E+13   4.896E+13
