SEQ='NA'     NUCCHG=29                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 319722144.1  NPRNT=   1
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          1S2 2S2 2P6         (1)0( 0.0)        0.0 

   IC RESOLVED LEVEL INDEXING           BWNR= 325118993.9 NLVL=   197
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
   111   131    1S2 2S2 2P5 3P1 3D1 (2)2( 2.5)  9125583.4*
   112   132    1S2 2S2 2P5 3P1 3D1 (2)2( 1.5)  9131530.5*
   113   133    1S2 2S2 2P5 3P1 3D1 (2)1( 0.5)  9153193.3*
   114   134    1S2 2S2 2P5 3P1 3D1 (2)2( 1.5)  9178948.9*
   115   135    1S2 2S2 2P5 3P1 3D1 (2)2( 2.5)  9191587.2*
   116   136    1S2 2S2 2P5 3D2     (4)2( 0.5)  9242700.0*
   117   137    1S2 2S2 2P5 3D2     (4)2( 1.5)  9246430.0*
   118   138    1S2 2S2 2P5 3D2     (4)2( 2.5)  9252869.3*
   119   139    1S2 2S1 2P6 3S1 3P1 (4)1( 0.5)  9254414.0*
   120   140    1S2 2S2 2P5 3D2     (4)2( 3.5)  9263308.6*
   121   141    1S2 2S1 2P6 3S1 3P1 (4)1( 1.5)  9265163.7*
   122   144    1S2 2S2 2P5 3D2     (2)3( 2.5)  9277476.2*
   123   145    1S2 2S2 2P5 3D2     (4)4( 3.5)  9277908.1*
   124   146    1S2 2S1 2P6 3S1 3P1 (4)1( 2.5)  9289396.4*
   125   147    1S2 2S2 2P5 3D2     (4)1( 2.5)  9291810.7*
   126   148    1S2 2S2 2P5 3D2     (2)4( 3.5)  9294103.3*
   127   150    1S2 2S2 2P5 3D2     (2)2( 1.5)  9294910.6*
   128   151    1S2 2S2 2P5 3D2     (2)2( 2.5)  9306217.6*
   129   152    1S2 2S2 2P5 3D2     (4)1( 1.5)  9306360.0*
   130   153    1S2 2S2 2P5 3D2     (2)1( 0.5)  9315089.5*
   131   155    1S2 2S2 2P5 3D2     (2)3( 3.5)  9326963.7*
   132   156    1S2 2S2 2P5 3D2     (4)2( 3.5)  9328741.4*
   133   157    1S2 2S2 2P5 3D2     (4)2( 2.5)  9328872.5*
   134   158    1S2 2S2 2P5 3D2     (4)3( 1.5)  9331019.5*
   135   159    1S2 2S2 2P5 3D2     (4)1( 0.5)  9333438.0*
   136   160    1S2 2S1 2P6 3S1 3P1 (2)1( 0.5)  9344832.5*
   137   162    1S2 2S2 2P5 3D2     (2)2( 1.5)  9360121.4*
   138   163    1S2 2S2 2P5 3D2     (2)3( 2.5)  9361231.8*
   139   164    1S2 2S1 2P6 3S1 3P1 (2)1( 1.5)  9361744.7*
   140   165    1S2 2S2 2P5 3D2     (2)4( 3.5)  9374682.5*
   141   166    1S2 2S2 2P5 3D2     (4)0( 1.5)  9392496.8*
   142   167    1S2 2S2 2P5 3D2     (4)3( 2.5)  9392810.6*
   143   168    1S2 2S2 2P5 3D2     (4)2( 0.5)  9407185.3*
   144   169    1S2 2S1 2P6 3S1 3P1 (2)1( 0.5)  9437472.2*
   145   170    1S2 2S2 2P5 3D2     (2)1( 1.5)  9443216.2*
   146   171    1S2 2S1 2P6 3S1 3P1 (2)1( 1.5)  9450801.4*
   147   172    1S2 2S2 2P5 3D2     (4)3( 3.5)  9454827.7*
   148   173    1S2 2S2 2P5 3D2     (4)4( 2.5)  9466752.2*
   149   175    1S2 2S2 2P5 3D2     (2)3( 3.5)  9477075.6*
   150   176    1S2 2S2 2P5 3D2     (2)3( 2.5)  9482134.2*
   151   177    1S2 2S2 2P5 3D2     (2)1( 1.5)  9487464.5*
   152   178    1S2 2S2 2P5 3D2     (2)0( 0.5)  9495926.7*
   153   179    1S2 2S2 2P5 3D2     (4)2( 1.5)  9507514.5*
   154   180    1S2 2S2 2P5 3D2     (2)2( 2.5)  9514189.1*
