       6          41
   0.00000   0.23026   0.46052   0.69078   0.92103   1.15129   1.38155   1.61181   1.84207   2.07233   2.30259   2.53284   2.76310   2.99336   3.22362   3.45388   3.68414   3.91439   4.14465   4.37491   4.60517   4.83543   5.06569   5.29595   5.52620   5.75646   5.98672   6.21698   6.44724   6.67750   6.90776   8.05905   9.21034  10.36163  11.51293  12.66422  13.81551  14.96680  16.11810  17.26939  18.42068
   5   0   0.25464   0.46907   0.67874   0.88330   1.08256   1.27639   1.46443   1.64619   1.82112   1.98842   2.14699   2.29537   2.43227   2.55739   2.67016   2.76968   2.85565   2.92789   2.98672   3.03224   3.06492   3.08564   3.09480   3.09267   3.08032   3.05867   3.02829   2.98954   2.94331   2.89039   2.83131   2.46009   2.00306   1.49523   0.95784   0.40373  -0.15978  -0.72856  -1.30011  -1.87306  -2.44728
   5   1   0.31189   0.47509   0.67010   0.83859   0.97762   1.09315   1.19021   1.27168   1.33699   1.38456   1.41211   1.41651   1.39571   1.35141   1.28510   1.19750   1.08949   0.96174   0.81536   0.65108   0.47008   0.27397   0.06376  -0.15975  -0.39515  -0.64122  -0.89718  -1.16248  -1.43604  -1.71690  -2.00441  -3.52192  -5.12894  -6.78787  -8.47598 -10.18101 -11.89601 -13.61655 -15.33969 -17.06411 -18.78974
   5   2   0.30232   0.40382   0.47678   0.52256   0.54100   0.53045   0.48808   0.41227   0.30523   0.16856   0.00263  -0.19338  -0.41986  -0.67447  -0.95544  -1.26175  -1.59148  -1.94279  -2.31421  -2.70486  -3.11336  -3.53780  -3.97690  -4.42965  -4.89455  -5.37031  -5.85612  -6.35136  -6.85496  -7.36592  -7.88358 -10.55210 -13.31010 -16.12018 -18.95991 -21.81575 -24.68183 -27.55403 -30.42875 -33.30469 -36.18182
   5   3   0.03633  -0.01398  -0.10024  -0.22580  -0.38959  -0.59118  -0.83168  -1.11130  -1.42685  -1.77598  -2.15767  -2.57228  -3.01977  -3.49738  -4.00297  -4.53520  -5.09171  -5.67030  -6.26948  -6.88847  -7.52585  -8.17956  -8.84816  -9.53053 -10.22514 -10.93070 -11.64641 -12.37166 -13.10533 -13.84643 -14.59426 -18.41381 -22.32283 -26.28400 -30.27507 -34.28228 -38.29955 -42.32288 -46.34898 -50.37644 -54.40520
   5   4  -0.81441  -1.09359  -1.41009  -1.76576  -2.15946  -2.59090  -3.06128  -3.57091  -4.11658  -4.69590  -5.30785  -5.95275  -6.63056  -7.33849  -8.07439  -8.83690  -9.62368 -10.43250 -11.26190 -12.11109 -12.97868 -13.86260 -14.76142 -15.67403 -16.59889 -17.53474 -18.48075 -19.43631 -20.40031 -21.37174 -22.34988 -27.32069 -32.38088 -37.49331 -42.63570 -47.79433 -52.96275 -58.13713 -63.31464 -68.49373 -73.67426
   6   0   0.33289   0.52211   0.75929   0.94875   1.15431   1.35299   1.54379   1.72929   1.91105   2.08813   2.25863   2.42064   2.57356   2.71659   2.84865   2.96834   3.07505   3.16895   3.24974   3.31643   3.36974   3.41038   3.43851   3.45442   3.45883   3.45257   3.43658   3.41128   3.37731   3.33542   3.28641   2.95434   2.51982   2.02481   1.49507   0.94522   0.38444  -0.18314  -0.75452  -1.32736  -1.90149
   6   1   0.38730   0.55762   0.76776   0.92538   1.09039   1.23913   1.36995   1.48406   1.58138   1.66122   1.72152   1.75967   1.77581   1.76954   1.74087   1.68972   1.61684   1.52250   1.40760   1.27345   1.12056   0.95026   0.76371   0.56207   0.34675   0.11892  -0.12034  -0.37051  -0.63039  -0.89890  -1.17538  -2.65198  -4.23545  -5.88055  -7.56129  -9.26221 -10.97455 -12.69341 -14.41577 -16.13989 -17.86553
   6   2   0.41277   0.53415   0.67023   0.75390   0.82612   0.86889   0.88149   0.86424   0.81604   0.73773   0.62861   0.48685   0.31399   0.11071  -0.12175  -0.38223  -0.66860  -0.98081  -1.31692  -1.67364  -2.05141  -2.44780  -2.86119  -3.29043  -3.73446  -4.19169  -4.65982  -5.13823  -5.63100  -6.13684  -6.64560  -9.26012 -11.99485 -14.79194 -17.62365 -20.47584 -23.33935 -26.20890 -29.09240 -31.97940 -34.84985
   6   3   0.28968   0.31768   0.32034   0.28500   0.20255   0.04530  -0.13064  -0.25528  -0.29427  -0.36198  -0.61304  -1.14306  -1.77044  -2.27225  -2.67979  -3.14688  -3.66352  -4.19829  -4.76018  -5.34261  -5.94760  -6.57180  -7.21347  -7.87141  -8.54417  -9.23032  -9.92838 -10.63756 -11.35680 -12.08507 -12.82144 -16.59955 -20.48403 -24.43224 -28.41530 -32.41886 -36.43346 -40.45520 -44.48016 -48.50674 -52.53495
   6   4  -0.13674  -0.25554  -0.44823  -0.66146  -0.93181  -1.24713  -1.60422  -2.00462  -2.45108  -2.94013  -3.46958  -4.03923  -4.64607  -5.28848  -5.96430  -6.67146  -7.40637  -8.17107  -8.95959  -9.77598 -10.60793 -11.38766 -12.22891 -13.18149 -14.13786 -15.05382 -15.96503 -16.90156 -17.85415 -18.81234 -19.77797 -24.70780 -29.74328 -34.84288 -39.97710 -45.13230 -50.29779 -55.47095 -60.64736 -65.82495 -71.00174
   6   5  -1.17344  -1.61566  -2.08765  -2.31105  -2.90018  -3.48781  -4.05627  -4.65053  -5.30722  -6.02723  -6.80701  -7.63665  -8.46397  -9.24795 -10.18568 -11.40699 -11.69600 -12.42735 -14.30619 -15.13553 -16.24197 -17.34406 -18.42565 -19.54495 -20.68338 -21.82974 -22.98619 -24.15519 -25.33492 -26.52345 -27.72018 -33.80093 -39.98789 -46.23911 -52.52429 -58.83052 -65.14736 -71.47150 -77.80683 -84.14626 -90.47630
